[-25.625, 9.125, -9.0625]
[11.625, -4.6875, -1.9375]
[11.625, -4.6875, -1.9375]
[7.625, -6.125, 4.1875]
[7.625, -6.125, 4.1875]
[-1.1875, -0.25, 9.0625]
[-1.1875, -0.25, 9.0625]
[-2.5625, 2.5, 6.25]
[-6.25, 0.9375, 3.75]
[-6.25, 0.9375, 3.75]
[-6.3125, 0.375, 1.6875]
[-6.3125, 0.375, 1.6875]
[-10.75, -0.6875, -1.0]
[-10.75, -0.6875, -1.0]
[-10.75, -0.6875, -1.0]
[-5.25, -0.0625, 0.3125]
[-5.25, -0.0625, 0.3125]
[1.4375, 0.1875, 1.5625]
[1.4375, 0.1875, 1.5625]
[1.875, -0.0625, 3.4375]
[1.875, -0.0625, 3.4375]
[1.875, -0.0625, 3.4375]
[2.8125, -0.1875, 4.75]
[2.8125, -0.1875, 4.75]
[6.0, 2.0625, 2.4375]
[6.0, 2.0625, 2.4375]
[4.625, 3.4375, 1.9375]
[4.625, 3.4375, 1.9375]
[4.625, 3.4375, 1.9375]
[0.25, 2.6875, -0.4375]
[0.25, 2.6875, -0.4375]
[0.25, 2.6875, -0.4375]
[2.3125, -1.0625, -6.375]
[2.3125, -1.0625, -6.375]
[2.3125, -1.0625, -6.375]
[7.5625, -3.1875, -3.625]
[7.5625, -3.1875, -3.625]
[7.5625, -3.1875, -3.625]
[8.0, -5.5625, -4.125]
[8.0, -5.5625, -4.125]
[7.875, -7.1875, -6.3125]
[7.875, -7.1875, -6.3125]
[11.25, -5.5, -6.8125]
[11.25, -5.5, -6.8125]
[14.6875, -3.125, -5.6875]
[14.6875, -3.125, -5.6875]
[15.625, -0.6875, -5.1875]
[15.625, -0.6875, -5.1875]
[21.3125, 0.9375, -6.375]
[21.3125, 0.9375, -6.375]
[28.0625, 2.125, -9.9375]
[36.6875, 8.0625, -13.3125]
[45.0, 32.6875, -11.6875]
[45.0, 32.6875, -11.6875]
[44.4375, 81.5625, -9.4375]
[44.4375, 81.5625, -9.4375]
[39.875, 145.25, -5.1875]
[39.875, 145.25, -5.1875]
[39.875, 145.25, -5.1875]
[32.5, 198.5625, 4.125]
[41.25, 247.375, 26.875]
[41.25, 247.375, 26.875]
[41.25, 247.375, 26.875]
[89.8125, 297.875, 44.3125]
[89.8125, 297.875, 44.3125]
[113.0, 332.5625, 49.5625]
[136.75, 354.6875, 63.625]
[136.75, 354.6875, 63.625]
[136.75, 354.6875, 63.625]
