(2, 0, -3, 5, 1, 2, -6, 3, 0)
(0, 0, -4, 0, -2, -4, -76, 1, 0)
(-2, -3, -2, -1, 0, -1, -11, 2, 0)
(-2, -3, -2, -1, 0, -1, -11, 2, 0)
(-3, -4, -6, -4, -4, -5, 30, -3, 0)
(0, 0, -1, -7, -6, -11, -37, -2, 0)
(-1, 1, -2, -1, -2, -1, 27, -1, 0)
(-1, 1, -2, -1, -2, -1, 27, -1, 0)
(-1, -4, -5, -6, 2, 10, 47, -1, 0)
(-1, -4, -5, -6, 2, 10, 47, -1, 0)
(0, 1, -2, 0, -2, -8, 13, -5, 0)
(-1, -1, 2, 6, 2, 0, 61, -1, 0)
(-1, -1, 2, 6, 2, 0, 61, -1, 0)
(-1, -2, 0, 1, -2, -3, -25, 1, 0)
(-1, -2, 0, 1, -2, -3, -25, 1, 0)
(1, -3, -5, -7, -1, 1, 3, 2, 0)
(-1, 3, 0, -1, -5, -20, -29, -8, 0)
(-1, 3, 0, -1, -5, -20, -29, -8, 0)
(-4, -4, -1, 0, 1, 3, 44, -2, 0)
(-1, 3, 1, 2, -1, -11, -53, -3, 0)
(1, 0, 1, 1, 1, 10, 40, 3, 0)
(-3, -4, -2, 1, -1, -5, -42, -4, 0)
(-3, -4, -2, 1, -1, -5, -42, -4, 0)
(2, 2, 2, 2, 5, 17, 89, 6, 0)
(-2, -3, -6, -2, -2, -30, -70, -4, 0)
(2, 3, -3, -1, 4, 24, 36, 9, 0)
(0, -1, -2, -7, -1, -11, -25, -2, 0)
(-2, -2, 2, -1, -3, 2, 17, -4, 0)
(-1, 1, 1, 2, -1, -12, -81, -3, 0)
(-2, -3, -4, -2, -2, 1, 28, -3, 0)
(-2, -3, -4, -2, -2, 1, 28, -3, 0)
(0, -1, 0, 0, 2, 7, 29, 3, 0)
(-1, -3, -2, -3, -2, -4, -17, -1, 0)
(0, 2, 1, 4, -1, -1, -9, 1, 0)
(0, 2, 1, 4, -1, -1, -9, 1, 0)
(-1, -4, -5, -5, -4, -3, -19, -2, 0)
(-1, -4, -5, -5, -4, -3, -19, -2, 0)
(0, -2, 0, -7, -1, 0, -5, 0, 0)
(-1, -1, 1, 9, 1, -2, -11, -1, 0)
(-1, -1, 1, 9, 1, -2, -11, -1, 0)
(-2, -1, -1, 8, -13, -5, -6, -2, 0)
(0, -2, -4, -15, -4, 5, 11, -1, 0)
(1, 3, 1, 4, 13, 4, -8, 2, 0)
(0, 1, -2, 9, 19, 5, 4, -1, 0)
