(-1, -1, -5, -3, -4, -17, -33, -4, 0)
(-5, -5, -1, 3, -5, -14, 23, -9, 0)
(2, 2, 0, 1, 1, 10, -11, 3, 0)
(1, 1, 5, 4, 4, 15, 36, 3, 0)
(1, 5, 3, -1, 2, 7, 16, -4, 0)
(1, -1, -1, -3, 2, 22, 36, 8, 0)
(-2, 0, -1, 4, 1, -11, -30, -5, 0)
(1, 1, 0, 1, 3, 14, 18, 8, 0)
(1, 1, 0, 1, 3, 14, 18, 8, 0)
(-1, 1, -5, -7, 0, 6, 26, 2, 0)
(2, -2, -1, -10, -2, 3, 36, 1, 0)
(-4, -4, 1, 3, -3, -16, -39, -9, 0)
(-4, -4, 1, 3, -3, -16, -39, -9, 0)
(2, 2, 1, 1, 2, 1, -1, 0, 0)
(-1, 2, -2, -1, -1, 0, -21, 1, 0)
(-1, 2, -2, -1, -1, 0, -21, 1, 0)
(-2, -6, -4, -1, -1, -3, 10, -4, 0)
(2, 3, 2, 0, 0, 0, -23, 0, 0)
(2, 3, 2, 0, 0, 0, -23, 0, 0)
(2, 3, 2, 0, 0, 0, -23, 0, 0)
(-2, 0, 4, 4, -2, -10, 23, -6, 0)
(-1, 0, 2, 0, -4, -19, 27, -8, 0)
(-2, -5, -5, -4, 0, 13, 28, 3, 0)
(-1, 0, -2, -1, 2, -1, -20, -2, 0)
(-1, 0, -2, -1, 2, -1, -20, -2, 0)
(1, -1, 2, -3, 0, 3, -3, 2, 0)
(-2, -4, -1, -3, -3, -8, 27, -4, 0)
(-2, -4, -1, -3, -3, -8, 27, -4, 0)
(-3, -1, 3, 2, 0, 2, 21, 2, 0)
(-2, -4, -6, -7, 1, -7, -40, -2, 0)
(1, 3, -2, -2, -6, -9, -38, -1, 0)
(1, 3, -2, -2, -6, -9, -38, -1, 0)
(1, 3, -2, -2, -6, -9, -38, -1, 0)
(1, 2, 4, -1, -1, -4, -28, -2, 0)
(-1, -2, -2, 0, -2, -4, -5, -2, 0)
(-1, -1, -2, -4, -4, -11, -19, -4, 0)
(-1, -1, 0, 2, 1, 3, 7, 1, 0)
(-1, -2, 0, -1, 2, -3, -5, 1, 0)
(-1, -3, -1, -2, 0, -1, 1, 0, 0)
(-1, -3, -1, -2, 0, -1, 1, 0, 0)
(0, 1, -1, 1, 3, 1, 3, 2, 0)
(2, 1, 1, 0, 3, 0, -24, 1, 0)
(1, -2, -3, -6, -5, -5, -8, -2, 0)
(1, -2, -3, -6, -5, -5, -8, -2, 0)
(-1, -3, -3, 0, 2, 0, 7, -1, 0)
(-5, -1, 0, -1, -4, -3, -9, -3, 0)
(3, 1, -2, 0, 1, 1, 7, 0, 0)
(3, 1, -2, 0, 1, 1, 7, 0, 0)
(1, 0, 2, 1, 0, -2, 0, 2, 0)
(1, 3, 2, -3, -8, -11, 15, -3, 0)
(-6, 0, -3, 2, 0, 5, 12, -2, 0)
(-2, 1, -3, -6, -8, -21, -3, -8, 0)
(1, -8, -2, 7, 20, 26, 29, 5, 0)
(0, 12, -4, -7, -9, -20, -37, 8, 0)
(-4, -7, 0, -6, -14, -4, -34, -5, 0)
(-7, -9, 0, -5, -4, 4, 33, 0, 0)
(0, 5, 1, 0, 9, 22, 75, 8, 0)
(0, 5, 1, 0, 9, 22, 75, 8, 0)
(-9, -4, -3, -5, 0, 8, 19, -3, 0)
(4, 8, -4, -7, -17, -25, -46, -4, 0)
(-8, -6, -2, -3, -4, -17, 4, -11, 0)
(4, 1, -3, 0, 0, 5, -64, 4, 0)
(-3, 3, -2, 0, 1, -5, -8, -5, 0)
(-3, -2, 1, 3, 4, 6, 9, -1, 0)
(-1, 0, 0, -1, 3, 6, 27, -2, 0)
(6, -6, -2, -3, -5, -4, -12, -2, 0)
(6, -6, -2, -3, -5, -4, -12, -2, 0)
(2, 3, -2, 1, -1, -1, -20, -4, 0)
(1, -1, -3, 3, -7, -8, -7, -6, 0)
(1, 3, -1, -10, -19, -3, -3, 3, 0)
(-4, -7, -4, 14, 12, 2, 18, -2, 0)
(1, 0, 0, -2, 6, 1, 3, -2, 0)
