(0, 1, 1, 0, 3, 3, 39, -2, 0)
(0, 1, 1, 0, 3, 3, 39, -2, 0)
(-5, 1, 2, -1, -6, -11, 80, -5, 0)
(-1, -3, -2, 1, -1, -9, 15, -5, 0)
(6, 14, 7, 3, 3, 12, 35, 6, 0)
(6, 14, 7, 3, 3, 12, 35, 6, 0)
(2, -1, 6, 6, 3, 1, 13, 2, 0)
(3, 3, -2, -5, -2, 1, -12, 1, 0)
(-2, 1, 2, -7, -2, -1, -9, 0, 0)
(-2, -2, -3, 3, 1, -3, -20, -5, 0)
(-1, -4, 0, 3, 5, 9, 9, 4, 0)
(1, 0, 2, 8, 6, 17, -53, 5, 0)
(-1, -2, -2, -2, -3, -5, -19, 1, 0)
(-1, -2, -2, -2, -3, -5, -19, 1, 0)
(0, -4, -6, -2, 2, 6, -7, 2, 0)
(5, -1, -4, -5, -4, -15, -24, -6, 0)
(2, 2, 0, -4, -6, -6, 49, -3, 0)
(-1, -4, -2, -1, 1, 4, 14, 3, 0)
(-1, -4, -2, -1, 1, 4, 14, 3, 0)
(-1, 2, 2, 2, -3, -8, 31, -6, 0)
(-2, -2, -1, -5, -6, -10, -29, -2, 0)
(-3, -1, -3, -2, 2, 8, 33, 2, 0)
(-3, -1, -3, -2, 2, 8, 33, 2, 0)
(-4, 1, 1, -2, -2, 1, 33, -2, 0)
(-6, -2, -2, 1, 2, -3, -17, -3, 0)
(5, -3, -2, -6, -5, -8, 27, -3, 0)
(-6, -1, -4, 1, -3, -13, -36, -2, 0)
(-4, -3, -4, -6, -3, -2, 15, -1, 0)
(-4, -12, 0, 4, 0, -3, 17, -5, 0)
(-10, -1, -4, -3, -4, -10, -57, 0, 0)
(-2, 0, 0, -1, 2, -5, 15, -3, 0)
(-4, -2, -1, -3, -2, 5, -8, 0, 0)
(-5, -7, -2, 0, 1, 11, 76, -1, 0)
(-5, -7, -2, 0, 1, 11, 76, -1, 0)
(0, 0, -6, -11, -5, -5, 24, -3, 0)
(0, 0, -6, -11, -5, -5, 24, -3, 0)
(0, -1, 0, 1, 2, 5, 21, -2, 0)
(-6, -5, 7, 4, -2, -8, -25, -3, 0)
(-2, 0, 1, -3, -7, -18, -1, -6, 0)
(-4, -3, 2, 3, 1, 15, 61, 3, 0)
(2, 0, 2, 1, 0, -8, -50, -3, 0)
(0, -1, -1, 0, 1, 13, 48, 1, 0)
(-1, 1, -3, -2, 1, 2, 8, 0, 0)
(0, -1, 3, -1, -3, -11, 14, -4, 0)
(0, -1, 3, -1, -3, -11, 14, -4, 0)
(0, -12, -3, -3, -4, -2, -37, -4, 0)
(-3, -2, -1, -5, -3, -18, -72, -5, 0)
(1, 0, -5, -7, -4, -8, -16, -4, 0)
(1, 0, -5, -7, -4, -8, -16, -4, 0)
(-2, 4, 3, 3, 3, 12, 42, 3, 0)
(5, 9, 2, 4, 3, 26, 56, 8, 0)
(2, 4, 2, -4, -6, -8, 12, -2, 0)
(1, 7, -3, 0, -1, -4, -29, -1, 0)
(4, 1, -1, 2, 4, 25, 62, 9, 0)
(-2, 2, 0, 0, -1, -5, -28, -1, 0)
(-6, -1, 1, -1, -6, -6, -10, 1, 0)
(-2, 4, -1, 1, 3, -4, -3, -4, 0)
(-2, 4, -1, 1, 3, -4, -3, -4, 0)
(-8, -1, 3, 1, -2, -4, -41, -2, 0)
(0, 1, -1, -4, -2, 0, 55, -1, 0)
(0, -6, 0, -3, -5, -11, -47, -4, 0)
(-2, -7, -7, -3, 1, -1, -10, -2, 0)
(0, 1, 13, -2, 1, -1, -1, -2, 0)
(-1, -4, 0, 14, -9, -18, 3, -2, 0)
(-1, -4, 0, 14, -9, -18, 3, -2, 0)
(-2, 0, -1, 11, 9, 7, -1, 1, 0)
(-6, -9, -4, -7, -7, -4, 1, -2, 0)
(1, -1, 0, -1, 4, 5, 1, 2, 0)
(1, -1, 0, -1, 4, 5, 1, 2, 0)
(0, 1, 1, -3, -1, -1, -2, 0, 0)
(0, -4, 3, 3, -4, 1, -8, 0, 0)
(0, 1, 1, -9, -9, -9, -9, -4, 0)
(0, 1, 1, -9, -9, -9, -9, -4, 0)
(-1, 1, -3, -6, 5, -1, -20, -2, 0)
(0, 1, 4, -1, -10, 3, 67, -3, 0)
(-1, -1, -3, -1, -3, -12, 14, -3, 0)
(1, 2, 6, 2, 14, 35, -17, 8, 0)
(1, 2, 6, 2, 14, 35, -17, 8, 0)
(1, 2, 6, 2, 14, 35, -17, 8, 0)
(-1, 0, 3, 0, -5, 3, 19, 4, 0)
(2, -1, 3, -1, -1, 16, -2, 4, 0)
(2, -1, 3, -1, -1, 16, -2, 4, 0)
(-4, -2, -7, -17, -1, -14, -28, -6, 0)
(-3, -5, -11, 19, -6, -12, 1, -2, 0)
(-1, -4, 0, 40, 3, 6, 14, 1, 0)
(-1, -4, 0, 40, 3, 6, 14, 1, 0)
(-2, -4, -23, -8, -10, -1, 11, 0, 0)
(3, 7, 11, 61, 18, 1, -5, -1, 0)
(3, 7, 11, 61, 18, 1, -5, -1, 0)
(2, 4, 30, 37, 15, 2, 3, -1, 0)
(3, 4, 8, -19, -3, 2, 5, -2, 0)
(-3, -3, -7, -28, -2, 0, 10, 0, 0)
(-3, -3, -7, -28, -2, 0, 10, 0, 0)
(-1, 2, -11, 27, 1, 0, -1, 2, 0)
(3, 4, 1, 14, -1, 2, -3, 1, 0)
(-2, -7, -33, -74, -8, -3, 1, -2, 0)
(0, 3, -9, 30, -6, -3, -2, -1, 0)
(0, 3, -9, 30, -6, -3, -2, -1, 0)
(2, 6, -85, -15, -5, 3, 3, 2, 0)
(2, 2, -58, 18, 3, 1, 2, 1, 0)
(2, 2, -58, 18, 3, 1, 2, 1, 0)
(8, 32, 18, 9, -3, 0, 2, 0, 0)
(21, 18, 127, -12, 2, 6, 4, 3, 0)
(21, 18, 127, -12, 2, 6, 4, 3, 0)
(1, 9, 6, 0, 37, 1, 3, -4, 0)
(18, 5, -2, -49, 6, 12, 5, 3, 0)
(-6, -2, -13, -4, 11, 2, 6, -4, 0)
(-6, -2, -13, -4, 11, 2, 6, -4, 0)
(-6, -2, -13, -4, 11, 2, 6, -4, 0)
(-10, 1, -22, 65, 23, 9, -15, -1, 0)
(-8, 3, -25, 2, 4, 19, 17, 3, 0)
(4, -3, 14, -14, -11, -15, -2, -5, 0)
(1, 1, -17, -4, -4, -8, -40, -2, 0)
(0, -3, -9, -38, 1, -1, 9, 2, 0)
(0, 12, -19, 18, -1, -5, -1, 0, 0)
(0, 12, -19, 18, -1, -5, -1, 0, 0)
(2, 6, -34, 45, 11, 4, 0, 3, 0)
(-5, -12, 20, 6, 3, -2, -4, -5, 0)
(-1, -1, -6, -47, -14, -2, 2, 1, 0)
(-1, -24, -13, 20, 8, 5, 1, 3, 0)
(-2, 6, 2, -42, 1, 0, -5, -2, 0)
(-2, 6, 2, -42, 1, 0, -5, -2, 0)
(-11, -18, -34, 26, 11, -1, -3, -3, 0)
(3, 6, 7, -56, -23, -8, -4, -2, 0)
(2, -1, -15, -41, -3, -2, 0, 0, 0)
(-10, -16, -2, -12, -6, 2, 4, -4, 0)
(6, -1, -40, -75, 3, -1, -2, -1, 0)
(6, -1, -40, -75, 3, -1, -2, -1, 0)
(-2, -14, -33, 35, -1, -5, -4, -5, 0)
(0, 14, 78, 59, -4, 3, 5, 2, 0)
(0, 14, 78, 59, -4, 3, 5, 2, 0)
(-5, -22, -71, 41, 7, 1, 2, -2, 0)
(7, 5, 48, -27, -3, -3, -2, -4, 0)
(-21, -10, -18, 46, 5, 2, 2, 3, 0)
(13, 2, 53, 12, -5, -3, 0, 6, 0)
(16, 15, 5, 9, 15, 11, 5, -11, 0)
(-9, 3, -42, -73, -11, -10, -9, -6, 0)
(-9, 3, -42, -73, -11, -10, -9, -6, 0)
(-9, 3, -42, -73, -11, -10, -9, -6, 0)
(-4, -15, -50, 41, -15, -7, -5, -1, 0)
(-4, -15, -50, 41, -15, -7, -5, -1, 0)
(-4, -15, -50, 41, -15, -7, -5, -1, 0)
(-8, -5, -15, 14, 14, 4, 6, 3, 0)
(-8, -5, -15, 14, 14, 4, 6, 3, 0)
(-5, -8, -11, -46, -5, -1, -4, -4, 0)
(7, 1, -1, -12, -14, -5, 1, 0, 0)
