(-1, -12, -5, 3, 2, -3, 36, 10, 0)
(3, 6, -1, 1, 4, 12, 26, 8, 0)
(2, -2, 0, 1, -2, -6, -46, -2, 0)
(-2, 7, 1, -4, -1, 8, 90, -7, 0)
(-2, 7, 1, -4, -1, 8, 90, -7, 0)
(2, -8, -10, -1, 3, 7, -46, 1, 0)
(-11, 1, -7, 1, -2, -14, 30, -6, 0)
(3, 1, 0, -1, 1, 8, 26, 2, 0)
(-3, 1, 0, 0, -5, -20, -43, -10, 0)
(0, 2, 1, 0, -6, -18, -21, -8, 0)
(0, 2, 1, 0, -6, -18, -21, -8, 0)
(-4, -5, -4, -2, -2, -15, -94, -4, 0)
(-1, -4, -4, -1, 1, 5, 24, 3, 0)
(-1, -4, -4, -1, 1, 5, 24, 3, 0)
(-3, -4, -2, -3, -8, -8, -31, -4, 0)
(-3, -4, -2, -3, -8, -8, -31, -4, 0)
(8, 3, 2, 5, 5, 12, 28, 0, 0)
(0, 2, 0, 2, -2, -5, 31, 0, 0)
(-3, 6, 1, -4, -4, -12, -1, -5, 0)
(0, 4, -1, 1, 3, 8, 98, 1, 0)
(3, 1, 1, -3, -4, -3, -2, -1, 0)
(3, 1, 1, -3, -4, -3, -2, -1, 0)
(-1, -4, 1, -2, 2, 20, 4, 4, 0)
(0, -1, 1, -3, -3, -6, -14, -1, 0)
(0, -1, 0, 0, 2, 5, 25, 0, 0)
(-4, -1, -3, -4, -2, -13, -49, -4, 0)
(1, -3, -3, 3, -1, -5, -19, 0, 0)
(0, 0, 2, -2, -3, 1, -14, 0, 0)
(1, 1, -1, 1, -1, -8, -18, -4, 0)
(-2, -3, 1, -3, -3, -7, -10, -3, 0)
(-2, -4, -1, -2, -3, -7, -31, -1, 0)
(-1, -1, 1, 2, 0, 1, 6, 1, 0)
(-1, -1, 1, 2, 0, 1, 6, 1, 0)
(-1, -1, 0, 2, 2, -3, -8, -3, 0)
(0, 0, 4, -8, -18, -3, -12, -2, 0)
(-3, -2, 1, -2, -7, -2, 2, 1, 0)
(-3, -4, -2, -23, -19, 3, 3, -1, 0)
(3, 3, 0, -21, -15, 3, 1, 1, 0)
