(1, 2, 3, -3, 4, 6, 3, 1, 0)
(3, -1, -4, -1, 4, 4, 19, 1, 0)
(3, -1, -4, -1, 4, 4, 19, 1, 0)
(10, 3, -4, -3, -6, -12, 37, -12, 0)
(-3, -6, -8, -8, -2, 3, -28, -2, 0)
(-1, -2, -1, 2, 0, 6, 12, 1, 0)
(-1, -2, -1, 2, 0, 6, 12, 1, 0)
(2, 3, 9, 2, 2, 14, 30, 2, 0)
(0, 2, 7, 4, 0, 0, -1, 3, 0)
(0, 2, 7, 4, 0, 0, -1, 3, 0)
(-6, 1, 33, 2, -1, -9, -62, 0, 0)
(1, 3, -2, 4, -1, -4, -18, -2, 0)
(1, 3, -2, 4, -1, -4, -18, -2, 0)
(2, 0, -8, 3, -1, 9, 25, -1, 0)
(0, 4, 7, 0, -6, -23, -88, -2, 0)
(-4, -1, 4, -4, -3, 4, 83, 0, 0)
(3, 0, -3, 5, 13, 38, -3, 6, 0)
(0, -3, -7, -1, -6, -10, 6, -4, 0)
(0, -3, -7, -1, -6, -10, 6, -4, 0)
(9, 3, -1, 3, 0, -5, -7, 6, 0)
(-8, 1, -1, 2, 2, 6, 7, 5, 0)
(-3, -6, 6, 1, 3, 26, 73, 5, 0)
(6, 10, -1, -6, -6, -1, -35, 2, 0)
(4, 2, -5, -3, 0, 7, 63, 0, 0)
(4, 2, -5, -3, 0, 7, 63, 0, 0)
(-8, 0, -2, 0, -3, -26, 33, -6, 0)
(5, 9, -4, -5, -4, 0, -2, -1, 0)
(16, -3, -4, -2, -3, -8, 5, -2, 0)
(31, 1, 1, 2, -3, -9, -39, -3, 0)
(-5, -5, -8, -7, -6, -12, -20, -10, 0)
(-5, -5, -8, -7, -6, -12, -20, -10, 0)
(-5, -5, -8, -7, -6, -12, -20, -10, 0)
(0, 2, 2, -2, -4, -7, -1, -1, 0)
(10, 2, -4, 0, 1, -12, -5, -5, 0)
(-2, 1, 2, 0, -1, -3, -50, 0, 0)
(0, 1, -1, -3, -4, -7, -3, -2, 0)
(9, 4, -6, -1, -3, 4, 41, -3, 0)
(-14, -1, -2, -4, -4, -11, -9, -1, 0)
(-14, -1, -2, -4, -4, -11, -9, -1, 0)
(14, -3, -1, 2, 1, 10, 23, -3, 0)
(14, -3, -1, 2, 1, 10, 23, -3, 0)
(9, -2, 0, -3, -6, -22, -67, -6, 0)
(-2, -3, 1, 0, 0, -3, -36, -2, 0)
(-4, -1, -3, 3, -1, 2, 52, 1, 0)
(-9, 3, 3, -1, -5, -4, 3, -2, 0)
(-17, -5, -3, 0, 2, -1, -7, -4, 0)
(-1, 0, -4, -4, -7, -8, 2, -4, 0)
(-1, 0, -4, -4, -7, -8, 2, -4, 0)
(-1, -8, -1, 2, 1, 4, 4, -2, 0)
(0, -4, -2, -2, -4, -6, -20, -1, 0)
(7, 4, 0, -4, -7, -4, 23, 1, 0)
(5, 5, 5, 2, 1, -4, -16, -2, 0)
(2, 1, 1, 4, 9, 10, 27, 5, 0)
(-2, -3, -3, -2, -9, -9, 4, -4, 0)
(7, 5, 1, -5, 0, -5, -13, -3, 0)
(-4, 1, 0, 3, -9, -16, 2, -1, 0)
(-1, 3, 4, 10, 17, 28, 41, 5, 0)
(2, -2, 0, -2, -4, -2, -6, 1, 0)
(-1, 1, -3, -2, -3, 2, -3, 1, 0)
(0, 1, 2, 1, -4, 4, 13, 0, 0)
(0, 0, -4, -16, -7, -3, 6, 2, 0)
(1, -1, 1, -15, -36, -13, -8, -3, 0)
(2, 5, -6, 10, 3, -3, 9, 2, 0)
(2, 5, -6, 10, 3, -3, 9, 2, 0)
(-1, -2, -6, -10, 15, 4, 2, 1, 0)
(-1, -2, -6, -10, 15, 4, 2, 1, 0)
(-3, -2, -9, 2, 16, 29, 35, 6, 0)
(-3, -2, -9, 2, 16, 29, 35, 6, 0)
(0, -3, 20, -13, 6, 1, 2, 0, 0)
(-7, -10, 4, 20, -1, 4, 7, -3, 0)
(26, 6, -24, -47, -5, -11, -15, -7, 0)
(26, 6, -24, -47, -5, -11, -15, -7, 0)
(-7, 5, 6, 22, 0, -4, -5, 0, 0)
(-7, 5, 6, 22, 0, -4, -5, 0, 0)
