[-23.1875, 18.6875, -2.875]
[-14.5, 14.25, -0.0625]
[-8.0625, 10.9375, 2.5625]
[-8.0625, 10.9375, 2.5625]
[-8.125, 8.3125, 3.4375]
[-8.3125, 4.0, 2.6875]
[-8.3125, 4.0, 2.6875]
[-8.3125, 4.0, 2.6875]
[-7.3125, 1.875, 1.4375]
[-7.3125, 1.875, 1.4375]
[-2.4375, 1.9375, 1.875]
[-2.4375, 1.9375, 1.875]
[-2.4375, 1.9375, 1.875]
[-1.3125, -0.25, 0.6875]
[-1.3125, -0.25, 0.6875]
[0.6875, 0.0625, -0.0625]
[0.6875, 0.0625, -0.0625]
[0.6875, 0.0625, -0.0625]
[1.875, 0.5625, -0.9375]
[1.875, 0.5625, -0.9375]
[0.0, -0.3125, -1.0625]
[0.0, -0.3125, -1.0625]
[-1.125, -0.0625, -0.5625]
[1.6875, 1.1875, -1.25]
[1.6875, 1.1875, -1.25]
[1.25, 1.75, -3.6875]
[1.25, 1.75, -3.6875]
[-1.375, 0.75, -6.3125]
[-1.375, 0.75, -6.3125]
[-1.375, 0.75, -6.3125]
[-2.875, -1.0625, -6.625]
[-2.875, -1.0625, -6.625]
[1.375, -3.4375, -6.25]
[1.375, -3.4375, -6.25]
[7.75, -5.5, -5.4375]
[7.75, -5.5, -5.4375]
[7.75, -5.5, -5.4375]
[7.75, -5.5, -5.4375]
[10.8125, -11.125, -7.4375]
[10.8125, -11.125, -7.4375]
[16.4375, -12.25, -6.625]
[24.4375, -15.25, -5.875]
[24.4375, -15.25, -5.875]
[33.4375, -18.75, -5.0]
[33.4375, -18.75, -5.0]
[41.625, -20.4375, -2.25]
[41.625, -20.4375, -2.25]
[53.375, -18.375, 5.0625]
[53.375, -18.375, 5.0625]
[68.1875, -12.4375, 11.375]
[68.1875, -12.4375, 11.375]
[92.875, 1.375, 24.625]
[92.875, 1.375, 24.625]
[111.5625, 16.9375, 38.625]
[111.5625, 16.9375, 38.625]
[126.375, 32.4375, 50.125]
[126.375, 32.4375, 50.125]
[134.6875, 51.25, 64.0625]
[134.6875, 51.25, 64.0625]
[148.5625, 79.6875, 80.3125]
[148.5625, 79.6875, 80.3125]
[148.5625, 79.6875, 80.3125]
[163.5, 110.4375, 87.0625]
[163.5, 110.4375, 87.0625]
[145.9375, 131.375, 98.625]
[145.9375, 131.375, 98.625]
[140.9375, 146.25, 115.625]
[140.9375, 146.25, 115.625]
[148.3125, 162.375, 130.375]
[148.3125, 162.375, 130.375]
[140.375, 175.75, 138.5]
[140.375, 175.75, 138.5]
[141.75, 181.5, 150.25]
[150.5, 179.8125, 151.0]
[150.5, 179.8125, 151.0]
[145.75, 173.375, 153.1875]
[145.75, 173.375, 153.1875]
[134.1875, 165.0, 153.4375]
[134.1875, 165.0, 153.4375]
[134.1875, 165.0, 153.4375]
[134.1875, 165.0, 153.4375]
[119.75, 152.3125, 154.75]
[103.4375, 138.375, 152.75]
[103.4375, 138.375, 152.75]
[83.9375, 123.6875, 145.0625]
[83.9375, 123.6875, 145.0625]
[66.3125, 105.0, 115.9375]
[66.3125, 105.0, 115.9375]
[66.3125, 105.0, 115.9375]
[48.3125, 89.0, 99.3125]
[48.3125, 89.0, 99.3125]
[25.3125, 76.3125, 78.625]
[25.3125, 76.3125, 78.625]
[10.875, 68.0625, 56.3125]
[10.875, 68.0625, 56.3125]
[1.8125, 60.5625, 29.125]
[1.8125, 60.5625, 29.125]
[-16.875, 47.125, -2.1875]
[-16.875, 47.125, -2.1875]
[-36.625, 32.8125, -37.8125]
[-36.625, 32.8125, -37.8125]
[-51.375, 21.5625, -78.5]
[-51.375, 21.5625, -78.5]
[-64.4375, 11.8125, -123.875]
[-64.4375, 11.8125, -123.875]
[-81.6875, -1.0, -177.5625]
[-104.25, -16.0, -232.1875]
[-104.25, -16.0, -232.1875]
[-104.25, -16.0, -232.1875]
[-125.0625, -29.75, -282.8125]
[-125.0625, -29.75, -282.8125]
[-125.0625, -29.75, -282.8125]
[-160.625, -42.9375, -319.5]
[-211.6875, -65.5625, -310.0]
[-211.6875, -65.5625, -310.0]
[-211.6875, -65.5625, -310.0]
