[-14.125, 9.25, -6.8125]
[-13.0, 12.125, -6.6875]
[-13.0, 12.125, -6.6875]
[-13.0, 12.125, -6.6875]
[-12.75, 7.5625, -8.75]
[-12.75, 7.5625, -8.75]
[-12.4375, 1.875, -10.3125]
[-9.125, -2.5625, -5.0625]
[-9.125, -2.5625, -5.0625]
[-7.375, -2.375, 2.375]
[-7.375, -2.375, 2.375]
[-7.375, -2.375, 2.375]
[-4.625, 3.1875, 5.5625]
[-4.625, 3.1875, 5.5625]
[-2.6875, 7.8125, 7.875]
[-6.3125, 7.4375, 9.3125]
[-6.3125, 7.4375, 9.3125]
[-2.3125, 5.5625, 10.8125]
[-2.3125, 5.5625, 10.8125]
[-1.75, 2.75, 11.0625]
[-1.75, 2.75, 11.0625]
[-1.875, 0.1875, 10.0625]
[-1.875, 0.1875, 10.0625]
[3.25, -1.9375, 8.4375]
[3.25, -1.9375, 8.4375]
[3.25, -1.9375, 8.4375]
[5.9375, -4.4375, 7.625]
[10.3125, -6.6875, 8.875]
[10.3125, -6.6875, 8.875]
[13.8125, -11.875, 10.5]
[13.8125, -11.875, 10.5]
[13.8125, -11.875, 10.5]
[18.8125, -15.125, 10.25]
[22.5, -16.75, 10.1875]
[22.5, -16.75, 10.1875]
[22.5, -16.75, 10.1875]
[23.6875, -18.875, 11.1875]
[27.4375, -21.375, 11.375]
[27.4375, -21.375, 11.375]
[33.5, -25.375, 11.6875]
[33.5, -25.375, 11.6875]
[33.5, -25.375, 11.6875]
[48.75, -27.25, 12.3125]
[56.8125, -26.0, 10.75]
[56.8125, -26.0, 10.75]
[62.9375, -20.3125, 9.4375]
[62.9375, -20.3125, 9.4375]
[63.625, -7.0625, 12.375]
[68.1875, 19.6875, 16.875]
[68.1875, 19.6875, 16.875]
[68.1875, 19.6875, 16.875]
[88.0625, 59.625, 16.875]
[88.0625, 59.625, 16.875]
[94.3125, 103.875, 15.4375]
[86.0, 140.0, 15.875]
[86.0, 140.0, 15.875]
[86.0, 140.0, 15.875]
[74.625, 172.0625, 19.0625]
[74.625, 172.0625, 19.0625]
[64.6875, 202.875, 23.375]
[60.5, 229.5625, 24.6875]
[60.5, 229.5625, 24.6875]
[60.5, 229.5625, 24.6875]
[49.6875, 249.0625, 24.875]
[49.6875, 249.0625, 24.875]
[37.9375, 259.1875, 22.4375]
[22.875, 264.9375, 19.3125]
[22.875, 264.9375, 19.3125]
[22.875, 264.9375, 19.3125]
[11.75, 264.6875, 15.3125]
[11.75, 264.6875, 15.3125]
[3.6875, 258.25, 9.875]
[-8.3125, 245.8125, -0.0625]
[-8.3125, 245.8125, -0.0625]
[-18.125, 233.5625, -9.125]
[-18.125, 233.5625, -9.125]
[-18.125, 233.5625, -9.125]
[-28.875, 218.3125, -16.75]
[-28.875, 218.3125, -16.75]
[-31.3125, 202.25, -27.25]
[-41.5, 186.6875, -37.9375]
[-41.5, 186.6875, -37.9375]
[-41.5, 186.6875, -37.9375]
[-49.9375, 174.6875, -43.0]
[-49.9375, 174.6875, -43.0]
[-48.0625, 155.3125, -44.875]
