[-15.8125, -28.875, -13.1875]
[-4.4375, -11.5625, -4.6875]
[-1.1875, -9.625, -2.3125]
[-1.1875, -9.625, -2.3125]
[-1.1875, -9.625, -2.3125]
[-2.4375, -12.75, -2.9375]
[-2.4375, -12.75, -2.9375]
[3.6875, -17.8125, -4.1875]
[12.0625, -21.0625, -1.125]
[12.0625, -21.0625, -1.125]
[9.875, -23.375, 3.625]
[9.875, -23.375, 3.625]
[12.3125, -21.0, 8.1875]
[12.3125, -21.0, 8.1875]
[17.125, -15.25, 8.625]
[17.125, -15.25, 8.625]
[17.125, -15.25, 8.625]
[9.0625, -14.8125, 5.5625]
[9.0625, -14.8125, 5.5625]
[10.625, -16.375, 3.9375]
[10.625, -16.375, 3.9375]
[10.625, -16.375, 3.9375]
[14.1875, -16.5625, 3.0]
[14.1875, -16.5625, 3.0]
[18.8125, -18.125, 3.8125]
[18.8125, -18.125, 3.8125]
[22.75, -20.125, 5.75]
[24.875, -24.0, 8.5625]
[30.0625, -27.0625, 10.75]
[30.0625, -27.0625, 10.75]
[30.0625, -27.0625, 10.75]
[35.25, -27.5, 10.25]
[35.25, -27.5, 10.25]
[35.25, -27.5, 10.25]
[36.75, -30.75, 10.9375]
[36.75, -30.75, 10.9375]
[36.75, -30.75, 10.9375]
[38.9375, -30.5625, 10.4375]
[38.9375, -30.5625, 10.4375]
[40.3125, -27.25, 9.375]
[40.3125, -27.25, 9.375]
[37.25, -22.125, 9.6875]
[37.25, -22.125, 9.6875]
[34.625, -17.375, 13.6875]
[34.625, -17.375, 13.6875]
[34.625, -17.375, 13.6875]
[29.5625, -4.75, 26.25]
[17.875, 30.0, 38.0]
[32.0625, 77.75, 72.125]
[32.0625, 77.75, 72.125]
[58.1875, 107.125, 130.625]
[58.1875, 107.125, 130.625]
[62.5625, 129.4375, 184.75]
[62.5625, 129.4375, 184.75]
[88.1875, 148.8125, 226.625]
[88.1875, 148.8125, 226.625]
[88.1875, 148.8125, 226.625]
[155.3125, 161.1875, 298.5625]
[155.3125, 161.1875, 298.5625]
[155.3125, 161.1875, 298.5625]
[195.4375, 160.1875, 303.125]
[195.4375, 160.1875, 303.125]
[195.4375, 160.1875, 303.125]
[204.8125, 160.3125, 288.3125]
[170.125, 144.8125, 281.3125]
[170.125, 144.8125, 281.3125]
[151.8125, 129.25, 271.4375]
[151.8125, 129.25, 271.4375]
[146.8125, 118.5625, 243.875]
[120.125, 100.375, 212.4375]
[120.125, 100.375, 212.4375]
[120.125, 100.375, 212.4375]
[104.0, 85.375, 182.9375]
[104.0, 85.375, 182.9375]
[67.0625, 49.875, 113.25]
[67.0625, 49.875, 113.25]
[67.0625, 49.875, 113.25]
[49.125, 32.9375, 84.5]
[49.125, 32.9375, 84.5]
[49.125, 32.9375, 84.5]
[36.125, 17.0, 40.6875]
[36.125, 17.0, 40.6875]
[36.5, 9.75, 23.4375]
[36.5, 9.75, 23.4375]
[36.5, 9.75, 23.4375]
[25.8125, 2.25, 9.3125]
[19.25, 1.75, -5.25]
[19.25, 1.75, -5.25]
[19.25, 1.75, -5.25]
[38.1875, 17.125, -24.5]
[61.625, 37.6875, -38.9375]
[61.625, 37.6875, -38.9375]
[71.8125, 55.25, -49.5625]
[71.8125, 55.25, -49.5625]
[71.8125, 55.25, -49.5625]
[65.0625, 66.875, -51.75]
[65.0625, 66.875, -51.75]
[91.375, 78.5625, -51.125]
[91.375, 78.5625, -51.125]
[91.375, 78.5625, -51.125]
[124.3125, 75.5625, -46.25]
[124.3125, 75.5625, -46.25]
[157.75, 72.0625, -53.3125]
[157.75, 72.0625, -53.3125]
[172.4375, 65.4375, -73.5625]
[198.6875, 71.1875, -91.0625]
[198.6875, 71.1875, -91.0625]
[198.6875, 71.1875, -91.0625]
[221.625, 80.8125, -90.4375]
[221.625, 80.8125, -90.4375]
[242.3125, 91.4375, -78.4375]
[242.3125, 91.4375, -78.4375]
[235.5625, 89.25, -79.0]
[191.9375, 77.3125, -93.125]
[191.9375, 77.3125, -93.125]
[147.9375, 64.3125, -120.1875]
[147.9375, 64.3125, -120.1875]
[100.4375, 33.1875, -155.5625]
[100.4375, 33.1875, -155.5625]
[100.4375, 33.1875, -155.5625]
[37.25, -14.9375, -187.5625]
[-32.125, -29.25, -165.0]
[-32.125, -29.25, -165.0]
[-29.6875, -3.375, -107.4375]
[-29.6875, -3.375, -107.4375]
[43.25, -6.9375, -33.6875]
[43.25, -6.9375, -33.6875]
[35.625, -23.1875, 23.6875]
[35.625, -23.1875, 23.6875]
[9.6875, -32.5, 52.5]
[9.6875, -32.5, 52.5]
[9.6875, -32.5, 52.5]
[6.375, -41.0625, 62.375]
[-10.1875, -42.4375, 50.5625]
[-26.75, -33.0625, 35.125]
[-26.75, -33.0625, 35.125]
[-23.5625, -26.3125, 22.1875]
[-23.5625, -26.3125, 22.1875]
[2.875, -8.4375, 17.875]
[2.875, -8.4375, 17.875]
[39.8125, 23.5625, 10.5]
[39.8125, 23.5625, 10.5]
[55.3125, 43.875, -13.875]
[55.3125, 43.875, -13.875]
[51.0, 55.6875, -41.125]
[51.0, 55.6875, -41.125]
[39.3125, 50.5625, -69.8125]
[39.3125, 50.5625, -69.8125]
[11.0, 35.25, -88.5]
[11.0, 35.25, -88.5]
[-10.4375, 21.0625, -96.125]
[-10.4375, 21.0625, -96.125]
[-21.9375, 8.25, -94.25]
[-21.9375, 8.25, -94.25]
[-30.0625, -4.75, -81.5625]
[-30.0625, -4.75, -81.5625]
[-24.25, -18.125, -54.125]
[-24.25, -18.125, -54.125]
[-13.375, -38.0625, -12.6875]
[-13.375, -38.0625, -12.6875]
[-13.375, -38.0625, -12.6875]
[-5.4375, -70.75, 25.625]
[-43.375, -116.75, 47.6875]
[-43.375, -116.75, 47.6875]
[-86.4375, -160.3125, 55.875]
[-86.4375, -160.3125, 55.875]
[-100.5625, -185.9375, 46.5625]
[-127.9375, -214.0625, 20.125]
[-127.9375, -214.0625, 20.125]
[-127.9375, -214.0625, 20.125]
[-162.4375, -253.5625, -11.8125]
[-217.25, -292.25, -43.0]
[-217.25, -292.25, -43.0]
[-217.25, -292.25, -43.0]
[-238.625, -318.9375, -82.25]
[-252.6875, -335.875, -126.875]
[-252.6875, -335.875, -126.875]
[-252.6875, -335.875, -126.875]
[-282.6875, -351.25, -164.4375]
[-252.375, -337.875, -181.8125]
[-252.375, -337.875, -181.8125]
[-252.375, -337.875, -181.8125]
[-184.375, -307.5625, -183.8125]
[-153.5625, -296.5, -177.625]
[-153.5625, -296.5, -177.625]
[-130.875, -282.0, -164.4375]
[-130.875, -282.0, -164.4375]
[-130.875, -282.0, -164.4375]
[-63.75, -225.25, -131.375]
[-45.75, -171.375, -96.625]
[-45.75, -171.375, -96.625]
[-84.9375, -140.625, -72.5625]
[-84.9375, -140.625, -72.5625]
[-84.9375, -140.625, -72.5625]
[-89.75, -114.0, -51.1875]
[-55.8125, -82.4375, -34.6875]
[-55.8125, -82.4375, -34.6875]
[-25.5, -51.75, -17.25]
[-25.5, -51.75, -17.25]
[-16.6875, -33.625, -7.3125]
[-23.0625, -27.0625, -0.5]
[-23.0625, -27.0625, -0.5]
[-23.8125, -24.6875, 1.5625]
[-23.8125, -24.6875, 1.5625]
[-23.8125, -24.6875, 1.5625]
[-23.8125, -24.6875, 1.5625]
[4.0, -11.1875, 3.75]
[4.0, -11.1875, 3.75]
[4.0, -11.1875, 3.75]
[15.4375, -0.5, 5.8125]
[15.4375, -0.5, 5.8125]
[6.5625, -2.875, 5.4375]
[6.5625, -2.875, 5.4375]
[4.125, -8.625, -0.6875]
[14.75, -10.125, 0.0625]
[14.75, -10.125, 0.0625]
[13.25, -11.5, -1.1875]
[13.25, -11.5, -1.1875]
[9.4375, -12.9375, 0.125]
[9.4375, -12.9375, 0.125]
[19.8125, -12.875, 3.75]
[19.8125, -12.875, 3.75]
[24.5, -14.0, 3.8125]
[24.5, -14.0, 3.8125]
[25.375, -17.6875, 3.4375]
[25.375, -17.6875, 3.4375]
[32.4375, -21.3125, 2.75]
[32.4375, -21.3125, 2.75]
[38.25, -24.1875, 0.9375]
[38.25, -24.1875, 0.9375]
[39.4375, -25.75, 2.1875]
[39.4375, -25.75, 2.1875]
[35.125, -22.8125, 8.125]
[35.125, -22.8125, 8.125]
[35.3125, -8.125, 26.5]
[35.3125, -8.125, 26.5]
[67.625, 21.0, 63.9375]
[67.625, 21.0, 63.9375]
