[-15.8125, -28.875, -13.1875]
[116.5, 55.3125, 107.6875]
[116.5, 55.3125, 107.6875]
[130.375, 88.75, 151.1875]
[130.375, 88.75, 151.1875]
[130.8125, 123.375, 190.8125]
[155.75, 151.0625, 219.3125]
[155.75, 151.0625, 219.3125]
[155.75, 151.0625, 219.3125]
[194.6875, 171.25, 235.375]
[220.375, 181.125, 237.375]
[220.375, 181.125, 237.375]
[225.875, 185.375, 233.25]
[225.875, 185.375, 233.25]
[207.875, 179.5625, 229.5625]
[207.875, 179.5625, 229.5625]
[207.875, 179.5625, 229.5625]
[183.75, 169.6875, 222.9375]
[157.4375, 159.0625, 207.5]
[157.4375, 159.0625, 207.5]
[129.125, 147.9375, 184.6875]
[129.125, 147.9375, 184.6875]
[104.5625, 129.125, 162.5]
[96.1875, 108.75, 139.0625]
[96.1875, 108.75, 139.0625]
[96.1875, 108.75, 139.0625]
[93.625, 91.9375, 110.4375]
[75.9375, 73.25, 85.6875]
[75.9375, 73.25, 85.6875]
[45.25, 48.4375, 65.4375]
[45.25, 48.4375, 65.4375]
[28.0625, 26.4375, 52.125]
[28.0625, 26.4375, 52.125]
[30.9375, 16.75, 38.5]
[30.9375, 16.75, 38.5]
[33.5, 10.6875, 29.5625]
[33.5, 10.6875, 29.5625]
[20.4375, 3.625, 21.5]
[20.4375, 3.625, 21.5]
[11.1875, 2.375, 15.625]
[11.1875, 2.375, 15.625]
[12.875, 4.25, 8.5625]
[12.875, 4.25, 8.5625]
[11.9375, 1.8125, -1.5]
[11.9375, 1.8125, -1.5]
[11.9375, 1.8125, -1.5]
[16.25, 14.6875, -24.9375]
[16.25, 14.6875, -24.9375]
[16.25, 14.6875, -24.9375]
[28.6875, 35.6875, -37.5625]
[28.6875, 35.6875, -37.5625]
[25.125, 56.875, -52.0]
[25.125, 56.875, -52.0]
[36.0625, 81.625, -63.8125]
[60.0625, 94.3125, -75.4375]
[60.0625, 94.3125, -75.4375]
[60.0625, 94.3125, -75.4375]
[76.375, 103.5, -83.625]
[96.5625, 115.125, -81.4375]
[96.5625, 115.125, -81.4375]
[136.1875, 108.5625, -82.625]
[136.1875, 108.5625, -82.625]
[177.375, 100.75, -94.8125]
[177.375, 100.75, -94.8125]
[205.8125, 89.375, -114.875]
[205.8125, 89.375, -114.875]
[224.875, 78.625, -131.9375]
[224.875, 78.625, -131.9375]
[217.5, 59.4375, -130.0625]
[217.5, 59.4375, -130.0625]
[179.125, 60.625, -114.9375]
[179.125, 60.625, -114.9375]
[166.625, 80.0625, -81.5625]
[166.625, 80.0625, -81.5625]
[165.25, 71.6875, -64.4375]
[153.625, 66.0625, -66.75]
[153.625, 66.0625, -66.75]
[148.0, 67.125, -76.875]
[148.0, 67.125, -76.875]
[148.0, 67.125, -76.875]
[115.9375, 34.1875, -106.75]
[115.9375, 34.1875, -106.75]
[115.9375, 34.1875, -106.75]
[53.875, 4.375, -118.5]
[53.875, 4.375, -118.5]
[53.875, 4.375, -118.5]
[-14.4375, -17.8125, -116.5]
[-17.625, -23.375, -104.125]
[-17.625, -23.375, -104.125]
[9.0625, -24.875, -94.0]
[9.0625, -24.875, -94.0]
[9.0625, -24.875, -94.0]
[14.125, -21.25, -74.3125]
[17.125, -12.0, -38.9375]
[17.125, -12.0, -38.9375]
[17.8125, -9.875, -6.625]
[17.8125, -9.875, -6.625]
[13.1875, -10.6875, 16.875]
[13.1875, -10.6875, 16.875]
[5.6875, -8.375, 30.875]
[5.6875, -8.375, 30.875]
[3.1875, -13.375, 37.3125]
[3.1875, -13.375, 37.3125]
[8.25, -19.4375, 35.625]
[8.25, -19.4375, 35.625]
[5.0, -27.75, 32.8125]
[-14.3125, -38.3125, 25.8125]
[-14.3125, -38.3125, 25.8125]
[-32.5625, -45.3125, 11.8125]
[-32.5625, -45.3125, 11.8125]
[-44.25, -50.0, -12.5625]
[-44.25, -50.0, -12.5625]
[-57.25, -53.6875, -31.75]
[-57.25, -53.6875, -31.75]
[-81.5, -65.3125, -42.5]
[-81.5, -65.3125, -42.5]
[-109.1875, -89.375, -41.1875]
[-112.125, -123.8125, -32.5625]
[-112.125, -123.8125, -32.5625]
[-112.125, -123.8125, -32.5625]
[-103.375, -165.75, -23.625]
[-129.6875, -198.875, -21.9375]
[-129.6875, -198.875, -21.9375]
[-144.25, -241.6875, -21.25]
[-144.25, -241.6875, -21.25]
[-179.5, -289.125, -20.25]
[-179.5, -289.125, -20.25]
[-229.6875, -327.5625, -49.125]
[-229.6875, -327.5625, -49.125]
[-247.25, -343.8125, -97.1875]
[-247.25, -343.8125, -97.1875]
[-232.0, -349.75, -135.375]
[-232.0, -349.75, -135.375]
[-214.8125, -358.5625, -158.8125]
[-214.8125, -358.5625, -158.8125]
[-189.5625, -361.8125, -161.6875]
[-189.5625, -361.8125, -161.6875]
[-141.375, -332.5625, -144.9375]
[-141.375, -332.5625, -144.9375]
[-74.0625, -295.0, -117.0625]
[-74.0625, -295.0, -117.0625]
[-44.375, -263.0, -96.5625]
[-44.375, -263.0, -96.5625]
[-71.3125, -218.8125, -81.375]
[-71.3125, -218.8125, -81.375]
[-85.5625, -161.75, -52.125]
[-85.5625, -161.75, -52.125]
[-35.625, -109.3125, -27.8125]
[-35.625, -109.3125, -27.8125]
[-13.9375, -76.0, -10.75]
[-13.9375, -76.0, -10.75]
[-38.625, -56.125, 1.0]
[-46.3125, -31.0625, 9.0]
[-46.3125, -31.0625, 9.0]
[-46.3125, -31.0625, 9.0]
[-35.8125, -10.75, 10.5625]
[-35.8125, -10.75, 10.5625]
[-20.9375, -5.375, 9.4375]
[-10.125, -10.25, 6.75]
[-10.125, -10.25, 6.75]
[-3.75, -10.5625, 4.8125]
[-3.75, -10.5625, 4.8125]
[0.9375, -4.5, 3.875]
[0.9375, -4.5, 3.875]
[-6.5625, -0.5625, -1.5625]
[-6.5625, -0.5625, -1.5625]
[-8.875, -2.25, -5.0625]
[-8.875, -2.25, -5.0625]
[-7.125, -4.125, -6.0625]
[-7.125, -4.125, -6.0625]
[3.5, -4.0625, -6.9375]
[3.5, -4.0625, -6.9375]
[9.625, -8.4375, -4.9375]
[9.625, -8.4375, -4.9375]
[10.3125, -14.0625, -2.1875]
[20.4375, -16.0, 0.0]
[20.4375, -16.0, 0.0]
[20.4375, -16.0, 0.0]
[29.625, -16.0, 0.25]
[29.625, -16.0, 0.25]
[29.625, -16.0, 0.25]
[34.5625, -14.8125, 1.1875]
[30.125, -11.625, 2.75]
[30.125, -11.625, 2.75]
[30.3125, 0.75, 14.5625]
[30.3125, 0.75, 14.5625]
[42.25, 20.875, 40.5625]
[42.25, 20.875, 40.5625]
[81.625, 48.0, 74.5]
[81.625, 48.0, 74.5]
[113.25, 78.75, 116.0625]
[113.25, 78.75, 116.0625]
[141.4375, 112.3125, 150.625]
[141.4375, 112.3125, 150.625]
[166.5, 140.625, 177.375]
[177.5625, 153.3125, 202.0625]
[177.5625, 153.3125, 202.0625]
[194.625, 158.1875, 219.875]
[194.625, 158.1875, 219.875]
[209.8125, 162.9375, 224.0]
[209.8125, 162.9375, 224.0]
[204.8125, 161.6875, 222.0625]
[204.8125, 161.6875, 222.0625]
[195.0, 152.625, 224.375]
[195.0, 152.625, 224.375]
[188.5625, 144.625, 214.9375]
[188.5625, 144.625, 214.9375]
[163.625, 129.4375, 203.0]
[163.625, 129.4375, 203.0]
[130.875, 113.0625, 192.9375]
[130.875, 113.0625, 192.9375]
[92.125, 100.875, 174.3125]
[92.125, 100.875, 174.3125]
[92.125, 100.875, 174.3125]
[68.6875, 89.3125, 144.875]
[78.5625, 80.25, 121.9375]
[78.5625, 80.25, 121.9375]
[80.8125, 68.25, 96.3125]
[80.8125, 68.25, 96.3125]
[52.0625, 57.0, 76.0]
[15.125, 37.625, 60.0]
[15.125, 37.625, 60.0]
[15.125, 37.625, 60.0]
[9.875, 25.5, 49.0625]
[9.875, 25.5, 49.0625]
[31.4375, 25.875, 38.4375]
[24.1875, 21.75, 27.4375]
[24.1875, 21.75, 27.4375]
[8.125, 16.25, 24.5]
[8.125, 16.25, 24.5]
[10.0, 12.75, 20.1875]
[10.0, 12.75, 20.1875]
[10.0, 12.75, 20.1875]
[19.875, 8.6875, -1.1875]
[6.4375, 10.5625, -22.6875]
[7.8125, 23.4375, -29.8125]
[7.8125, 23.4375, -29.8125]
[7.8125, 23.4375, -29.8125]
[32.8125, 40.6875, -35.0]
[32.8125, 40.6875, -35.0]
[48.0, 57.5625, -42.625]
[57.5, 71.125, -54.25]
[57.5, 71.125, -54.25]
[49.6875, 85.1875, -55.5625]
[49.6875, 85.1875, -55.5625]
[53.125, 95.125, -38.5625]
[53.125, 95.125, -38.5625]
[79.625, 100.0625, -42.625]
[79.625, 100.0625, -42.625]
[113.375, 98.0, -54.9375]
[113.375, 98.0, -54.9375]
[144.0, 83.75, -62.0625]
[144.0, 83.75, -62.0625]
[161.25, 75.625, -64.25]
[161.25, 75.625, -64.25]
[164.25, 62.875, -65.375]
[164.25, 62.875, -65.375]
[167.9375, 63.3125, -68.8125]
[186.5625, 68.375, -67.375]
[186.5625, 68.375, -67.375]
[188.75, 58.375, -62.9375]
[188.75, 58.375, -62.9375]
[188.75, 58.375, -62.9375]
[164.1875, 52.625, -70.9375]
[140.5625, 47.3125, -90.1875]
[140.5625, 47.3125, -90.1875]
[140.5625, 47.3125, -90.1875]
[127.125, 32.5, -115.4375]
[127.125, 32.5, -115.4375]
[119.4375, 6.375, -146.125]
[90.5, -20.125, -166.1875]
[90.5, -20.125, -166.1875]
[52.3125, -41.125, -165.125]
[52.3125, -41.125, -165.125]
[26.4375, -31.8125, -145.4375]
[76.6875, -14.4375, -91.625]
[76.6875, -14.4375, -91.625]
[76.6875, -14.4375, -91.625]
[30.75, -29.1875, -38.9375]
[30.75, -29.1875, -38.9375]
[-47.6875, -41.75, -7.375]
[-47.6875, -41.75, -7.375]
[-44.375, -37.0, 11.0]
[-14.125, -32.9375, 19.3125]
[-14.125, -32.9375, 19.3125]
[-14.125, -32.9375, 19.3125]
[-17.3125, -34.375, 15.3125]
[-17.3125, -34.375, 15.3125]
[-38.25, -36.0625, 1.875]
[-43.5625, -27.875, -14.8125]
[-43.5625, -27.875, -14.8125]
[-43.5625, -27.875, -14.8125]
[-38.9375, -18.75, -25.625]
[-28.375, -7.8125, -36.0]
[-28.375, -7.8125, -36.0]
[-31.1875, -7.3125, -51.0625]
[-31.1875, -7.3125, -51.0625]
[-42.625, -9.3125, -58.0]
[-42.625, -9.3125, -58.0]
[-55.1875, -18.25, -57.25]
[-55.1875, -18.25, -57.25]
[-51.625, -31.875, -39.8125]
[-51.625, -31.875, -39.8125]
[-52.5, -58.875, -20.875]
[-52.5, -58.875, -20.875]
[-70.9375, -96.8125, 0.4375]
[-70.9375, -96.8125, 0.4375]
[-89.625, -137.6875, 19.625]
[-89.625, -137.6875, 19.625]
[-117.125, -173.6875, 28.9375]
[-117.125, -173.6875, 28.9375]
[-138.9375, -205.1875, 7.0]
[-138.9375, -205.1875, 7.0]
[-155.1875, -238.125, -30.6875]
[-170.5, -269.6875, -64.25]
[-170.5, -269.6875, -64.25]
[-197.625, -302.4375, -102.6875]
[-197.625, -302.4375, -102.6875]
[-234.6875, -330.25, -138.25]
[-234.6875, -330.25, -138.25]
[-232.75, -342.6875, -154.75]
[-232.75, -342.6875, -154.75]
[-232.75, -342.6875, -154.75]
[-204.4375, -338.4375, -174.0625]
[-172.4375, -316.25, -174.3125]
[-172.4375, -316.25, -174.3125]
[-116.0, -282.25, -160.625]
[-116.0, -282.25, -160.625]
[-116.0, -282.25, -160.625]
[-73.375, -254.25, -137.1875]
[-45.8125, -226.5625, -108.875]
[-45.8125, -226.5625, -108.875]
[-69.3125, -192.1875, -87.25]
[-69.3125, -192.1875, -87.25]
[-82.4375, -146.4375, -77.5625]
[-82.4375, -146.4375, -77.5625]
[-61.875, -104.4375, -56.5]
[-61.875, -104.4375, -56.5]
[-60.0, -69.6875, -40.75]
[-60.0, -69.6875, -40.75]
[-75.0625, -39.625, -32.0]
[-75.0625, -39.625, -32.0]
[-75.3125, -14.8125, -24.1875]
[-75.3125, -14.8125, -24.1875]
[-66.625, 7.25, -16.5]
[-66.625, 7.25, -16.5]
[-40.5625, 33.0625, -2.5]
[-40.5625, 33.0625, -2.5]
[-18.0, 30.9375, 7.0]
[-9.875, 9.625, 13.0]
[-9.875, 9.625, 13.0]
[-9.875, 9.625, 13.0]
[9.5, -6.3125, 12.3125]
[30.75, -14.875, 10.8125]
[30.75, -14.875, 10.8125]
[30.75, -14.875, 10.8125]
[35.375, -16.4375, 6.25]
[35.375, -16.4375, 6.25]
[22.5, -21.3125, 1.75]
[11.0, -21.6875, -0.4375]
[11.0, -21.6875, -0.4375]
[22.1875, -20.375, 1.125]
[22.1875, -20.375, 1.125]
[30.6875, -23.6875, 3.5]
[30.6875, -23.6875, 3.5]
[35.25, -28.5625, 4.5]
[35.25, -28.5625, 4.5]
[49.1875, -32.125, 5.125]
[49.1875, -32.125, 5.125]
[56.8125, -34.5, 4.125]
[56.8125, -34.5, 4.125]
[57.875, -41.25, 6.5625]
[57.875, -41.25, 6.5625]
[67.0, -42.9375, 8.625]
[67.0, -42.9375, 8.625]
[91.5, -36.0, 13.25]
[91.5, -36.0, 13.25]
[91.5, -36.0, 13.25]
[110.625, -22.625, 30.0625]
[109.75, 3.4375, 47.8125]
[109.75, 3.4375, 47.8125]
[109.75, 3.4375, 47.8125]
[119.0625, 35.5, 75.9375]
[132.25, 77.25, 111.375]
[132.25, 77.25, 111.375]
[141.375, 121.125, 141.3125]
[141.375, 121.125, 141.3125]
[159.75, 157.125, 159.4375]
[159.75, 157.125, 159.4375]
[194.1875, 180.9375, 178.875]
[194.1875, 180.9375, 178.875]
[206.6875, 193.8125, 187.5]
[206.6875, 193.8125, 187.5]
[209.8125, 201.8125, 193.4375]
[209.8125, 201.8125, 193.4375]
[209.8125, 201.8125, 193.4375]
[221.0625, 209.8125, 191.375]
[202.6875, 204.3125, 182.75]
[202.6875, 204.3125, 182.75]
[167.6875, 191.25, 177.5]
[167.6875, 191.25, 177.5]
[167.6875, 191.25, 177.5]
[140.6875, 180.3125, 168.1875]
[117.25, 158.0625, 157.25]
[117.25, 158.0625, 157.25]
[99.6875, 134.3125, 142.8125]
[99.6875, 134.3125, 142.8125]
[75.4375, 113.125, 119.5625]
[75.4375, 113.125, 119.5625]
[65.4375, 93.3125, 98.9375]
[65.4375, 93.3125, 98.9375]
[65.4375, 93.3125, 98.9375]
[56.3125, 72.9375, 87.1875]
[32.5625, 51.0625, 75.9375]
[32.5625, 51.0625, 75.9375]
[10.0625, 36.25, 63.8125]
[10.0625, 36.25, 63.8125]
[7.5, 30.4375, 51.0]
[7.5, 30.4375, 51.0]
[11.9375, 21.5625, 43.3125]
[11.9375, 21.5625, 43.3125]
[11.9375, 21.5625, 43.3125]
[-0.125, 12.5625, 35.875]
[-10.125, 11.875, 28.625]
[-10.125, 11.875, 28.625]
[-7.125, 7.875, 17.4375]
[-7.125, 7.875, 17.4375]
[-5.125, 7.875, -7.5625]
[-5.125, 7.875, -7.5625]
[-9.0625, 16.375, -24.8125]
[-9.0625, 16.375, -24.8125]
[-9.0625, 16.375, -24.8125]
[2.9375, 29.875, -31.4375]
[35.1875, 45.8125, -34.9375]
[35.1875, 45.8125, -34.9375]
[38.5625, 68.1875, -51.125]
[38.5625, 68.1875, -51.125]
[32.4375, 91.125, -58.875]
[32.4375, 91.125, -58.875]
[30.9375, 94.0, -58.125]
[63.375, 93.4375, -53.25]
[63.375, 93.4375, -53.25]
[103.1875, 102.1875, -59.3125]
[103.1875, 102.1875, -59.3125]
[141.375, 110.9375, -72.8125]
[141.375, 110.9375, -72.8125]
[174.5625, 104.3125, -79.5625]
[174.5625, 104.3125, -79.5625]
[176.0, 89.9375, -73.625]
[176.0, 89.9375, -73.625]
[186.75, 95.5625, -69.5625]
[186.75, 95.5625, -69.5625]
[217.4375, 102.5, -64.0]
[217.4375, 102.5, -64.0]
[217.4375, 102.5, -64.0]
[220.75, 95.0625, -62.9375]
[199.4375, 80.875, -68.1875]
[199.4375, 80.875, -68.1875]
[170.0625, 71.875, -85.375]
[170.0625, 71.875, -85.375]
[138.75, 54.5, -111.4375]
[138.75, 54.5, -111.4375]
[116.0, 24.6875, -150.125]
[116.0, 24.6875, -150.125]
[72.625, -9.5625, -170.625]
[72.625, -9.5625, -170.625]
[72.625, -9.5625, -170.625]
[-2.4375, -36.75, -150.6875]
[-37.0, -34.375, -115.8125]
[-37.0, -34.375, -115.8125]
[-0.9375, -24.0625, -71.0]
[-0.9375, -24.0625, -71.0]
[37.1875, -17.9375, 1.8125]
[37.1875, -17.9375, 1.8125]
[68.125, -8.125, 49.6875]
[1.5, -16.75, 59.5]
[1.5, -16.75, 59.5]
[-35.125, -30.0625, 67.875]
[-35.125, -30.0625, 67.875]
[-35.125, -30.0625, 67.875]
[5.5, -44.125, 75.1875]
[-14.1875, -47.625, 46.4375]
[-14.1875, -47.625, 46.4375]
[-65.75, -44.25, 17.1875]
[-65.75, -44.25, 17.1875]
[-80.875, -38.5, -6.625]
[-80.875, -38.5, -6.625]
[-72.25, -34.5, -32.5]
[-72.25, -34.5, -32.5]
[-57.0, -30.0, -60.0625]
[-57.0, -30.0, -60.0625]
[-44.875, -28.8125, -76.3125]
[-36.0625, -36.0625, -86.5]
[-36.0625, -36.0625, -86.5]
[-41.25, -59.3125, -89.8125]
[-41.25, -59.3125, -89.8125]
[-41.25, -59.3125, -89.8125]
[-61.5, -91.6875, -85.0625]
[-61.5, -91.6875, -85.0625]
[-75.8125, -119.75, -77.75]
[-75.8125, -119.75, -77.75]
[-88.875, -138.375, -69.375]
[-88.875, -138.375, -69.375]
[-106.0625, -172.0625, -71.9375]
[-137.25, -225.125, -86.6875]
[-137.25, -225.125, -86.6875]
[-137.25, -225.125, -86.6875]
[-157.25, -274.1875, -99.8125]
[-145.9375, -307.0, -110.9375]
[-145.9375, -307.0, -110.9375]
[-164.0625, -335.0, -118.6875]
[-164.0625, -335.0, -118.6875]
[-190.875, -351.3125, -131.25]
[-190.875, -351.3125, -131.25]
[-180.125, -355.375, -130.75]
[-158.5625, -346.9375, -122.375]
[-158.5625, -346.9375, -122.375]
[-158.5625, -346.9375, -122.375]
[-128.625, -323.875, -110.9375]
[-128.625, -323.875, -110.9375]
[-90.5625, -289.875, -93.9375]
[-90.5625, -289.875, -93.9375]
[-57.25, -252.0625, -72.5]
[-54.3125, -219.25, -55.1875]
[-54.3125, -219.25, -55.1875]
[-54.3125, -219.25, -55.1875]
[-66.375, -186.75, -46.1875]
[-66.375, -186.75, -46.1875]
[-60.25, -145.0625, -34.75]
[-60.25, -145.0625, -34.75]
[-47.375, -105.6875, -14.0625]
[-47.375, -105.6875, -14.0625]
[-49.125, -72.6875, 5.25]
[-49.125, -72.6875, 5.25]
[-48.0, -44.125, 9.0]
[-48.0, -44.125, 9.0]
[-46.0, -8.0625, 10.4375]
[-40.9375, 29.75, 0.75]
[-34.4375, 35.75, -8.1875]
[-34.4375, 35.75, -8.1875]
[-33.5, 21.0625, -7.0]
[-33.5, 21.0625, -7.0]
[-21.5, 8.875, -8.0625]
[-21.5, 8.875, -8.0625]
[-1.125, -0.5, -5.75]
[-1.125, -0.5, -5.75]
