[-27.3125, -62.25, 13.4375]
[41.25, -118.625, -18.375]
[41.25, -118.625, -18.375]
[10.625, -103.6875, -11.9375]
[10.625, -103.6875, -11.9375]
[9.1875, -80.125, -2.375]
[9.1875, -80.125, -2.375]
[26.4375, -64.0, 5.625]
[26.4375, -64.0, 5.625]
[16.6875, -60.3125, 3.875]
[16.6875, -60.3125, 3.875]
[-0.8125, -53.9375, 4.25]
[-0.8125, -53.9375, 4.25]
[4.875, -16.875, 16.9375]
[8.6875, 11.3125, 9.0625]
[8.6875, 11.3125, 9.0625]
[8.6875, 11.3125, 9.0625]
[-11.4375, 8.8125, 0.3125]
[-11.4375, 8.8125, 0.3125]
[-9.3125, -2.125, -2.125]
[0.4375, -4.4375, -3.9375]
[0.4375, -4.4375, -3.9375]
[0.4375, -4.4375, -3.9375]
[0.5625, -1.125, -1.9375]
[0.5625, -1.125, -1.9375]
[2.9375, 1.5, 2.6875]
[3.125, -1.0, 3.0]
[3.125, -1.0, 3.0]
[3.125, -1.0, 3.0]
[4.9375, -3.4375, 1.4375]
[4.9375, -3.4375, 1.4375]
[4.125, -3.125, -1.3125]
[2.125, -2.5, -1.8125]
[2.125, -2.5, -1.8125]
[2.125, -2.5, -1.8125]
[1.5, -8.0, -0.625]
[1.5, -8.0, -0.625]
[8.3125, -10.5625, -1.25]
[17.0, -10.4375, -0.8125]
[17.0, -10.4375, -0.8125]
[17.0, -10.4375, -0.8125]
[25.1875, -17.8125, 1.1875]
[38.3125, -37.5625, 1.3125]
[38.3125, -37.5625, 1.3125]
[63.4375, -59.4375, 0.25]
[63.4375, -59.4375, 0.25]
[88.5625, -58.8125, 4.4375]
[88.5625, -58.8125, 4.4375]
[126.1875, -25.5625, 17.3125]
[126.1875, -25.5625, 17.3125]
[165.625, 31.125, 28.0625]
[165.625, 31.125, 28.0625]
[165.625, 31.125, 28.0625]
[180.0625, 94.375, 32.8125]
[180.0625, 94.375, 32.8125]
[186.375, 148.875, 39.8125]
[180.375, 191.125, 48.3125]
[180.375, 191.125, 48.3125]
[187.5625, 225.5, 48.125]
[187.5625, 225.5, 48.125]
[187.5625, 225.5, 48.125]
[204.6875, 251.6875, 39.3125]
[215.0, 263.625, 27.3125]
[215.0, 263.625, 27.3125]
[230.6875, 263.125, 19.1875]
[230.6875, 263.125, 19.1875]
[230.6875, 263.125, 19.1875]
[234.6875, 256.5625, 14.0625]
[234.6875, 256.5625, 14.0625]
[214.5, 240.3125, 4.3125]
[195.25, 224.6875, -5.4375]
[195.25, 224.6875, -5.4375]
[195.25, 224.6875, -5.4375]
[190.125, 212.0, -7.4375]
[190.125, 212.0, -7.4375]
[183.9375, 189.375, -5.5625]
[154.625, 153.875, 1.9375]
[154.625, 153.875, 1.9375]
[154.625, 153.875, 1.9375]
[119.1875, 123.5, 7.125]
[119.1875, 123.5, 7.125]
[97.0625, 99.6875, 8.0]
[92.3125, 78.25, 5.8125]
[92.3125, 78.25, 5.8125]
[92.3125, 78.25, 5.8125]
[74.9375, 50.5, 6.25]
[74.9375, 50.5, 6.25]
[54.875, 29.5, 4.875]
[36.5, 20.6875, -3.625]
[36.5, 20.6875, -3.625]
[20.375, 17.9375, -18.0]
[20.375, 17.9375, -18.0]
[20.375, 17.9375, -18.0]
[11.3125, 23.5, -35.9375]
[3.5625, 40.6875, -63.8125]
[3.5625, 40.6875, -63.8125]
[2.8125, 63.0625, -104.1875]
[2.8125, 63.0625, -104.1875]
[2.8125, 63.0625, -104.1875]
[4.0625, 87.9375, -148.375]
[-4.3125, 117.0, -190.5]
[-4.3125, 117.0, -190.5]
[-5.8125, 141.5625, -227.875]
[-5.8125, 141.5625, -227.875]
[-5.8125, 141.5625, -227.875]
[-20.375, 153.75, -266.6875]
[-20.375, 153.75, -266.6875]
[-24.5, 153.875, -305.3125]
[-77.1875, 141.375, -326.1875]
[-77.1875, 141.375, -326.1875]
[-77.1875, 141.375, -326.1875]
[-166.125, 123.875, -313.3125]
[-190.5625, 117.0625, -242.8125]
[-190.5625, 117.0625, -242.8125]
[-190.5625, 117.0625, -242.8125]
[-192.75, 109.0, -161.5625]
[-156.25, 104.0, -94.125]
[-156.25, 104.0, -94.125]
[-128.3125, 64.4375, -40.0]
[-128.3125, 64.4375, -40.0]
[-48.875, -16.5625, -6.125]
[-48.875, -16.5625, -6.125]
[95.0, -88.5, 55.4375]
[95.0, -88.5, 55.4375]
[128.5, -146.75, 126.75]
[128.5, -146.75, 126.75]
[84.5, -188.625, 176.125]
[84.5, -188.625, 176.125]
[75.6875, -208.0625, 209.75]
[75.6875, -208.0625, 209.75]
[77.6875, -216.0, 229.8125]
[77.6875, -216.0, 229.8125]
[81.8125, -211.1875, 228.5]
[81.8125, -211.1875, 228.5]
[91.0, -191.75, 213.9375]
[107.5, -149.0, 184.1875]
[107.5, -149.0, 184.1875]
[107.5, -149.0, 184.1875]
[113.625, -90.875, 133.875]
[113.625, -90.875, 133.875]
[127.125, -32.8125, 85.5625]
[100.75, 12.6875, 36.625]
[100.75, 12.6875, 36.625]
[100.75, 12.6875, 36.625]
[28.375, 44.375, -21.75]
[28.375, 44.375, -21.75]
[-17.8125, 87.875, -82.75]
[-25.3125, 132.8125, -139.375]
[-25.3125, 132.8125, -139.375]
[-32.4375, 163.5625, -188.25]
[-32.4375, 163.5625, -188.25]
[-32.4375, 163.5625, -188.25]
[-62.875, 174.25, -222.9375]
[-107.875, 169.4375, -225.5]
[-107.875, 169.4375, -225.5]
[-126.625, 163.9375, -204.3125]
[-126.625, 163.9375, -204.3125]
[-126.625, 163.9375, -204.3125]
[-106.0, 157.25, -173.8125]
[-106.0625, 140.6875, -140.375]
[-106.0625, 140.6875, -140.375]
[-94.0625, 92.5, -107.3125]
[-94.0625, 92.5, -107.3125]
[-54.125, 11.625, -87.5]
[-54.125, 11.625, -87.5]
[-17.3125, -86.5, -73.4375]
[-17.3125, -86.5, -73.4375]
[-17.3125, -86.5, -73.4375]
[21.1875, -160.75, -73.875]
[45.125, -207.5, -67.0]
[45.125, -207.5, -67.0]
[47.3125, -247.4375, -60.6875]
[47.3125, -247.4375, -60.6875]
[2.1875, -287.1875, -49.0625]
[2.1875, -287.1875, -49.0625]
[-53.75, -324.0625, -37.125]
[-53.75, -324.0625, -37.125]
[-109.0, -346.0625, -37.75]
[-109.0, -346.0625, -37.75]
[-146.8125, -355.25, -37.125]
[-146.8125, -355.25, -37.125]
[-165.5, -353.125, -41.125]
[-165.5, -353.125, -41.125]
[-169.8125, -367.3125, -53.75]
[-169.8125, -367.3125, -53.75]
[-168.5, -383.9375, -53.5]
[-168.5, -383.9375, -53.5]
[-98.375, -385.8125, -52.9375]
[-98.375, -385.8125, -52.9375]
[-19.25, -349.5, -32.5625]
[-19.25, -349.5, -32.5625]
[24.375, -319.625, -14.75]
[24.375, -319.625, -14.75]
[19.375, -297.0625, -0.375]
[19.375, -297.0625, -0.375]
[6.0, -258.6875, -3.625]
[6.0, -258.6875, -3.625]
[34.3125, -206.1875, 7.4375]
[34.3125, -206.1875, 7.4375]
[55.125, -164.625, 21.5625]
[55.125, -164.625, 21.5625]
[32.125, -132.0625, 19.25]
[32.125, -132.0625, 19.25]
[20.9375, -96.375, 11.875]
[20.9375, -96.375, 11.875]
[6.1875, -62.5625, 9.125]
[6.1875, -62.5625, 9.125]
[0.8125, -28.5, 4.5]
[13.4375, -14.4375, 4.0]
[13.4375, -14.4375, 4.0]
[18.5, -11.8125, 6.25]
[18.5, -11.8125, 6.25]
[4.25, -12.5, 4.0625]
[4.25, -12.5, 4.0625]
[4.25, -12.5, 4.0625]
[9.9375, -13.125, 0.75]
[17.8125, -9.9375, -1.8125]
[17.8125, -9.9375, -1.8125]
[3.5625, -8.625, -2.625]
[3.5625, -8.625, -2.625]
[3.25, -2.125, -2.0625]
[3.25, -2.125, -2.0625]
[7.5, 4.25, 2.0]
[7.5, 4.25, 2.0]
[7.5, 4.25, 2.0]
[1.4375, 4.0625, 5.6875]
[4.9375, 2.9375, 5.9375]
[4.9375, 2.9375, 5.9375]
[12.0625, -0.8125, 5.875]
[12.0625, -0.8125, 5.875]
[12.875, -10.9375, 6.0]
[12.875, -10.9375, 6.0]
[17.8125, -19.75, 2.875]
[17.8125, -19.75, 2.875]
[26.9375, -27.75, 0.875]
[26.9375, -27.75, 0.875]
[26.9375, -27.75, 0.875]
[30.8125, -35.5, -0.3125]
[39.3125, -35.4375, -1.875]
[39.3125, -35.4375, -1.875]
[59.0625, -30.5, 2.875]
[59.0625, -30.5, 2.875]
[84.875, -19.5, 10.5625]
[84.875, -19.5, 10.5625]
[105.3125, 0.375, 19.5625]
[105.3125, 0.375, 19.5625]
[129.3125, 39.875, 28.8125]
[129.3125, 39.875, 28.8125]
[129.3125, 39.875, 28.8125]
[152.8125, 81.9375, 34.5625]
[152.8125, 81.9375, 34.5625]
[164.5, 120.4375, 43.875]
[170.3125, 157.5625, 49.625]
[170.3125, 157.5625, 49.625]
[170.3125, 157.5625, 49.625]
[180.25, 189.375, 51.1875]
[199.875, 215.25, 48.25]
[199.875, 215.25, 48.25]
[210.9375, 226.1875, 35.25]
[210.9375, 226.1875, 35.25]
[183.6875, 236.625, 31.5625]
[183.6875, 236.625, 31.5625]
[168.125, 248.3125, 30.4375]
[168.125, 248.3125, 30.4375]
[185.1875, 248.0625, 26.75]
[185.1875, 248.0625, 26.75]
[191.4375, 237.4375, 18.1875]
[191.4375, 237.4375, 18.1875]
[187.5625, 223.625, 13.0625]
[187.5625, 223.625, 13.0625]
[163.5625, 200.0625, 16.125]
[163.5625, 200.0625, 16.125]
[141.125, 175.0625, 17.0]
[141.125, 175.0625, 17.0]
[129.5, 147.1875, 11.25]
[129.5, 147.1875, 11.25]
[103.0625, 117.875, 6.75]
[103.0625, 117.875, 6.75]
[69.3125, 88.9375, 0.6875]
[69.3125, 88.9375, 0.6875]
[33.1875, 69.1875, -5.5]
[33.1875, 69.1875, -5.5]
[17.3125, 65.4375, -13.5625]
[17.3125, 65.4375, -13.5625]
[22.625, 75.6875, -33.0]
[22.625, 75.6875, -33.0]
[36.5625, 89.1875, -60.3125]
[36.5625, 89.1875, -60.3125]
[48.0625, 102.5625, -94.5]
[48.0625, 102.5625, -94.5]
[58.875, 120.25, -134.0]
[58.875, 120.25, -134.0]
[69.875, 144.6875, -178.625]
[69.875, 144.6875, -178.625]
[54.625, 159.3125, -231.25]
[54.625, 159.3125, -231.25]
[28.8125, 158.1875, -267.4375]
[28.8125, 158.1875, -267.4375]
[-26.875, 137.4375, -276.625]
[-26.875, 137.4375, -276.625]
[-86.0, 126.25, -264.1875]
[-86.0, 126.25, -264.1875]
[-100.125, 113.375, -250.6875]
[-100.125, 113.375, -250.6875]
[-140.5, 98.25, -232.3125]
[-140.5, 98.25, -232.3125]
[-173.75, 101.4375, -180.625]
[-173.75, 101.4375, -180.625]
[-196.3125, 87.25, -113.0625]
[-196.3125, 87.25, -113.0625]
[-163.875, 43.0, -40.0625]
[-89.375, -4.1875, 19.1875]
[-89.375, -4.1875, 19.1875]
[-89.375, -4.1875, 19.1875]
[7.375, -57.9375, 49.0625]
[7.375, -57.9375, 49.0625]
[88.25, -114.9375, 107.0625]
[96.9375, -157.6875, 163.6875]
[96.9375, -157.6875, 163.6875]
[96.9375, -157.6875, 163.6875]
[78.875, -198.25, 208.5625]
[78.875, -198.25, 208.5625]
[61.25, -233.9375, 234.8125]
[53.1875, -255.375, 243.3125]
[53.1875, -255.375, 243.3125]
[53.1875, -255.375, 243.3125]
[43.375, -254.9375, 232.1875]
[43.375, -254.9375, 232.1875]
[54.5625, -227.4375, 197.625]
[90.75, -187.0625, 160.6875]
[90.75, -187.0625, 160.6875]
[90.75, -187.0625, 160.6875]
[130.25, -135.75, 120.375]
[130.25, -135.75, 120.375]
[159.125, -67.25, 80.75]
[126.875, -14.4375, 31.6875]
[126.875, -14.4375, 31.6875]
[126.875, -14.4375, 31.6875]
[58.75, 16.375, -5.75]
[58.75, 16.375, -5.75]
[-0.5625, 48.8125, -51.0]
[-34.1875, 96.75, -108.875]
[-34.1875, 96.75, -108.875]
[-34.1875, 96.75, -108.875]
[-46.0625, 136.5, -166.0625]
[-46.0625, 136.5, -166.0625]
[-68.0625, 152.625, -207.375]
[-68.0625, 152.625, -207.375]
[-118.5, 152.9375, -230.25]
[-118.5, 152.9375, -230.25]
[-179.4375, 146.6875, -228.5625]
[-179.4375, 146.6875, -228.5625]
[-140.9375, 136.4375, -189.6875]
[-140.9375, 136.4375, -189.6875]
[-108.5, 82.8125, -146.1875]
[-108.5, 82.8125, -146.1875]
[-108.125, 0.6875, -91.625]
[-108.125, 0.6875, -91.625]
[-81.75, -90.0625, -51.1875]
[-81.75, -90.0625, -51.1875]
[-77.6875, -176.125, -44.5625]
[-77.6875, -176.125, -44.5625]
[-77.6875, -176.125, -44.5625]
[-39.25, -227.0625, -70.3125]
[-18.1875, -271.3125, -74.8125]
[-18.1875, -271.3125, -74.8125]
[-78.25, -316.3125, -70.25]
[-78.25, -316.3125, -70.25]
[-136.625, -338.75, -74.3125]
[-155.375, -332.9375, -81.375]
[-155.375, -332.9375, -81.375]
[-155.375, -332.9375, -81.375]
[-168.5, -314.9375, -97.125]
[-168.5, -314.9375, -97.125]
[-158.75, -300.6875, -99.6875]
[-113.6875, -309.125, -93.8125]
[-113.6875, -309.125, -93.8125]
[-113.6875, -309.125, -93.8125]
[-36.375, -298.1875, -72.875]
[-36.375, -298.1875, -72.875]
[-41.625, -262.125, -48.1875]
[-43.1875, -222.8125, -45.8125]
[-43.1875, -222.8125, -45.8125]
[-15.875, -191.625, -38.375]
[-15.875, -191.625, -38.375]
[16.4375, -158.5, -28.75]
[16.4375, -158.5, -28.75]
[28.1875, -122.8125, -21.8125]
[28.1875, -122.8125, -21.8125]
[21.375, -91.3125, -13.5]
[21.375, -91.3125, -13.5]
[-6.875, -62.3125, -7.75]
[-6.875, -62.3125, -7.75]
[-21.9375, -41.25, -9.125]
[-21.9375, -41.25, -9.125]
[-16.8125, -30.25, -11.625]
[-16.8125, -30.25, -11.625]
[1.125, -26.5625, -9.4375]
[1.125, -26.5625, -9.4375]
[2.5, -29.625, -6.25]
[2.5, -29.625, -6.25]
[-2.5625, -28.1875, -0.25]
[-2.5625, -28.1875, -0.25]
[-0.0625, -15.6875, 3.6875]
[-0.0625, -15.6875, 3.6875]
[4.0, -3.4375, 4.625]
[4.0, -3.4375, 4.625]
[2.1875, 0.25, 1.375]
[2.1875, 0.25, 1.375]
[2.25, -3.1875, 3.875]
[2.25, -3.1875, 3.875]
[9.875, -4.0, 7.1875]
[9.875, -4.0, 7.1875]
[6.4375, -4.0, 5.1875]
[4.0, -3.8125, 2.875]
[4.0, -3.8125, 2.875]
[4.0, -3.8125, 2.875]
[5.875, -3.1875, 1.9375]
[5.875, -3.1875, 1.9375]
[3.5, -4.875, 1.6875]
[3.375, -5.875, 1.5]
[3.375, -5.875, 1.5]
[5.8125, -5.3125, 1.3125]
[5.8125, -5.3125, 1.3125]
[7.0, -7.25, 1.25]
[7.0, -7.25, 1.25]
[10.875, -7.875, 1.25]
[10.875, -7.875, 1.25]
[14.0, -7.25, 1.0]
[14.0, -7.25, 1.0]
[14.0, -7.25, 1.0]
[13.8125, -4.375, -0.4375]
[15.8125, -1.5, -1.25]
[15.8125, -1.5, -1.25]
[19.4375, -15.5625, -0.375]
[19.4375, -15.5625, -0.375]
[50.625, -17.625, 2.4375]
[50.625, -17.625, 2.4375]
[76.75, 13.75, 19.4375]
[76.75, 13.75, 19.4375]
[73.0, 67.3125, 39.5625]
[73.0, 67.3125, 39.5625]
[93.5625, 120.875, 54.875]
[93.5625, 120.875, 54.875]
[119.4375, 163.375, 71.8125]
[119.4375, 163.375, 71.8125]
[119.4375, 163.375, 71.8125]
[145.375, 195.6875, 92.25]
[169.125, 221.875, 107.0625]
[169.125, 221.875, 107.0625]
[169.125, 221.875, 107.0625]
[192.0, 238.75, 113.6875]
[192.0, 238.75, 113.6875]
[230.4375, 246.8125, 112.4375]
[242.5, 242.25, 106.3125]
[242.5, 242.25, 106.3125]
[251.9375, 227.0, 109.5625]
[251.9375, 227.0, 109.5625]
[224.3125, 212.1875, 102.0]
[224.3125, 212.1875, 102.0]
[196.8125, 199.875, 91.875]
[196.8125, 199.875, 91.875]
[191.6875, 179.1875, 82.0625]
[191.6875, 179.1875, 82.0625]
[172.8125, 147.5, 75.75]
[172.8125, 147.5, 75.75]
[144.875, 113.125, 75.0625]
[144.875, 113.125, 75.0625]
[105.125, 84.5625, 66.125]
[105.125, 84.5625, 66.125]
[88.0, 59.5625, 57.5]
[88.0, 59.5625, 57.5]
[88.0, 59.5625, 57.5]
[73.4375, 32.3125, 46.5625]
[46.9375, 5.8125, 34.6875]
[46.9375, 5.8125, 34.6875]
[26.1875, -8.875, 20.0]
[26.1875, -8.875, 20.0]
[30.25, 1.125, -1.0625]
[30.25, 1.125, -1.0625]
[48.5625, 17.375, -23.75]
[48.5625, 17.375, -23.75]
[53.6875, 34.4375, -54.5625]
[53.6875, 34.4375, -54.5625]
[54.4375, 56.3125, -87.125]
[54.4375, 56.3125, -87.125]
[41.75, 78.625, -123.0625]
[41.75, 78.625, -123.0625]
[35.625, 101.0, -167.9375]
[35.625, 101.0, -167.9375]
[26.0, 124.25, -215.125]
[26.0, 124.25, -215.125]
[10.625, 144.5625, -261.5625]
[10.625, 144.5625, -261.5625]
[-19.3125, 155.1875, -295.3125]
[-19.3125, 155.1875, -295.3125]
[-68.25, 157.0, -305.8125]
[-68.25, 157.0, -305.8125]
[-99.5625, 153.0625, -296.6875]
[-113.75, 146.5, -262.9375]
[-113.75, 146.5, -262.9375]
[-113.75, 146.5, -262.9375]
[-151.9375, 125.4375, -217.25]
[-151.9375, 125.4375, -217.25]
[-175.25, 97.5, -150.625]
[-152.0625, 73.6875, -70.25]
[-152.0625, 73.6875, -70.25]
[-152.0625, 73.6875, -70.25]
[-135.625, 39.0, -37.6875]
[-135.625, 39.0, -37.6875]
[-73.375, -12.5625, -12.75]
[26.0625, -67.375, 30.75]
[26.0625, -67.375, 30.75]
[47.9375, -114.625, 77.8125]
[47.9375, -114.625, 77.8125]
[47.9375, -114.625, 77.8125]
[55.0, -148.875, 123.75]
[63.5625, -169.75, 156.4375]
[63.5625, -169.75, 156.4375]
[63.5625, -169.75, 156.4375]
[82.25, -188.75, 183.0]
[81.8125, -202.1875, 196.25]
[81.8125, -202.1875, 196.25]
[81.8125, -202.1875, 196.25]
[82.3125, -201.625, 198.8125]
[68.0625, -189.1875, 185.6875]
[68.0625, -189.1875, 185.6875]
[68.0625, -189.1875, 185.6875]
[91.8125, -169.25, 165.9375]
[128.4375, -135.6875, 139.875]
[128.4375, -135.6875, 139.875]
[149.6875, -84.8125, 109.875]
[149.6875, -84.8125, 109.875]
[120.6875, -41.3125, 74.1875]
[120.6875, -41.3125, 74.1875]
[60.625, -12.875, 31.6875]
[60.625, -12.875, 31.6875]
[-0.3125, 23.375, -25.3125]
[-0.3125, 23.375, -25.3125]
[-0.3125, 23.375, -25.3125]
[-39.75, 73.125, -91.375]
[-54.1875, 114.4375, -148.1875]
[-54.1875, 114.4375, -148.1875]
[-96.6875, 139.0, -186.8125]
[-96.6875, 139.0, -186.8125]
[-96.6875, 139.0, -186.8125]
[-142.9375, 153.1875, -200.1875]
[-166.9375, 158.375, -185.0]
[-166.9375, 158.375, -185.0]
[-125.375, 156.6875, -159.8125]
[-125.375, 156.6875, -159.8125]
[-81.1875, 119.5, -137.4375]
[-81.1875, 119.5, -137.4375]
[-79.5, 55.0, -121.875]
[-79.5, 55.0, -121.875]
[-52.5625, -24.9375, -99.9375]
[-52.5625, -24.9375, -99.9375]
[-41.375, -98.8125, -87.4375]
[-41.375, -98.8125, -87.4375]
[-46.8125, -156.6875, -79.8125]
[-46.8125, -156.6875, -79.8125]
[-52.4375, -206.125, -83.375]
[-52.4375, -206.125, -83.375]
[-52.4375, -206.125, -83.375]
[-79.5, -245.125, -94.3125]
[-96.3125, -275.5625, -107.6875]
[-96.3125, -275.5625, -107.6875]
[-113.1875, -299.0625, -120.4375]
[-113.1875, -299.0625, -120.4375]
[-156.5, -320.1875, -122.625]
[-156.5, -320.1875, -122.625]
[-160.875, -327.4375, -118.5625]
[-126.3125, -316.4375, -129.8125]
[-126.3125, -316.4375, -129.8125]
[-126.3125, -316.4375, -129.8125]
[-113.5625, -314.0625, -137.6875]
[-113.5625, -314.0625, -137.6875]
[-56.625, -296.375, -116.375]
[55.6875, -277.375, -68.1875]
[55.6875, -277.375, -68.1875]
[55.6875, -277.375, -68.1875]
[64.5, -260.625, -37.75]
[64.5, -260.625, -37.75]
[5.375, -231.25, -32.5625]
[5.3125, -196.9375, -15.8125]
[49.375, -164.3125, -4.875]
[49.375, -164.3125, -4.875]
[58.8125, -143.3125, -0.4375]
[58.8125, -143.3125, -0.4375]
[58.8125, -143.3125, -0.4375]
[39.375, -120.4375, 7.4375]
[34.125, -90.375, 11.9375]
[34.125, -90.375, 11.9375]
[37.125, -64.5, 15.625]
[37.125, -64.5, 15.625]
[19.75, -50.6875, 8.375]
[19.75, -50.6875, 8.375]
[1.0, -27.75, 8.4375]
[1.0, -27.75, 8.4375]
[6.9375, -2.9375, 9.9375]
[6.9375, -2.9375, 9.9375]
[-4.3125, 0.3125, 4.5625]
[-8.625, -5.8125, 5.6875]
[-8.625, -5.8125, 5.6875]
[-8.625, -5.8125, 5.6875]
[9.625, -4.6875, 7.0]
[9.625, -4.6875, 7.0]
[9.5625, -1.9375, 7.5625]
[3.8125, -0.8125, 6.375]
[3.8125, -0.8125, 6.375]
[3.8125, -0.8125, 6.375]
[-1.0, -0.8125, 5.5]
[-1.0, -0.8125, 5.5]
[-3.625, -1.25, 1.625]
[2.5625, -1.3125, 1.25]
[2.5625, -1.3125, 1.25]
[2.5625, -1.3125, 1.25]
[2.25, -4.75, 2.0]
[2.25, -4.75, 2.0]
[5.5625, -6.375, 2.9375]
[11.0625, -8.0, 1.875]
[11.0625, -8.0, 1.875]
[11.0625, -8.0, 1.875]
[16.9375, -13.5, 0.0625]
[16.9375, -13.5, 0.0625]
[18.875, -21.1875, -0.6875]
[18.875, -21.1875, -0.6875]
[18.875, -21.1875, -0.6875]
[18.875, -21.1875, -0.6875]
[37.5625, -33.375, -3.1875]
[53.125, -33.0625, -3.0]
[53.125, -33.0625, -3.0]
[57.4375, -27.5, 2.25]
[57.4375, -27.5, 2.25]
[57.0, -5.5625, 9.0625]
[57.0, -5.5625, 9.0625]
[57.0, -5.5625, 9.0625]
[57.0, -5.5625, 9.0625]
[118.5625, 99.8125, 37.75]
[118.5625, 99.8125, 37.75]
[129.1875, 149.4375, 49.9375]
[129.1875, 149.4375, 49.9375]
[129.1875, 149.4375, 49.9375]
[138.375, 191.4375, 60.1875]
[114.375, 221.375, 62.625]
[114.375, 221.375, 62.625]
[132.1875, 249.6875, 72.6875]
[132.1875, 249.6875, 72.6875]
[180.1875, 271.625, 74.4375]
[180.1875, 271.625, 74.4375]
[213.3125, 276.0, 64.4375]
[213.3125, 276.0, 64.4375]
[222.25, 261.125, 53.875]
[222.25, 261.125, 53.875]
[222.25, 261.125, 53.875]
[221.125, 244.0625, 45.0625]
[216.1875, 235.6875, 32.3125]
[216.1875, 235.6875, 32.3125]
[216.1875, 235.6875, 32.3125]
[221.0, 227.6875, 23.0]
[247.625, 214.125, 21.125]
[247.625, 214.125, 21.125]
[214.375, 179.75, 26.75]
[214.375, 179.75, 26.75]
[142.5, 139.25, 38.8125]
[142.5, 139.25, 38.8125]
[112.4375, 104.625, 47.6875]
[112.4375, 104.625, 47.6875]
[108.4375, 81.9375, 47.0625]
[108.4375, 81.9375, 47.0625]
[99.125, 67.8125, 38.0625]
[99.125, 67.8125, 38.0625]
[91.875, 54.3125, 28.375]
[91.875, 54.3125, 28.375]
[91.875, 54.3125, 28.375]
[67.8125, 34.875, 19.875]
[48.3125, 23.875, 7.4375]
[48.3125, 23.875, 7.4375]
[40.9375, 18.3125, -13.5]
[40.9375, 18.3125, -13.5]
[38.1875, 12.6875, -34.625]
[38.1875, 12.6875, -34.625]
[28.25, 8.125, -53.375]
[28.25, 8.125, -53.375]
[28.25, 8.125, -53.375]
[20.3125, 12.1875, -79.5625]
[17.3125, 25.125, -113.4375]
[17.3125, 25.125, -113.4375]
[17.875, 43.0, -148.0625]
[17.875, 43.0, -148.0625]
[-3.0, 62.0, -182.875]
[-3.0, 62.0, -182.875]
[-21.5625, 81.4375, -212.8125]
[-21.5625, 81.4375, -212.8125]
[-60.0625, 95.6875, -235.3125]
[-60.0625, 95.6875, -235.3125]
[-108.0, 112.5625, -246.0]
[-108.0, 112.5625, -246.0]
[-125.375, 121.0625, -236.0625]
[-125.375, 121.0625, -236.0625]
[-139.4375, 120.25, -212.6875]
[-139.4375, 120.25, -212.6875]
[-166.125, 118.8125, -181.4375]
[-188.125, 102.125, -138.875]
[-188.125, 102.125, -138.875]
[-183.5, 82.5, -102.375]
[-183.5, 82.5, -102.375]
[-183.5, 82.5, -102.375]
[-138.4375, 50.5625, -71.1875]
[-82.125, 0.625, -29.75]
[-82.125, 0.625, -29.75]
[-2.0625, -51.0625, 32.875]
[-2.0625, -51.0625, 32.875]
[27.1875, -105.9375, 94.5625]
[27.1875, -105.9375, 94.5625]
[38.0625, -159.1875, 136.125]
[38.0625, -159.1875, 136.125]
[38.0625, -159.1875, 136.125]
[70.125, -195.3125, 159.9375]
[70.125, -195.3125, 159.9375]
[116.25, -202.4375, 178.125]
[135.875, -192.25, 193.4375]
[135.875, -192.25, 193.4375]
[132.5625, -172.3125, 203.25]
[132.5625, -172.3125, 203.25]
[114.9375, -151.75, 205.125]
[114.9375, -151.75, 205.125]
[128.625, -113.1875, 183.25]
[128.625, -113.1875, 183.25]
[128.625, -113.1875, 183.25]
[106.75, -69.5, 134.4375]
[106.75, -69.5, 134.4375]
[67.25, -12.5, 73.8125]
[27.0625, 52.4375, -8.9375]
[27.0625, 52.4375, -8.9375]
[-9.5625, 110.0625, -90.875]
[-9.5625, 110.0625, -90.875]
[-31.375, 155.6875, -160.1875]
[-31.375, 155.6875, -160.1875]
[-44.0, 178.1875, -209.75]
[-44.0, 178.1875, -209.75]
[-81.75, 173.1875, -236.3125]
[-81.75, 173.1875, -236.3125]
[-124.8125, 149.5625, -241.5]
[-124.8125, 149.5625, -241.5]
[-124.8125, 149.5625, -241.5]
[-124.8125, 120.25, -195.0]
[-124.8125, 120.25, -195.0]
[-124.8125, 120.25, -195.0]
[-75.875, 98.1875, -152.3125]
[-75.875, 98.1875, -152.3125]
[-37.5, 43.5, -102.8125]
[-37.5, 43.5, -102.8125]
[-14.3125, -31.75, -56.0625]
[-14.3125, -31.75, -56.0625]
[1.1875, -113.3125, -33.6875]
[1.1875, -113.3125, -33.6875]
[10.0, -178.375, -17.75]
[22.0, -233.0625, -2.0625]
[22.0, -233.0625, -2.0625]
[22.0, -233.0625, -2.0625]
[-10.375, -289.125, 14.3125]
[-10.375, -289.125, 14.3125]
[-71.125, -332.4375, 16.125]
[-71.125, -332.4375, 16.125]
[-127.5, -362.0625, 8.75]
[-127.5, -362.0625, 8.75]
[-152.875, -377.125, -1.375]
[-171.125, -383.6875, -18.75]
[-171.125, -383.6875, -18.75]
[-177.125, -373.0, -38.5625]
[-177.125, -373.0, -38.5625]
[-153.9375, -334.5, -69.3125]
[-153.9375, -334.5, -69.3125]
[-117.3125, -319.1875, -100.375]
[-117.3125, -319.1875, -100.375]
[-82.9375, -314.0, -102.125]
[-82.9375, -314.0, -102.125]
[-11.5, -284.9375, -81.0625]
[-11.5, -284.9375, -81.0625]
[38.875, -220.875, -35.5]
[38.875, -220.875, -35.5]
