[-33.625, 18.0625, -14.6875]
[-34.375, 20.5625, -12.0]
[-34.375, 20.5625, -12.0]
[-18.0, 24.125, -9.75]
[-18.0, 24.125, -9.75]
[-8.0625, 21.6875, -7.125]
[-8.0625, 21.6875, -7.125]
[-12.1875, 16.9375, -5.8125]
[-12.1875, 16.9375, -5.8125]
[-21.75, 10.9375, 1.3125]
[-21.75, 10.9375, 1.3125]
[-13.9375, 8.0, 5.875]
[-13.9375, 8.0, 5.875]
[0.75, 6.75, 7.625]
[9.8125, 5.875, 5.9375]
[9.8125, 5.875, 5.9375]
[6.4375, 3.125, 3.3125]
[6.4375, 3.125, 3.3125]
[-1.375, -0.375, 4.4375]
[-1.375, -0.375, 4.4375]
[-1.375, -0.375, 4.4375]
[-0.4375, -2.25, 7.8125]
[-0.4375, -2.25, 7.8125]
[10.125, -0.875, 7.625]
[21.6875, 1.375, 7.625]
[21.6875, 1.375, 7.625]
[20.5, -0.875, 7.5625]
[20.5, -0.875, 7.5625]
[14.8125, -4.9375, 11.0]
[14.8125, -4.9375, 11.0]
[14.8125, -4.9375, 11.0]
[18.5, -6.8125, 14.75]
[27.375, -9.6875, 13.4375]
[39.125, -10.0625, 15.0]
[39.125, -10.0625, 15.0]
[39.125, -10.0625, 15.0]
[32.75, -12.875, 16.125]
[23.375, -13.8125, 17.875]
[23.375, -13.8125, 17.875]
[19.0625, -12.9375, 20.125]
[19.0625, -12.9375, 20.125]
[20.0625, -6.125, 24.0]
[20.0625, -6.125, 24.0]
[25.1875, -10.1875, 32.9375]
[25.1875, -10.1875, 32.9375]
[34.375, -15.6875, 39.6875]
[34.375, -15.6875, 39.6875]
[71.4375, -9.375, 45.125]
[71.4375, -9.375, 45.125]
[71.4375, -9.375, 45.125]
[90.0, -8.625, 60.625]
[82.0, -17.125, 75.625]
[82.0, -17.125, 75.625]
[74.8125, -19.0625, 84.75]
[74.8125, -19.0625, 84.75]
[74.8125, -19.0625, 84.75]
[74.8125, -19.0625, 84.75]
[72.4375, 10.5625, 117.3125]
[72.4375, 10.5625, 117.3125]
[79.1875, 21.75, 134.5]
[79.1875, 21.75, 134.5]
[83.25, 30.625, 161.875]
[55.625, 31.8125, 189.75]
[55.625, 31.8125, 189.75]
[41.625, 39.0, 214.4375]
[41.625, 39.0, 214.4375]
[64.875, 53.125, 235.375]
[64.875, 53.125, 235.375]
[89.5625, 55.3125, 243.625]
[89.5625, 55.3125, 243.625]
[68.5, 40.75, 250.5625]
[68.5, 40.75, 250.5625]
[45.8125, 36.0625, 246.1875]
[45.8125, 36.0625, 246.1875]
[58.0625, 39.8125, 231.75]
[58.0625, 39.8125, 231.75]
[70.9375, 40.75, 211.9375]
[70.9375, 40.75, 211.9375]
[64.375, 36.25, 192.5625]
[38.5625, 27.5625, 167.6875]
[38.5625, 27.5625, 167.6875]
[20.75, 17.8125, 136.5]
[20.75, 17.8125, 136.5]
[10.9375, 9.9375, 104.5]
[10.9375, 9.9375, 104.5]
[10.9375, 9.9375, 104.5]
[3.4375, 5.5625, 73.1875]
[3.4375, 5.5625, 73.1875]
[-10.1875, 2.5625, 45.0]
[-10.1875, 2.5625, 45.0]
[-28.5625, -4.9375, 7.625]
[-36.375, -18.25, -30.8125]
[-36.375, -18.25, -30.8125]
[-45.4375, -28.0625, -59.5625]
[-45.4375, -28.0625, -59.5625]
[-76.9375, -36.375, -92.875]
[-76.9375, -36.375, -92.875]
[-83.5625, -38.625, -133.0]
