[-26.5625, 13.6875, -3.5]
[-16.0625, 3.9375, 0.6875]
[-16.0625, 3.9375, 0.6875]
[-7.375, -4.0, 4.5]
[-7.375, -4.0, 4.5]
[-7.375, -4.0, 4.5]
[-5.75, -11.375, 7.9375]
[1.3125, -17.9375, 8.5625]
[1.3125, -17.9375, 8.5625]
[4.9375, -21.375, 7.125]
[10.6875, -19.0625, 6.0]
[10.6875, -19.0625, 6.0]
[10.6875, -19.0625, 6.0]
[9.0, -16.375, 3.75]
[9.0, -16.375, 3.75]
[8.3125, -16.625, 1.5625]
[8.3125, -16.625, 1.5625]
[16.25, -15.125, 3.375]
[25.3125, -11.625, 8.75]
[25.3125, -11.625, 8.75]
[25.3125, -11.625, 8.75]
[29.3125, -11.875, 14.25]
[34.4375, -11.5, 17.4375]
[34.4375, -11.5, 17.4375]
[34.4375, -11.5, 17.4375]
[40.125, -10.75, 16.75]
[44.875, -9.125, 17.5]
[44.875, -9.125, 17.5]
[51.5, -1.875, 20.25]
[51.5, -1.875, 20.25]
[51.5, -1.875, 20.25]
[64.75, 13.75, 24.875]
[64.75, 13.75, 24.875]
[73.5625, 30.75, 30.0625]
[85.9375, 47.8125, 36.0625]
[85.9375, 47.8125, 36.0625]
[100.375, 65.125, 46.75]
[100.375, 65.125, 46.75]
[115.1875, 81.625, 56.875]
[115.1875, 81.625, 56.875]
[131.9375, 101.875, 64.4375]
[131.9375, 101.875, 64.4375]
[142.75, 118.1875, 64.0625]
[142.75, 118.1875, 64.0625]
[142.75, 118.1875, 64.0625]
[152.9375, 125.5625, 56.6875]
[153.75, 129.6875, 45.25]
[153.75, 129.6875, 45.25]
[159.5625, 136.0, 32.125]
[159.5625, 136.0, 32.125]
[155.5, 135.25, 7.3125]
[155.5, 135.25, 7.3125]
[155.5, 135.25, 7.3125]
[136.5625, 128.0625, -19.875]
[116.3125, 113.625, -20.5625]
[116.3125, 113.625, -20.5625]
[96.8125, 97.75, -10.6875]
[96.8125, 97.75, -10.6875]
[96.8125, 97.75, -10.6875]
[49.5625, 75.1875, -19.0625]
[11.0625, 50.625, -30.5625]
[11.0625, 50.625, -30.5625]
[11.375, 35.25, -34.5625]
[11.375, 35.25, -34.5625]
[11.375, 35.25, -34.5625]
[17.9375, 29.5, -32.125]
[16.4375, 23.875, -28.0]
[16.4375, 23.875, -28.0]
[4.5625, 16.4375, -27.4375]
[4.5625, 16.4375, -27.4375]
[4.5625, 16.4375, -27.4375]
