(0, -3, 3, -2, -1, 2, -30, -1, 0)
(-14, -2, -21, -2, -2, -12, -72, -3, 0)
(2, -1, 0, 2, -1, -9, 36, 1, 0)
(4, 3, 16, 6, 1, 7, -1, 4, 0)
(4, 3, 16, 6, 1, 7, -1, 4, 0)
(1, -12, -6, -12, -8, -2, 9, -3, 0)
(1, -12, -6, -12, -8, -2, 9, -3, 0)
(0, -1, 1, 0, -1, -13, -25, -4, 0)
(-2, -1, -1, -4, -4, -1, 40, -3, 0)
(-2, -3, 2, 2, -2, -7, -3, -1, 0)
(5, -5, 0, -6, 1, -3, -23, -5, 0)
(-3, 5, 7, 3, 2, -1, 20, 3, 0)
(-3, 5, 7, 3, 2, -1, 20, 3, 0)
(-5, 5, 7, 7, 8, 26, 45, 3, 0)
(-1, -1, -2, -2, 5, 19, 80, 2, 0)
(4, 2, 4, 5, 7, 55, 68, 7, 0)
(4, 2, 4, 5, 7, 55, 68, 7, 0)
(15, 2, -3, 0, 3, 14, 13, 1, 0)
(15, 2, -3, 0, 3, 14, 13, 1, 0)
(-15, 1, -3, -7, -5, -15, 5, -4, 0)
(0, 1, -2, 0, -5, -20, -33, 0, 0)
(2, 4, -1, 2, -2, -3, -10, 1, 0)
(-1, 7, 0, 4, 0, -2, -11, -6, 0)
(0, 1, -4, -4, -5, -11, -3, -3, 0)
(0, 1, -4, -4, -5, -11, -3, -3, 0)
(-1, 0, 1, 1, -4, -18, 33, 0, 0)
(4, 3, -1, -1, -3, 1, -12, 0, 0)
(18, -1, 1, 3, 0, 1, 1, -1, 0)
(-1, 2, -5, -2, 2, 17, 19, 1, 0)
(-4, -10, 0, -2, -3, -14, -46, 0, 0)
(-10, 1, -1, 0, 1, -6, -4, -2, 0)
(-7, -1, 1, 1, 0, -10, -11, -4, 0)
(37, 10, 4, 2, -2, -22, -43, -1, 0)
(-2, -16, -8, -4, -4, -6, -15, -2, 0)
(-3, 2, -3, -2, 2, 7, -10, -2, 0)
(-38, 2, 0, -2, -2, -5, -24, -4, 0)
(3, -4, 2, 2, -2, -8, 3, 6, 0)
(5, -3, -2, -12, -7, -10, -14, -3, 0)
(-12, 2, 2, 3, 2, 1, -4, 2, 0)
(4, -1, 3, 10, 4, -4, -6, 0, 0)
(-8, -3, -1, 6, -1, 4, 8, -3, 0)
(0, 0, 7, -12, 16, 13, -3, 0, 0)
(10, 9, -14, 10, -9, -7, -7, 1, 0)
(2, 1, 7, 9, -22, -13, -5, -1, 0)
(-1, 5, -5, -3, 16, 11, 7, 4, 0)
(3, -1, -13, 22, 10, 5, -6, -1, 0)
(-4, -14, -6, -31, -13, -17, -2, -7, 0)
(0, -5, -3, 7, -17, -7, -10, -2, 0)
(2, 6, 15, 14, -11, -1, -2, 0, 0)
(19, -4, 10, 1, -37, -35, -12, 1, 0)
(38, -2, -4, 3, 26, 16, 5, -2, 0)
(-5, 4, -6, -12, -6, -4, -5, -2, 0)
(2, 6, 18, -7, -18, -23, -19, -3, 0)
(-4, 0, -2, -15, 6, 3, 0, 1, 0)
(12, 4, -12, -3, -18, -9, -6, 0, 0)
(-10, -11, 31, 53, 22, 14, 5, -2, 0)
(-8, -2, 0, 11, -7, -7, -5, 0, 0)
(-18, 11, -4, -4, 8, 8, 4, 4, 0)
(-1, 4, 32, -8, 6, 6, 2, 4, 0)
(-1, 4, 32, -8, 6, 6, 2, 4, 0)
(4, 1, -4, 0, -7, -8, -5, -4, 0)
(17, 3, -24, -19, 5, 4, 3, 1, 0)
(4, 2, -30, 4, -8, -8, -5, -3, 0)
(2, 0, 3, -9, 3, 2, -1, -2, 0)
(-3, -1, 12, -4, -1, -6, -7, -4, 0)
(-3, -1, 12, -4, -1, -6, -7, -4, 0)
(3, -15, -10, 12, 0, 2, 3, 3, 0)
(1, -15, -30, 7, -4, -9, -8, -5, 0)
(1, 15, 23, -5, -5, -10, -7, -1, 0)
(4, 13, 2, -15, 3, 5, 5, 1, 0)
(4, 13, 2, -15, 3, 5, 5, 1, 0)
(0, 13, -35, 1, -2, -4, -2, -2, 0)
(-3, 4, 116, -1, -6, -2, -1, -5, 0)
(-6, -9, -3, 0, 0, 1, 0, -2, 0)
(-6, -9, -3, 0, 0, 1, 0, -2, 0)
(2, -11, -17, -9, 0, 4, 4, 1, 0)
(2, -11, -17, -9, 0, 4, 4, 1, 0)
(-4, -6, 10, 3, -5, -4, -5, -4, 0)
(-1, 14, -28, -1, 3, -3, -1, -2, 0)
(1, -9, -42, -4, -4, 3, 3, 0, 0)
(2, 7, 19, -9, -7, -3, -3, 0, 0)
(-1, 0, 3, -10, -6, -5, -4, -3, 0)
