[-38.875, 24.25, -4.3125]
[-31.5, 35.375, 8.3125]
[-31.5, 35.375, 8.3125]
[-26.875, 42.3125, 8.6875]
[-26.875, 42.3125, 8.6875]
[-34.75, 34.4375, 3.0625]
[-34.75, 34.4375, 3.0625]
[-27.5625, 24.25, 0.0625]
[-27.5625, 24.25, 0.0625]
[-15.0, 18.5, -2.3125]
[-15.0, 18.5, -2.3125]
[-7.375, 12.625, -1.6875]
[-7.375, 12.625, -1.6875]
[-3.9375, 5.6875, 0.4375]
[-3.9375, 5.6875, 0.4375]
[-5.0625, 0.1875, 1.5]
[0.5, -2.875, 4.625]
[0.5, -2.875, 4.625]
[10.375, -5.3125, 5.0625]
[10.375, -5.3125, 5.0625]
[16.1875, -6.0, 1.8125]
[16.1875, -6.0, 1.8125]
[12.375, -6.0, 0.5625]
[12.375, -6.0, 0.5625]
[12.375, -6.0, 0.5625]
[13.8125, -5.0625, 1.9375]
[13.375, -7.25, 4.125]
[13.375, -7.25, 4.125]
[15.375, -11.0625, 5.5625]
[15.375, -11.0625, 5.5625]
[15.375, -11.0625, 5.5625]
[15.375, -11.0625, 5.5625]
[20.25, -15.5625, 1.9375]
[20.25, -15.5625, 1.9375]
[20.5, -15.5625, 5.5]
[20.5, -15.5625, 5.5]
[20.375, -12.0625, 9.875]
[23.125, -5.5, 14.375]
[23.125, -5.5, 14.375]
[23.125, -5.5, 14.375]
[30.125, 1.3125, 19.5625]
[36.0625, 3.8125, 27.0]
[36.0625, 3.8125, 27.0]
[40.8125, 0.375, 38.1875]
[40.8125, 0.375, 38.1875]
[40.8125, 0.375, 38.1875]
[52.625, 3.875, 49.25]
[68.6875, 13.5, 56.0625]
[68.6875, 13.5, 56.0625]
[87.375, 24.0, 69.9375]
[87.375, 24.0, 69.9375]
[90.625, 28.5625, 91.125]
[90.625, 28.5625, 91.125]
[77.3125, 32.0625, 119.6875]
[77.3125, 32.0625, 119.6875]
[69.3125, 37.25, 146.8125]
[69.3125, 37.25, 146.8125]
[84.75, 52.6875, 177.625]
[84.75, 52.6875, 177.625]
[108.0625, 69.1875, 200.5]
[108.0625, 69.1875, 200.5]
[91.25, 73.5, 209.5]
[91.25, 73.5, 209.5]
[66.25, 70.9375, 225.4375]
[66.25, 70.9375, 225.4375]
[59.0625, 69.5, 231.25]
[59.0625, 69.5, 231.25]
[63.1875, 69.0625, 224.625]
[63.1875, 69.0625, 224.625]
[72.625, 69.875, 209.5]
[72.625, 69.875, 209.5]
[64.0625, 67.0, 187.5625]
[64.0625, 67.0, 187.5625]
[43.375, 54.625, 168.25]
[43.375, 54.625, 168.25]
[20.875, 41.1875, 144.625]
[20.875, 41.1875, 144.625]
[3.25, 33.0625, 111.5625]
[-2.125, 25.0, 80.875]
[-2.125, 25.0, 80.875]
[-2.125, 25.0, 80.875]
[-18.625, 10.0, 50.25]
[-18.625, 10.0, 50.25]
[-55.1875, -13.9375, 8.125]
[-55.1875, -13.9375, 8.125]
[-70.5625, -37.1875, -32.5625]
[-70.5625, -37.1875, -32.5625]
[-70.0, -59.3125, -73.125]
[-70.0, -59.3125, -73.125]
[-87.5625, -84.625, -117.625]
[-87.5625, -84.625, -117.625]
[-120.8125, -99.875, -159.4375]
[-120.8125, -99.875, -159.4375]
[-125.0, -98.25, -204.0625]
[-125.0, -98.25, -204.0625]
[-117.875, -87.0625, -254.75]
[-117.875, -87.0625, -254.75]
[-130.25, -81.4375, -293.1875]
[-130.25, -81.4375, -293.1875]
[-147.4375, -87.6875, -321.0625]
[-147.4375, -87.6875, -321.0625]
[-136.3125, -89.9375, -329.4375]
[-136.3125, -89.9375, -329.4375]
[-75.625, -80.3125, -324.0]
[-75.625, -80.3125, -324.0]
[-38.25, -75.625, -309.125]
[-38.25, -75.625, -309.125]
[5.3125, -74.0, -263.4375]
[5.3125, -74.0, -263.4375]
[52.875, -73.75, -220.9375]
[52.875, -73.75, -220.9375]
[63.25, -63.5625, -146.875]
[63.25, -63.5625, -146.875]
[24.9375, -43.5, -72.75]
[24.9375, -43.5, -72.75]
[-16.125, -24.4375, -25.125]
[-16.125, -24.4375, -25.125]
[-35.6875, -3.9375, 10.0625]
[-35.6875, -3.9375, 10.0625]
[-25.0625, 10.3125, 31.25]
[-25.0625, 10.3125, 31.25]
[-9.75, 15.9375, 42.1875]
[-9.75, 15.9375, 42.1875]
[-5.8125, 19.625, 45.6875]
[-5.8125, 19.625, 45.6875]
[-3.125, 23.5, 43.4375]
[8.6875, 26.5, 40.25]
[8.6875, 26.5, 40.25]
[6.0625, 28.9375, 39.0625]
[6.0625, 28.9375, 39.0625]
