[-17.625, 5.0, -1.4375]
[-10.75, 4.3125, -5.4375]
[-2.375, 4.0, -5.5625]
[-2.375, 4.0, -5.5625]
[-2.375, 4.0, -5.5625]
[-4.75, 0.875, -2.1875]
[-4.75, 0.875, -2.1875]
[-6.8125, -2.125, 1.6875]
[-3.75, -2.3125, 2.75]
[-3.75, -2.3125, 2.75]
[2.9375, -0.875, 1.75]
[2.9375, -0.875, 1.75]
[5.25, -0.375, 0.625]
[5.25, -0.375, 0.625]
[2.375, -1.25, 0.25]
[2.375, -1.25, 0.25]
[-1.75, -1.6875, 1.125]
[-1.75, -1.6875, 1.125]
[0.25, -0.875, 2.6875]
[0.25, -0.875, 2.6875]
[5.1875, 0.625, 2.75]
[5.1875, 0.625, 2.75]
[7.25, 0.0625, 2.1875]
[7.25, 0.0625, 2.1875]
[3.125, -2.3125, 0.9375]
[3.125, -2.3125, 0.9375]
[0.5, -5.375, 0.3125]
[0.5, -5.375, 0.3125]
[4.4375, -7.0625, -1.3125]
[4.4375, -7.0625, -1.3125]
[11.0, -10.5625, 0.9375]
[11.0, -10.5625, 0.9375]
[11.0, -10.5625, 0.9375]
[11.0, -10.5625, 0.9375]
[17.0625, -16.0625, 3.8125]
[17.0625, -16.0625, 3.8125]
[32.0625, -23.0625, 7.75]
[32.0625, -23.0625, 7.75]
[39.3125, -23.9375, 9.4375]
[39.3125, -23.9375, 9.4375]
[41.3125, -23.125, 12.1875]
[41.3125, -23.125, 12.1875]
[41.5, -19.625, 15.0]
[41.5, -19.625, 15.0]
[47.0625, -13.875, 22.0625]
[47.0625, -13.875, 22.0625]
[56.875, -4.4375, 30.5625]
[56.875, -4.4375, 30.5625]
[56.875, -4.4375, 30.5625]
[82.0625, 39.75, 53.625]
[82.0625, 39.75, 53.625]
[88.1875, 68.0, 68.75]
[88.1875, 68.0, 68.75]
[92.625, 102.5, 87.5625]
[92.625, 102.5, 87.5625]
[111.625, 135.9375, 108.5]
[111.625, 135.9375, 108.5]
[111.625, 135.9375, 108.5]
[134.0625, 168.6875, 132.375]
[138.125, 197.875, 148.1875]
[138.125, 197.875, 148.1875]
[130.625, 221.9375, 163.9375]
[130.625, 221.9375, 163.9375]
[118.4375, 239.8125, 180.3125]
[118.4375, 239.8125, 180.3125]
[104.375, 247.5625, 186.0]
[104.375, 247.5625, 186.0]
[96.0625, 250.875, 186.8125]
[96.0625, 250.875, 186.8125]
[102.5, 249.25, 179.1875]
[102.5, 249.25, 179.1875]
[112.6875, 239.3125, 160.3125]
[112.6875, 239.3125, 160.3125]
[117.875, 222.5, 132.75]
[117.875, 222.5, 132.75]
[110.625, 201.4375, 110.0625]
[110.625, 201.4375, 110.0625]
[94.75, 177.625, 85.375]
[94.75, 177.625, 85.375]
[80.75, 154.625, 59.8125]
[80.75, 154.625, 59.8125]
[73.5, 136.25, 33.375]
[73.5, 136.25, 33.375]
[61.6875, 114.625, 1.0625]
[61.6875, 114.625, 1.0625]
[42.5, 90.125, -34.875]
[42.5, 90.125, -34.875]
[26.75, 64.875, -71.1875]
[26.75, 64.875, -71.1875]
[15.0, 39.0, -112.375]
[15.0, 39.0, -112.375]
[-4.375, 12.5, -158.125]
