[0.60205078125, -0.765625, 0.18310546875]
[0.59375, -0.75537109375, 0.18994140625]
[0.59375, -0.75537109375, 0.18994140625]
[0.60009765625, -0.76171875, 0.2080078125]
[0.60009765625, -0.76171875, 0.2080078125]
[0.5966796875, -0.75048828125, 0.2216796875]
[0.60546875, -0.75244140625, 0.232421875]
[0.60546875, -0.75244140625, 0.232421875]
[0.60546875, -0.75244140625, 0.232421875]
[0.60009765625, -0.74609375, 0.23095703125]
[0.60009765625, -0.74609375, 0.23095703125]
[0.587890625, -0.7548828125, 0.24169921875]
[0.580078125, -0.7666015625, 0.2470703125]
[0.580078125, -0.7666015625, 0.2470703125]
[0.58544921875, -0.751953125, 0.251953125]
[0.58544921875, -0.751953125, 0.251953125]
[0.5732421875, -0.72314453125, 0.24462890625]
[0.56494140625, -0.70751953125, 0.23779296875]
[0.56494140625, -0.70751953125, 0.23779296875]
[0.572265625, -0.72705078125, 0.2353515625]
[0.572265625, -0.72705078125, 0.2353515625]
[0.572265625, -0.72705078125, 0.2353515625]
[0.58984375, -0.734375, 0.21630859375]
[0.60400390625, -0.759765625, 0.203125]
[0.60400390625, -0.759765625, 0.203125]
[0.60400390625, -0.759765625, 0.203125]
[0.6044921875, -0.7763671875, 0.20556640625]
[0.59716796875, -0.78076171875, 0.197265625]
[0.59716796875, -0.78076171875, 0.197265625]
[0.59716796875, -0.78076171875, 0.197265625]
[0.5888671875, -0.7783203125, 0.20556640625]
[0.57421875, -0.77490234375, 0.197265625]
[0.57421875, -0.77490234375, 0.197265625]
[0.5732421875, -0.775390625, 0.20703125]
[0.5732421875, -0.775390625, 0.20703125]
[0.57763671875, -0.75732421875, 0.19677734375]
[0.57763671875, -0.75732421875, 0.19677734375]
[0.58837890625, -0.7392578125, 0.2001953125]
[0.58837890625, -0.7392578125, 0.2001953125]
[0.6064453125, -0.7587890625, 0.20703125]
[0.6064453125, -0.7587890625, 0.20703125]
[0.61474609375, -0.77734375, 0.1962890625]
[0.61474609375, -0.77734375, 0.1962890625]
[0.6259765625, -0.771484375, 0.18359375]
[0.63525390625, -0.76708984375, 0.18798828125]
[0.63525390625, -0.76708984375, 0.18798828125]
[0.63525390625, -0.76708984375, 0.18798828125]
[0.64013671875, -0.76904296875, 0.19384765625]
[0.64013671875, -0.76904296875, 0.19384765625]
[0.64453125, -0.77783203125, 0.2109375]
[0.64453125, -0.77783203125, 0.2109375]
[0.6455078125, -0.76904296875, 0.2099609375]
[0.6455078125, -0.76904296875, 0.2099609375]
[0.64501953125, -0.7548828125, 0.2060546875]
[0.64501953125, -0.7548828125, 0.2060546875]
[0.6337890625, -0.75390625, 0.2080078125]
[0.6181640625, -0.74951171875, 0.2021484375]
[0.6181640625, -0.74951171875, 0.2021484375]
[0.6181640625, -0.74951171875, 0.2021484375]
[0.61181640625, -0.76123046875, 0.1953125]
[0.59716796875, -0.76806640625, 0.19384765625]
[0.59716796875, -0.76806640625, 0.19384765625]
[0.5830078125, -0.77587890625, 0.20068359375]
[0.5830078125, -0.77587890625, 0.20068359375]
[0.56640625, -0.7685546875, 0.2060546875]
[0.56640625, -0.7685546875, 0.2060546875]
[0.56640625, -0.7685546875, 0.2060546875]
[0.56640625, -0.7822265625, 0.220703125]
[0.57763671875, -0.7802734375, 0.2216796875]
[0.57763671875, -0.7802734375, 0.2216796875]
[0.58203125, -0.77197265625, 0.2236328125]
[0.58203125, -0.77197265625, 0.2236328125]
[0.56982421875, -0.78515625, 0.2255859375]
[0.56982421875, -0.78515625, 0.2255859375]
[0.564453125, -0.77587890625, 0.2265625]
[0.564453125, -0.77587890625, 0.2265625]
[0.57568359375, -0.77685546875, 0.22998046875]
[0.57568359375, -0.77685546875, 0.22998046875]
[0.57568359375, -0.77685546875, 0.22998046875]
[0.57763671875, -0.77783203125, 0.234375]
[0.57763671875, -0.77783203125, 0.234375]
[0.57763671875, -0.77783203125, 0.234375]
[0.57373046875, -0.77783203125, 0.24072265625]
[0.57373046875, -0.77783203125, 0.24072265625]
[0.572265625, -0.77783203125, 0.23779296875]
[0.5732421875, -0.77734375, 0.23486328125]
[0.5732421875, -0.77734375, 0.23486328125]
[0.5732421875, -0.77734375, 0.23486328125]
[0.564453125, -0.7822265625, 0.2412109375]
[0.564453125, -0.7822265625, 0.2412109375]
[0.5625, -0.787109375, 0.234375]
[0.5625, -0.787109375, 0.234375]
[0.55810546875, -0.78662109375, 0.2412109375]
[0.56494140625, -0.783203125, 0.24560546875]
[0.56494140625, -0.783203125, 0.24560546875]
[0.56494140625, -0.783203125, 0.24560546875]
[0.5615234375, -0.7763671875, 0.23828125]
[0.5595703125, -0.7734375, 0.24169921875]
[0.5595703125, -0.7734375, 0.24169921875]
[0.56298828125, -0.7763671875, 0.24267578125]
[0.56298828125, -0.7763671875, 0.24267578125]
[0.56884765625, -0.77734375, 0.24072265625]
[0.56884765625, -0.77734375, 0.24072265625]
[0.57666015625, -0.787109375, 0.23974609375]
[0.57666015625, -0.787109375, 0.23974609375]
[0.58349609375, -0.7900390625, 0.23583984375]
[0.58349609375, -0.7900390625, 0.23583984375]
[0.5791015625, -0.79248046875, 0.2314453125]
[0.5791015625, -0.79248046875, 0.2314453125]
[0.57275390625, -0.7744140625, 0.22607421875]
[0.57275390625, -0.7744140625, 0.22607421875]
[0.5712890625, -0.775390625, 0.22314453125]
[0.5712890625, -0.775390625, 0.22314453125]
[0.5771484375, -0.765625, 0.2294921875]
