[-7.0, 11.8125, -7.75]
[-11.0625, -10.9375, -1.875]
[-11.0625, -10.9375, -1.875]
[-11.0625, -10.9375, -1.875]
[-7.3125, -10.5, 2.9375]
[4.6875, -10.1875, 3.875]
[4.6875, -10.1875, 3.875]
[8.75, -13.25, 6.1875]
[8.75, -13.25, 6.1875]
[6.5625, -14.375, 4.125]
[6.5625, -14.375, 4.125]
[7.1875, -12.1875, 3.625]
[7.1875, -12.1875, 3.625]
[6.875, -9.4375, 2.4375]
[6.875, -9.4375, 2.4375]
[8.25, -8.3125, 1.625]
[8.25, -8.3125, 1.625]
[8.25, -8.3125, 1.625]
[5.0, -9.25, 2.6875]
[5.0, -9.25, 2.6875]
[5.0, -9.25, 2.6875]
[3.5625, -8.75, 4.8125]
[3.5625, -8.75, 4.8125]
[3.5625, -8.75, 4.8125]
[6.6875, -13.375, 6.6875]
[6.6875, -13.375, 6.6875]
[6.6875, -13.375, 6.6875]
[12.3125, -15.75, 5.5]
[12.3125, -15.75, 5.5]
[15.6875, -18.5, 8.3125]
[13.0625, -20.9375, 9.6875]
[13.0625, -20.9375, 9.6875]
[16.0, -17.5, 12.875]
[16.0, -17.5, 12.875]
[26.9375, -15.875, 26.875]
[26.9375, -15.875, 26.875]
[42.375, -12.75, 45.375]
[42.375, -12.75, 45.375]
[67.6875, 2.25, 74.625]
[67.6875, 2.25, 74.625]
[110.5625, 29.0, 113.5]
[110.5625, 29.0, 113.5]
[152.875, 64.5625, 152.6875]
[152.875, 64.5625, 152.6875]
[151.0625, 97.4375, 188.375]
[151.0625, 97.4375, 188.375]
[159.5625, 127.5625, 238.5625]
[159.5625, 127.5625, 238.5625]
[174.3125, 147.625, 261.8125]
[174.3125, 147.625, 261.8125]
[170.9375, 159.3125, 278.4375]
[170.9375, 159.3125, 278.4375]
[167.875, 166.875, 298.125]
[186.6875, 174.1875, 292.75]
[186.6875, 174.1875, 292.75]
[186.6875, 174.1875, 292.75]
[190.3125, 173.3125, 271.8125]
[190.3125, 173.3125, 271.8125]
[173.125, 152.8125, 246.375]
[173.125, 152.8125, 246.375]
[146.4375, 132.6875, 212.625]
[129.0625, 117.5, 178.8125]
[129.0625, 117.5, 178.8125]
[129.0625, 117.5, 178.8125]
[123.8125, 101.6875, 139.0]
[123.8125, 101.6875, 139.0]
[111.375, 84.375, 100.0]
[85.6875, 63.5625, 66.875]
[85.6875, 63.5625, 66.875]
[53.875, 43.875, 40.4375]
[53.875, 43.875, 40.4375]
[41.25, 27.375, 15.0]
[41.25, 27.375, 15.0]
[27.75, 13.25, -17.9375]
[27.75, 13.25, -17.9375]
[9.125, 2.125, -51.4375]
[9.125, 2.125, -51.4375]
[-0.5, -9.5, -87.8125]
[-0.5, -9.5, -87.8125]
[-20.0625, -25.5, -132.0]
[-20.0625, -25.5, -132.0]
[-35.6875, -41.3125, -182.6875]
[-35.6875, -41.3125, -182.6875]
[-48.5625, -51.8125, -242.5]
[-48.5625, -51.8125, -242.5]
[-62.0625, -61.0625, -311.6875]
[-62.0625, -61.0625, -311.6875]
[-77.0, -72.5, -386.5625]
[-77.0, -72.5, -386.5625]
[-94.5625, -96.125, -470.9375]
[-94.5625, -96.125, -470.9375]
