[-11.0, 3.125, -4.6875]
[-17.1875, -0.8125, -3.0625]
[-17.1875, -0.8125, -3.0625]
[-17.1875, -0.8125, -3.0625]
[-18.1875, -2.375, -0.8125]
[-15.5625, -2.25, -2.0]
[-15.5625, -2.25, -2.0]
[-7.9375, -0.3125, -4.375]
[-7.9375, -0.3125, -4.375]
[-7.25, 1.5625, -4.375]
[-7.25, 1.5625, -4.375]
[-12.875, -1.0, -0.875]
[-12.875, -1.0, -0.875]
[-8.5625, -3.0, 0.9375]
[-8.5625, -3.0, 0.9375]
[-0.6875, -2.375, 3.0]
[-0.6875, -2.375, 3.0]
[-0.6875, -2.375, 3.0]
[2.875, -1.1875, 4.5]
[5.5625, 0.625, 5.0]
[5.5625, 0.625, 5.0]
[2.25, -0.5, 6.25]
[2.25, -0.5, 6.25]
[-0.5, -1.0, 4.6875]
[-0.25, -1.125, 3.25]
[-0.25, -1.125, 3.25]
[-0.25, -1.125, 3.25]
[-0.25, -1.125, 3.25]
[0.875, -3.1875, 1.5625]
[1.25, -5.75, 2.5625]
[1.8125, -9.25, 3.375]
[1.8125, -9.25, 3.375]
[1.8125, -9.25, 3.375]
[3.9375, -12.6875, 4.25]
[3.9375, -12.6875, 4.25]
[8.25, -16.875, 4.3125]
[18.8125, -18.4375, 6.0625]
[18.8125, -18.4375, 6.0625]
[18.8125, -18.4375, 6.0625]
[25.125, -16.625, 9.0625]
[25.125, -16.625, 9.0625]
[22.75, -8.0, 11.125]
[19.5625, 4.3125, 14.9375]
[19.5625, 4.3125, 14.9375]
[8.875, 13.9375, 23.5625]
[8.875, 13.9375, 23.5625]
[8.875, 13.9375, 23.5625]
[10.4375, 23.125, 41.1875]
[48.9375, 40.1875, 61.75]
[48.9375, 40.1875, 61.75]
[93.875, 61.6875, 76.0]
[93.875, 61.6875, 76.0]
[93.875, 61.6875, 76.0]
[119.1875, 85.625, 93.4375]
[117.75, 105.625, 116.375]
[117.75, 105.625, 116.375]
[71.5625, 134.25, 140.75]
[71.5625, 134.25, 140.75]
[5.0, 167.625, 155.5625]
[5.0, 167.625, 155.5625]
[-83.3125, 170.1875, 140.5]
