[-55.0625, -5.3125, -24.75]
[-17.4375, 20.5, 2.75]
[-18.875, 20.5, -3.3125]
[-18.875, 20.5, -3.3125]
[-16.125, 14.25, -3.75]
[-16.125, 14.25, -3.75]
[-7.125, 7.75, -2.5625]
[-7.125, 7.75, -2.5625]
[-7.125, 7.75, -2.5625]
[-0.25, 1.6875, -1.0]
[6.5625, -3.5, 0.9375]
[6.5625, -3.5, 0.9375]
[18.375, -7.75, 1.25]
[18.375, -7.75, 1.25]
[25.5, -13.375, 0.375]
[25.5, -13.375, 0.375]
[29.4375, -19.625, 0.0625]
[29.4375, -19.625, 0.0625]
[35.0625, -24.625, -0.0625]
[35.0625, -24.625, -0.0625]
[44.6875, -26.0625, -1.375]
[44.6875, -26.0625, -1.375]
[53.75, -25.75, -2.375]
[53.75, -25.75, -2.375]
[61.4375, -20.0625, -3.25]
[61.4375, -20.0625, -3.25]
[66.875, -3.125, 0.0]
[66.875, -3.125, 0.0]
[70.6875, 23.5625, 8.8125]
[70.6875, 23.5625, 8.8125]
[84.5, 58.625, 17.9375]
[84.5, 58.625, 17.9375]
[97.0, 91.9375, 31.0]
[97.0, 91.9375, 31.0]
[95.0625, 114.9375, 50.625]
[95.9375, 141.0, 84.0625]
[95.9375, 141.0, 84.0625]
[95.9375, 141.0, 84.0625]
[90.1875, 166.0625, 120.4375]
[90.1875, 166.0625, 120.4375]
[83.1875, 191.5, 146.1875]
[83.1875, 191.5, 146.1875]
[96.875, 207.3125, 162.5625]
[96.875, 207.3125, 162.5625]
[98.625, 209.1875, 181.0]
[98.625, 209.1875, 181.0]
[90.9375, 208.625, 190.4375]
[90.9375, 208.625, 190.4375]
[99.0, 207.9375, 197.875]
[99.0, 207.9375, 197.875]
[95.1875, 197.9375, 197.0]
[95.1875, 197.9375, 197.0]
[81.0, 179.4375, 179.375]
[81.0, 179.4375, 179.375]
[74.0, 161.6875, 155.3125]
[74.0, 161.6875, 155.3125]
[59.75, 142.875, 135.6875]
[59.75, 142.875, 135.6875]
[24.4375, 118.5, 109.5625]
[24.4375, 118.5, 109.5625]
[3.5, 93.0625, 79.8125]
[3.5, 93.0625, 79.8125]
[-0.5625, 71.375, 50.9375]
[-0.5625, 71.375, 50.9375]
[1.125, 52.125, 20.5]
[-13.3125, 28.5, -16.5625]
[-13.3125, 28.5, -16.5625]
[-13.3125, 28.5, -16.5625]
[-30.4375, 4.625, -52.6875]
[-30.4375, 4.625, -52.6875]
[-43.6875, -16.25, -88.6875]
[-52.9375, -32.1875, -124.625]
[-52.9375, -32.1875, -124.625]
[-52.9375, -47.6875, -163.4375]
[-52.9375, -47.6875, -163.4375]
[-52.9375, -47.6875, -163.4375]
[-58.5, -64.4375, -201.1875]
[-58.5, -64.4375, -201.1875]
[-74.6875, -78.6875, -235.625]
[-92.125, -88.0, -267.8125]
[-92.125, -88.0, -267.8125]
[-92.125, -88.0, -267.8125]
[-117.375, -83.8125, -292.5]
[-117.375, -83.8125, -292.5]
[-160.375, -70.5, -299.4375]
[-197.875, -48.9375, -289.25]
[-197.875, -48.9375, -289.25]
[-182.5625, -22.1875, -286.1875]
[-182.5625, -22.1875, -286.1875]
[-124.5625, 12.8125, -287.625]
[-124.5625, 12.8125, -287.625]
[-3.5625, 1.75, -186.4375]
[-3.5625, 1.75, -186.4375]
[-3.5625, 1.75, -186.4375]
[8.125, -5.0, -134.6875]
[-59.875, -3.375, -86.875]
[-59.875, -3.375, -86.875]
[-59.875, -3.375, -86.875]
[-59.875, -3.375, -86.875]
[29.4375, -5.1875, -18.75]
[29.4375, -5.1875, -18.75]
[83.6875, -6.75, 3.25]
[83.6875, -6.75, 3.25]
[47.875, -11.0, 14.6875]
[47.875, -11.0, 14.6875]
[14.4375, -9.4375, 16.8125]
[14.4375, -9.4375, 16.8125]
[10.25, -6.5, 13.4375]
[12.5625, -4.4375, 8.0625]
[12.5625, -4.4375, 8.0625]
[12.5625, -4.4375, 8.0625]
[12.875, -3.4375, 3.75]
[15.6875, -2.375, 4.5]
[15.6875, -2.375, 4.5]
[13.5, -2.4375, 7.75]
[13.5, -2.4375, 7.75]
[7.0625, -2.375, 9.5625]
[7.0625, -2.375, 9.5625]
[7.375, -1.4375, 13.625]
[7.375, -1.4375, 13.625]
[19.6875, 0.4375, 17.9375]
[19.6875, 0.4375, 17.9375]
[23.4375, 0.125, 24.75]
[23.4375, 0.125, 24.75]
[25.0625, -0.5625, 32.6875]
[25.0625, -0.5625, 32.6875]
[31.25, -3.4375, 40.25]
[31.25, -3.4375, 40.25]
[44.5625, -7.125, 48.75]
[44.5625, -7.125, 48.75]
[54.875, -12.9375, 58.625]
[54.875, -12.9375, 58.625]
[61.4375, -19.1875, 65.25]
[61.4375, -19.1875, 65.25]
[72.4375, -27.1875, 66.375]
[72.4375, -27.1875, 66.375]
[78.4375, -37.3125, 65.25]
[82.4375, -45.5625, 62.5]
[82.4375, -45.5625, 62.5]
[82.4375, -45.5625, 62.5]
[77.9375, -55.3125, 60.6875]
[70.75, -65.0, 57.0]
[70.75, -65.0, 57.0]
[65.8125, -71.6875, 49.0625]
[65.8125, -71.6875, 49.0625]
[60.75, -77.0625, 38.8125]
[60.75, -77.0625, 38.8125]
[55.375, -83.25, 31.0]
[55.375, -83.25, 31.0]
[42.375, -92.4375, 23.8125]
[42.375, -92.4375, 23.8125]
[25.0, -100.1875, 16.5]
[25.0, -100.1875, 16.5]
[25.0, -100.1875, 16.5]
[14.0, -107.5, 7.3125]
[4.6875, -109.25, -1.8125]
[4.6875, -109.25, -1.8125]
[-10.75, -107.625, -9.625]
[-10.75, -107.625, -9.625]
[-23.9375, -102.5, -17.8125]
[-30.25, -95.9375, -23.875]
[-30.25, -95.9375, -23.875]
[-30.25, -95.9375, -23.875]
[-32.6875, -90.25, -26.4375]
[-32.6875, -90.25, -26.4375]
[-46.625, -86.5625, -28.9375]
[-46.625, -86.5625, -28.9375]
[-62.875, -77.1875, -29.0]
[-62.875, -77.1875, -29.0]
[-64.8125, -65.3125, -29.1875]
[-64.8125, -65.3125, -29.1875]
[-57.3125, -48.4375, -26.875]
[-57.3125, -48.4375, -26.875]
[-54.25, -34.3125, -22.0]
[-53.625, -22.0625, -18.125]
[-53.625, -22.0625, -18.125]
[-57.25, -11.6875, -13.3125]
[-57.25, -11.6875, -13.3125]
[-58.1875, -0.5, -7.8125]
[-58.1875, -0.5, -7.8125]
[-51.8125, 8.125, -3.625]
[-51.8125, 8.125, -3.625]
[-51.8125, 8.125, -3.625]
[-44.375, 11.25, -0.3125]
[-42.75, 12.0, 3.4375]
[-38.0, 14.0, 6.6875]
[-38.0, 14.0, 6.6875]
[-38.0, 14.0, 6.6875]
[-32.0625, 16.1875, 6.25]
[-32.0625, 16.1875, 6.25]
[-28.5, 14.8125, 3.3125]
[-27.3125, 11.625, -0.25]
[-27.3125, 11.625, -0.25]
[-21.6875, 8.25, -1.6875]
[-21.6875, 8.25, -1.6875]
[-26.0625, -1.5, 1.125]
[-26.0625, -1.5, 1.125]
[-28.0625, -4.75, 3.5625]
[-28.0625, -4.75, 3.5625]
[-16.75, 7.9375, 0.9375]
[-16.75, 7.9375, 0.9375]
[-12.5625, 17.3125, -2.375]
[-10.375, 10.75, -4.25]
[-4.75, 1.4375, -2.125]
[-4.75, 1.4375, -2.125]
[-4.75, 1.4375, -2.125]
[11.0625, -3.0625, -0.375]
[11.0625, -3.0625, -0.375]
[23.3125, -8.875, 2.625]
[29.375, -14.0, 2.875]
[29.375, -14.0, 2.875]
[29.375, -14.0, 2.875]
[32.0625, -18.0, 1.9375]
[32.0625, -18.0, 1.9375]
[39.125, -21.25, 1.4375]
[51.6875, -22.8125, 3.125]
[51.6875, -22.8125, 3.125]
[58.375, -19.8125, 5.25]
[58.375, -19.8125, 5.25]
[58.375, -19.8125, 5.25]
[58.375, -19.8125, 5.25]
[60.6875, 13.5, 19.125]
[60.6875, 13.5, 19.125]
[69.875, 39.1875, 32.375]
[69.875, 39.1875, 32.375]
[69.875, 39.1875, 32.375]
[76.9375, 65.6875, 54.3125]
[90.1875, 90.1875, 78.6875]
[90.1875, 90.1875, 78.6875]
[76.75, 115.6875, 101.5]
[76.75, 115.6875, 101.5]
[76.75, 115.6875, 101.5]
[88.375, 143.5, 131.0625]
[106.125, 165.125, 154.4375]
[106.125, 165.125, 154.4375]
[103.5, 179.5, 166.0]
[103.5, 179.5, 166.0]
[103.5, 179.5, 166.0]
[75.125, 184.75, 175.0]
[75.125, 184.75, 175.0]
[75.125, 184.75, 175.0]
[74.0625, 187.6875, 166.875]
[74.0625, 187.6875, 166.875]
[80.375, 185.5625, 155.1875]
[80.375, 185.5625, 155.1875]
[69.0, 174.6875, 137.9375]
[69.0, 174.6875, 137.9375]
[40.6875, 156.8125, 115.5625]
[40.6875, 156.8125, 115.5625]
[29.0, 139.5, 94.4375]
[29.0, 139.5, 94.4375]
[19.375, 119.5625, 71.1875]
[11.8125, 100.6875, 43.875]
[11.8125, 100.6875, 43.875]
[11.8125, 100.6875, 43.875]
[8.1875, 76.5625, 12.375]
[-8.0625, 49.5, -26.625]
[-8.0625, 49.5, -26.625]
[-26.6875, 24.3125, -66.9375]
[-26.6875, 24.3125, -66.9375]
[-26.6875, 24.3125, -66.9375]
[-31.5625, 0.5625, -100.6875]
[-31.125, -17.875, -136.75]
[-31.125, -17.875, -136.75]
[-44.125, -38.8125, -173.1875]
[-44.125, -38.8125, -173.1875]
[-44.125, -38.8125, -173.1875]
[-56.125, -55.125, -208.1875]
[-84.125, -60.9375, -237.6875]
[-84.125, -60.9375, -237.6875]
[-116.6875, -54.5, -265.3125]
[-116.6875, -54.5, -265.3125]
[-116.6875, -54.5, -265.3125]
[-131.625, -39.5, -275.5625]
[-133.0, -38.625, -295.6875]
[-133.0, -38.625, -295.6875]
[-144.125, -54.4375, -286.5625]
[-144.125, -54.4375, -286.5625]
[-119.9375, -25.25, -274.4375]
[-119.9375, -25.25, -274.4375]
[8.0, -12.0625, -190.5625]
[51.8125, -16.0, -180.75]
[51.8125, -16.0, -180.75]
[51.8125, -16.0, -180.75]
[-86.25, -1.4375, -125.75]
[-110.875, 6.1875, -99.1875]
[-110.875, 6.1875, -99.1875]
[-110.875, 6.1875, -99.1875]
[-19.9375, -4.875, -80.5625]
[-19.9375, -4.875, -80.5625]
[20.1875, -9.375, -56.625]
[34.8125, -4.8125, -25.75]
[34.8125, -4.8125, -25.75]
[34.8125, -4.8125, -25.75]
[26.25, -2.5, 1.875]
[26.25, -2.5, 1.875]
[8.1875, -3.125, 14.3125]
[8.1875, -3.125, 14.3125]
[-4.5625, -1.75, 17.0625]
[3.9375, 0.25, 13.9375]
[3.9375, 0.25, 13.9375]
[3.9375, 0.25, 13.9375]
[3.9375, 0.25, 13.9375]
[16.625, 0.125, 12.0]
[16.625, 0.125, 12.0]
[18.4375, -1.0625, 16.125]
[18.4375, -1.0625, 16.125]
[18.4375, -1.0625, 16.125]
[27.875, -2.1875, 20.75]
[41.125, -4.1875, 28.75]
[41.125, -4.1875, 28.75]
[54.4375, -7.625, 40.25]
[54.4375, -7.625, 40.25]
[54.4375, -7.625, 40.25]
[66.3125, -11.8125, 53.75]
[78.125, -18.875, 67.0625]
[78.125, -18.875, 67.0625]
[92.5625, -26.8125, 83.1875]
[92.5625, -26.8125, 83.1875]
[107.625, -36.875, 96.1875]
[107.625, -36.875, 96.1875]
[107.625, -36.875, 96.1875]
[110.5, -54.3125, 99.1875]
[110.5, -54.3125, 99.1875]
[110.5, -54.3125, 99.1875]
[95.6875, -62.6875, 96.9375]
[95.6875, -62.6875, 96.9375]
[87.0, -70.0625, 90.9375]
[87.0, -70.0625, 90.9375]
[80.5625, -79.125, 84.6875]
[80.5625, -79.125, 84.6875]
[68.4375, -89.1875, 75.0]
[49.75, -96.4375, 62.0]
[49.75, -96.4375, 62.0]
[34.625, -98.0, 48.9375]
[34.625, -98.0, 48.9375]
[24.125, -99.625, 37.9375]
[24.125, -99.625, 37.9375]
[24.125, -99.625, 37.9375]
[8.9375, -102.625, 24.5625]
[-11.6875, -104.5625, 10.75]
[-11.6875, -104.5625, 10.75]
[-11.6875, -104.5625, 10.75]
[-35.3125, -101.5625, -2.875]
[-35.3125, -101.5625, -2.875]
[-40.125, -94.4375, -14.0]
[-41.875, -85.9375, -20.5625]
[-41.875, -85.9375, -20.5625]
[-49.75, -77.5, -26.75]
[-49.75, -77.5, -26.75]
[-54.9375, -65.25, -28.5625]
[-54.9375, -65.25, -28.5625]
[-63.3125, -54.75, -26.625]
[-63.3125, -54.75, -26.625]
[-65.875, -44.375, -23.8125]
[-65.875, -44.375, -23.8125]
[-66.1875, -32.25, -23.0]
[-62.1875, -19.625, -23.4375]
[-62.1875, -19.625, -23.4375]
[-61.8125, -10.0, -19.5]
[-61.8125, -10.0, -19.5]
[-61.8125, -10.0, -19.5]
[-61.8125, -10.0, -19.5]
[-45.125, 9.875, -4.0]
[-45.125, 9.875, -4.0]
[-45.125, 9.875, -4.0]
[-36.5625, 13.75, -1.875]
[-35.875, 15.8125, -3.5625]
[-39.375, 16.4375, -4.9375]
[-39.375, 16.4375, -4.9375]
[-39.375, 16.4375, -4.9375]
[-39.375, 16.4375, -4.9375]
[-32.875, 16.1875, -4.8125]
[-24.375, 16.4375, -6.4375]
[-25.8125, 13.375, -8.5]
[-25.8125, 13.375, -8.5]
[-25.8125, 13.375, -8.5]
[-31.125, 9.0, -10.0625]
[-31.125, 9.0, -10.0625]
[-33.125, 6.5, -4.125]
[-16.8125, 7.5, 1.75]
[-16.8125, 7.5, 1.75]
[-16.8125, 7.5, 1.75]
[-7.0625, 5.4375, 2.9375]
[-7.0625, 5.4375, 2.9375]
[-3.6875, -0.5, 1.375]
[-3.6875, -0.5, 1.375]
[4.5, -6.5625, 1.125]
[4.5, -6.5625, 1.125]
[10.875, -11.5, 1.25]
[10.875, -11.5, 1.25]
[19.5625, -14.125, 3.1875]
[31.0625, -17.75, 4.8125]
[31.0625, -17.75, 4.8125]
[37.625, -21.1875, 4.375]
[37.625, -21.1875, 4.375]
[43.625, -21.125, 2.75]
[43.625, -21.125, 2.75]
[47.4375, -17.6875, 0.75]
[47.4375, -17.6875, 0.75]
[47.4375, -17.6875, 0.75]
[43.1875, -6.75, 4.1875]
[57.25, 17.8125, 9.125]
[57.25, 17.8125, 9.125]
[67.8125, 44.5, 17.3125]
[67.8125, 44.5, 17.3125]
[67.8125, 44.5, 17.3125]
[52.375, 88.375, 38.9375]
[52.375, 88.375, 38.9375]
[62.375, 107.1875, 45.4375]
[62.375, 107.1875, 45.4375]
[48.875, 122.4375, 60.0]
[48.875, 122.4375, 60.0]
[49.8125, 139.1875, 80.875]
[49.8125, 139.1875, 80.875]
[49.75, 161.3125, 101.0625]
[49.75, 161.3125, 101.0625]
[45.5625, 177.3125, 121.125]
[45.5625, 177.3125, 121.125]
[37.25, 180.9375, 142.25]
[37.25, 180.9375, 142.25]
[43.0625, 181.0, 159.375]
[43.0625, 181.0, 159.375]
[50.5625, 181.1875, 167.625]
[50.5625, 181.1875, 167.625]
[54.5, 177.6875, 166.125]
[54.5, 177.6875, 166.125]
[57.3125, 166.0625, 166.25]
[57.3125, 166.0625, 166.25]
[56.5, 151.6875, 163.5625]
[47.5, 135.5, 151.875]
[47.5, 135.5, 151.875]
[47.5, 135.5, 151.875]
[36.3125, 112.625, 137.75]
[36.3125, 112.625, 137.75]
[26.4375, 95.5, 120.4375]
[26.4375, 95.5, 120.4375]
[31.875, 83.4375, 100.4375]
[31.875, 83.4375, 100.4375]
[24.6875, 68.8125, 76.9375]
[6.9375, 50.6875, 49.8125]
[6.9375, 50.6875, 49.8125]
[6.9375, 50.6875, 49.8125]
[1.6875, 37.25, 23.3125]
[1.6875, 37.25, 23.3125]
[7.5, 33.3125, -5.9375]
[0.9375, 22.0625, -39.6875]
[0.9375, 22.0625, -39.6875]
[0.9375, 22.0625, -39.6875]
[-8.75, 2.8125, -69.4375]
[-8.75, 2.8125, -69.4375]
[-15.0, -12.125, -93.5]
[-19.375, -25.9375, -119.25]
[-19.375, -25.9375, -119.25]
[-19.375, -25.9375, -119.25]
[-26.25, -44.125, -148.1875]
[-26.25, -44.125, -148.1875]
[-38.6875, -64.3125, -175.0]
[-48.5625, -79.0, -201.4375]
[-48.5625, -79.0, -201.4375]
[-48.5625, -79.0, -201.4375]
[-64.75, -87.6875, -226.5625]
[-64.75, -87.6875, -226.5625]
[-94.375, -89.4375, -230.4375]
[-104.4375, -79.125, -224.75]
[-104.4375, -79.125, -224.75]
[-97.0625, -59.75, -230.625]
[-97.0625, -59.75, -230.625]
[-93.8125, -43.875, -246.3125]
[-93.8125, -43.875, -246.3125]
[-39.3125, -33.8125, -217.25]
[-39.3125, -33.8125, -217.25]
[-0.1875, -22.5, -209.8125]
[-0.1875, -22.5, -209.8125]
[-0.1875, -22.5, -209.8125]
[-18.4375, -21.75, -207.0625]
[-18.4375, -21.75, -207.0625]
[-27.5, -18.5, -174.625]
[16.6875, -0.8125, -111.4375]
[16.6875, -0.8125, -111.4375]
[16.6875, -0.8125, -111.4375]
[22.4375, 5.875, -50.9375]
[22.4375, 5.875, -50.9375]
[6.5625, -0.4375, -7.125]
[12.0625, -3.3125, 20.3125]
[12.0625, -3.3125, 20.3125]
[12.0625, -3.3125, 20.3125]
[30.4375, -3.3125, 26.75]
[38.3125, -2.125, 24.875]
[38.3125, -2.125, 24.875]
[24.125, -5.375, 19.4375]
[24.125, -5.375, 19.4375]
[24.125, -5.375, 19.4375]
[2.1875, -6.9375, 14.625]
[-7.25, -5.375, 11.0]
[-7.25, -5.375, 11.0]
[-0.75, -4.1875, 8.5625]
[-0.75, -4.1875, 8.5625]
[3.6875, -4.0, 7.125]
[3.6875, -4.0, 7.125]
[5.0, -4.0625, 6.25]
[5.0, -4.0625, 6.25]
[5.6875, -3.3125, 9.875]
[5.6875, -3.3125, 9.875]
[4.6875, -3.875, 14.8125]
[4.6875, -3.875, 14.8125]
[11.5625, -5.5, 21.875]
[11.5625, -5.5, 21.875]
[21.75, -8.75, 31.5625]
[21.75, -8.75, 31.5625]
[39.3125, -11.375, 41.4375]
[39.3125, -11.375, 41.4375]
[58.0, -13.375, 55.375]
[58.0, -13.375, 55.375]
[67.125, -15.6875, 69.6875]
[72.6875, -20.1875, 79.5]
[72.6875, -20.1875, 79.5]
[78.1875, -27.1875, 88.25]
[78.1875, -27.1875, 88.25]
[82.1875, -29.625, 94.0625]
[82.1875, -29.625, 94.0625]
[82.1875, -29.625, 94.0625]
[90.6875, -30.4375, 94.5]
[90.6875, -30.4375, 94.5]
[75.4375, -34.375, 92.875]
[60.8125, -38.875, 92.75]
[60.8125, -38.875, 92.75]
[57.4375, -43.4375, 88.0]
[57.4375, -43.4375, 88.0]
[45.375, -48.9375, 77.375]
[45.375, -48.9375, 77.375]
[24.3125, -60.5, 66.375]
[24.3125, -60.5, 66.375]
[15.3125, -67.25, 53.5625]
[15.3125, -67.25, 53.5625]
[9.375, -69.0625, 41.1875]
[4.3125, -67.375, 24.3125]
[4.3125, -67.375, 24.3125]
[4.3125, -67.375, 24.3125]
[-3.4375, -66.3125, 8.0625]
[-3.4375, -66.3125, 8.0625]
[-13.0625, -70.375, -4.1875]
[-13.0625, -70.375, -4.1875]
[-19.25, -71.6875, -13.375]
[-19.25, -71.6875, -13.375]
[-28.375, -70.3125, -22.125]
[-36.625, -69.9375, -31.4375]
[-36.625, -69.9375, -31.4375]
[-36.3125, -73.5625, -41.25]
[-36.3125, -73.5625, -41.25]
[-41.1875, -77.875, -47.6875]
[-41.1875, -77.875, -47.6875]
[-54.8125, -80.875, -50.75]
[-54.8125, -80.875, -50.75]
[-55.375, -78.625, -52.375]
[-55.375, -78.625, -52.375]
[-47.5, -72.5, -47.8125]
[-47.5, -72.5, -47.8125]
[-45.625, -67.4375, -41.375]
[-45.625, -67.4375, -41.375]
[-45.625, -67.4375, -41.375]
[-49.3125, -62.3125, -34.5625]
[-50.25, -56.125, -30.75]
[-50.25, -56.125, -30.75]
[-43.9375, -47.8125, -28.5]
[-43.9375, -47.8125, -28.5]
[-36.3125, -38.3125, -22.875]
[-47.125, -32.0, -16.6875]
