[-55.0625, -5.3125, -24.75]
[-48.3125, -1.125, -16.9375]
[-48.3125, -1.125, -16.9375]
[-36.1875, 3.0, -11.875]
[-36.1875, 3.0, -11.875]
[-36.1875, 3.0, -11.875]
[-33.6875, -0.5, -5.75]
[-33.6875, -0.5, -5.75]
[-29.4375, -7.75, -0.4375]
[-19.9375, -9.25, 8.4375]
[-19.9375, -9.25, 8.4375]
[-19.9375, -9.25, 8.4375]
[-0.25, -2.0625, 15.3125]
[3.5625, 7.0625, 8.4375]
[3.5625, 7.0625, 8.4375]
[-12.3125, 6.5625, -0.9375]
[-12.3125, 6.5625, -0.9375]
[-13.125, -0.875, -2.3125]
[-13.125, -0.875, -2.3125]
[-13.125, -0.875, -2.3125]
[5.0625, -5.6875, 1.3125]
[16.0625, -9.75, 4.5]
[16.0625, -9.75, 4.5]
[17.9375, -12.8125, 4.5625]
[17.9375, -12.8125, 4.5625]
[17.9375, -12.8125, 4.5625]
[19.125, -16.0625, 2.1875]
[25.875, -19.75, 1.8125]
[25.875, -19.75, 1.8125]
[31.6875, -23.4375, 5.25]
[31.6875, -23.4375, 5.25]
[31.6875, -23.4375, 5.25]
[38.75, -29.0, 8.1875]
[46.9375, -34.3125, 8.3125]
[46.9375, -34.3125, 8.3125]
[53.625, -36.3125, 6.25]
[53.625, -36.3125, 6.25]
[53.625, -36.3125, 6.25]
[59.375, -37.75, 5.625]
[59.375, -37.75, 5.625]
[57.125, -39.9375, 5.625]
[59.875, -39.8125, 5.8125]
[59.875, -39.8125, 5.8125]
[64.75, -38.125, 8.0625]
[64.75, -38.125, 8.0625]
[70.8125, -35.1875, 10.875]
[70.8125, -35.1875, 10.875]
[72.75, -29.9375, 14.75]
[72.75, -29.9375, 14.75]
[72.25, -18.375, 22.6875]
[72.25, -18.375, 22.6875]
[81.125, 9.1875, 34.625]
[81.125, 9.1875, 34.625]
[88.0625, 46.4375, 48.1875]
[88.0625, 46.4375, 48.1875]
[99.375, 84.6875, 71.0]
[99.375, 84.6875, 71.0]
[114.8125, 122.4375, 91.5625]
[114.8125, 122.4375, 91.5625]
[114.8125, 122.4375, 91.5625]
[109.1875, 151.75, 111.3125]
[111.6875, 172.5, 133.125]
[111.6875, 172.5, 133.125]
[112.75, 194.8125, 152.6875]
[112.75, 194.8125, 152.6875]
[116.0625, 220.0, 162.5625]
[116.0625, 220.0, 162.5625]
[116.1875, 239.4375, 167.5625]
[116.1875, 239.4375, 167.5625]
[117.8125, 250.0625, 159.0625]
[117.8125, 250.0625, 159.0625]
[109.875, 244.0625, 156.8125]
[109.875, 244.0625, 156.8125]
[109.875, 244.0625, 156.8125]
[91.8125, 231.5, 147.875]
[68.75, 211.75, 123.4375]
[68.75, 211.75, 123.4375]
[40.125, 181.875, 101.25]
[40.125, 181.875, 101.25]
[20.5625, 154.5, 67.125]
[20.5625, 154.5, 67.125]
[8.1875, 124.125, 32.75]
[8.1875, 124.125, 32.75]
[8.1875, 124.125, 32.75]
[-6.5, 84.375, -3.6875]
[-38.0625, 39.8125, -50.0625]
[-38.0625, 39.8125, -50.0625]
[-58.4375, 2.0625, -93.875]
[-58.4375, 2.0625, -93.875]
[-66.6875, -26.9375, -144.125]
[-66.6875, -26.9375, -144.125]
[-74.375, -52.9375, -197.875]
[-74.375, -52.9375, -197.875]
[-93.5, -82.125, -254.1875]
[-93.5, -82.125, -254.1875]
[-123.0, -97.6875, -305.75]
[-123.0, -97.6875, -305.75]
[-150.5, -96.4375, -348.4375]
[-150.5, -96.4375, -348.4375]
[-184.1875, -98.8125, -355.75]
[-184.1875, -98.8125, -355.75]
[-199.6875, -102.5625, -319.0625]
[-199.6875, -102.5625, -319.0625]
[-139.375, -64.125, -298.4375]
[-139.375, -64.125, -298.4375]
[-48.125, -19.6875, -237.3125]
[-48.125, -19.6875, -237.3125]
[75.0, -18.6875, -161.625]
[75.0, -18.6875, -161.625]
[19.9375, -19.875, -106.75]
[19.9375, -19.875, -106.75]
[-98.9375, -13.4375, -62.875]
[-98.9375, -13.4375, -62.875]
[-98.9375, -13.4375, -62.875]
[-59.0625, -2.6875, -34.5]
[20.25, 5.5625, -10.6875]
[20.25, 5.5625, -10.6875]
[20.625, 2.6875, 10.625]
[20.625, 2.6875, 10.625]
[-2.3125, 0.0625, 21.5625]
[-2.3125, 0.0625, 21.5625]
[2.875, 1.125, 23.1875]
[2.875, 1.125, 23.1875]
[18.9375, 0.0, 20.625]
[18.9375, 0.0, 20.625]
[26.75, -1.9375, 16.625]
[26.75, -1.9375, 16.625]
[22.0, -4.875, 14.5]
[17.3125, -5.75, 13.5]
[17.3125, -5.75, 13.5]
[17.3125, -5.75, 13.5]
[17.5, -7.4375, 11.75]
[17.5, -7.4375, 11.75]
[24.5625, -8.25, 9.875]
[24.5625, -8.25, 9.875]
[30.1875, -8.875, 11.6875]
[30.1875, -8.875, 11.6875]
[31.0, -10.1875, 16.6875]
[31.0, -10.1875, 16.6875]
[34.3125, -13.0625, 26.25]
[40.125, -16.4375, 35.0625]
[40.125, -16.4375, 35.0625]
[50.5625, -19.8125, 43.5625]
[50.5625, -19.8125, 43.5625]
[63.4375, -24.5, 52.5625]
[63.4375, -24.5, 52.5625]
[63.4375, -24.5, 52.5625]
[74.125, -30.0, 58.625]
[80.125, -37.75, 58.875]
[80.125, -37.75, 58.875]
[78.4375, -46.75, 54.0]
[78.4375, -46.75, 54.0]
[77.75, -53.875, 49.75]
[77.75, -53.875, 49.75]
[83.25, -61.0, 47.5]
[83.25, -61.0, 47.5]
[83.6875, -71.375, 44.0]
[83.6875, -71.375, 44.0]
[74.625, -81.4375, 38.875]
[74.625, -81.4375, 38.875]
[63.3125, -87.9375, 30.375]
[55.0, -94.625, 24.375]
[55.0, -94.625, 24.375]
[55.0, -94.625, 24.375]
[46.875, -100.5625, 18.1875]
[46.875, -100.5625, 18.1875]
[29.5, -102.8125, 11.0]
[29.5, -102.8125, 11.0]
[10.0, -102.0, 3.125]
[10.0, -102.0, 3.125]
[-0.8125, -97.3125, 0.0625]
[-0.8125, -97.3125, 0.0625]
[-9.125, -94.0625, -2.0625]
[-9.125, -94.0625, -2.0625]
[-9.125, -94.0625, -2.0625]
[-16.125, -88.75, -7.5]
[-22.6875, -78.8125, -12.5]
[-22.6875, -78.8125, -12.5]
[-30.25, -72.0625, -14.5]
[-30.25, -72.0625, -14.5]
[-38.8125, -67.4375, -15.3125]
[-38.8125, -67.4375, -15.3125]
[-41.9375, -59.9375, -18.8125]
[-41.9375, -59.9375, -18.8125]
[-44.375, -50.3125, -19.1875]
[-49.6875, -40.8125, -18.6875]
[-49.6875, -40.8125, -18.6875]
[-52.3125, -31.25, -17.625]
[-52.3125, -31.25, -17.625]
[-52.3125, -31.25, -17.625]
[-53.625, -21.375, -13.25]
[-47.0625, -11.5, -7.8125]
[-47.0625, -11.5, -7.8125]
[-46.625, -3.1875, -4.0625]
[-46.625, -3.1875, -4.0625]
[-46.625, -3.1875, -4.0625]
[-50.5625, 1.625, -0.375]
[-48.875, 8.875, 2.6875]
[-48.875, 8.875, 2.6875]
[-39.875, 16.8125, 2.625]
[-39.875, 16.8125, 2.625]
[-37.6875, 21.0625, -0.5625]
[-37.6875, 21.0625, -0.5625]
[-37.6875, 21.0625, -0.5625]
[-36.8125, 13.3125, -1.875]
[-36.8125, 13.3125, -1.875]
[-36.8125, 13.3125, -1.875]
[-31.8125, 8.8125, 2.75]
[-24.8125, 12.875, 5.875]
[-24.8125, 12.875, 5.875]
[-17.4375, 20.5, 2.75]
