[-12.1875, 30.375, -11.5]
[-3.3125, 16.9375, -9.125]
[-3.3125, 16.9375, -9.125]
[-3.3125, 16.9375, -9.125]
[-1.5, 3.6875, -6.875]
[-1.5, 3.6875, -6.875]
[1.0625, -6.625, -2.5625]
[9.6875, -8.4375, 1.9375]
[9.6875, -8.4375, 1.9375]
[9.6875, -8.4375, 1.9375]
[15.6875, -6.8125, 3.4375]
[12.375, -5.125, 3.125]
[12.375, -5.125, 3.125]
[3.875, -3.75, 3.8125]
[3.875, -3.75, 3.8125]
[2.0, -3.1875, 7.625]
[2.0, -3.1875, 7.625]
[11.125, -3.75, 12.625]
[11.125, -3.75, 12.625]
[17.6875, -9.0, 13.75]
[17.6875, -9.0, 13.75]
[22.6875, -14.125, 13.1875]
[22.6875, -14.125, 13.1875]
[29.4375, -17.5625, 12.5625]
[29.4375, -17.5625, 12.5625]
[34.5, -19.6875, 13.6875]
[34.5, -19.6875, 13.6875]
[38.8125, -18.125, 14.9375]
[38.8125, -18.125, 14.9375]
[46.75, -11.25, 15.4375]
[46.75, -11.25, 15.4375]
[46.75, -11.25, 15.4375]
[46.75, -11.25, 15.4375]
[51.9375, 14.375, 32.5]
[57.0625, 32.625, 49.4375]
[57.0625, 32.625, 49.4375]
[57.0625, 32.625, 49.4375]
[57.0625, 32.625, 49.4375]
[79.875, 59.8125, 73.875]
[98.9375, 84.5625, 99.625]
[98.9375, 84.5625, 99.625]
[92.875, 101.75, 118.0]
[75.5625, 115.9375, 135.5625]
[75.5625, 115.9375, 135.5625]
[57.5625, 131.8125, 149.3125]
[57.5625, 131.8125, 149.3125]
[39.4375, 149.125, 155.5625]
[39.4375, 149.125, 155.5625]
[30.1875, 152.875, 155.25]
[30.1875, 152.875, 155.25]
[30.1875, 152.875, 155.25]
[19.0625, 150.75, 152.625]
[-19.125, 150.5, 143.25]
[-19.125, 150.5, 143.25]
[-31.375, 136.75, 134.3125]
[-31.375, 136.75, 134.3125]
[-31.375, 136.75, 134.3125]
[-30.1875, 124.75, 126.75]
[-35.8125, 109.75, 115.1875]
[-35.8125, 109.75, 115.1875]
[-48.75, 87.25, 105.625]
[-48.75, 87.25, 105.625]
[-48.75, 87.25, 105.625]
[-44.0625, 68.5625, 94.25]
[-20.0625, 35.625, 67.625]
[-20.0625, 35.625, 67.625]
[-63.125, -13.4375, 35.75]
[-63.125, -13.4375, 35.75]
[-63.125, -13.4375, 35.75]
[-97.625, -46.0625, 22.8125]
[-20.125, -25.4375, 25.0625]
[-20.125, -25.4375, 25.0625]
[-33.25, -4.4375, 26.875]
[-33.25, -4.4375, 26.875]
[-33.25, -4.4375, 26.875]
[-56.4375, 15.3125, 38.125]
[-49.5, 36.3125, 35.375]
[-49.5, 36.3125, 35.375]
[-3.1875, 42.8125, 53.3125]
[-3.1875, 42.8125, 53.3125]
[-3.1875, 42.8125, 53.3125]
[31.25, 33.0625, 62.75]
[0.6875, 24.75, 80.8125]
[0.6875, 24.75, 80.8125]
