[-11.8125, 19.125, 3.875]
[-3.6875, 13.8125, 5.125]
[-3.6875, 13.8125, 5.125]
[1.125, 12.0, 4.1875]
[1.125, 12.0, 4.1875]
[2.125, 9.9375, 3.75]
[2.125, 9.9375, 3.75]
[2.1875, 6.75, 1.3125]
[4.125, 5.75, 0.75]
[4.125, 5.75, 0.75]
[4.125, 5.75, 0.75]
[6.8125, 4.5625, 0.9375]
[9.6875, 2.9375, 1.5625]
[11.3125, 1.9375, 1.0625]
[11.3125, 1.9375, 1.0625]
[11.3125, 1.9375, 1.0625]
[11.6875, 0.5, 0.4375]
[11.6875, 0.5, 0.4375]
[12.3125, -0.75, 0.1875]
[12.3125, -0.75, 0.1875]
[12.3125, -0.75, 0.1875]
[15.6875, -3.0, -0.5625]
[18.0, -6.4375, -1.0]
[18.0, -6.4375, -1.0]
[18.8125, -10.3125, 0.0625]
[18.8125, -10.3125, 0.0625]
[24.6875, -12.4375, 1.25]
[24.6875, -12.4375, 1.25]
[30.125, -15.0, 2.625]
[30.125, -15.0, 2.625]
[34.75, -19.0, 2.4375]
[34.75, -19.0, 2.4375]
[38.9375, -21.5625, 1.9375]
[38.9375, -21.5625, 1.9375]
[42.75, -22.5625, 2.75]
[48.8125, -22.0, 3.1875]
[48.8125, -22.0, 3.1875]
[50.9375, -18.4375, 3.25]
[50.9375, -18.4375, 3.25]
[56.625, -8.0625, 1.9375]
[56.625, -8.0625, 1.9375]
[68.1875, 12.25, 6.125]
[68.1875, 12.25, 6.125]
[68.1875, 12.25, 6.125]
[79.6875, 39.5625, 10.4375]
[89.9375, 69.3125, 15.375]
[89.9375, 69.3125, 15.375]
[101.25, 90.6875, 23.75]
[101.25, 90.6875, 23.75]
[108.1875, 108.375, 35.75]
[108.1875, 108.375, 35.75]
[114.0, 128.125, 49.4375]
[114.0, 128.125, 49.4375]
[143.625, 148.0, 65.1875]
[143.625, 148.0, 65.1875]
[182.125, 159.25, 73.1875]
[182.125, 159.25, 73.1875]
[192.9375, 154.875, 69.9375]
[192.9375, 154.875, 69.9375]
[170.9375, 143.0625, 68.8125]
[170.9375, 143.0625, 68.8125]
[165.6875, 134.0, 64.4375]
[165.6875, 134.0, 64.4375]
[167.625, 124.625, 53.625]
[167.625, 124.625, 53.625]
[166.0, 108.625, 41.0625]
[166.0, 108.625, 41.0625]
[139.875, 91.25, 28.5]
[139.875, 91.25, 28.5]
[108.1875, 73.8125, 12.1875]
[108.1875, 73.8125, 12.1875]
[85.8125, 55.0625, -1.125]
[85.8125, 55.0625, -1.125]
[74.0625, 37.8125, -12.5625]
[74.0625, 37.8125, -12.5625]
[54.75, 21.9375, -25.3125]
[54.75, 21.9375, -25.3125]
[31.0, 8.1875, -39.9375]
[31.0, 8.1875, -39.9375]
[15.3125, 2.6875, -53.6875]
[15.3125, 2.6875, -53.6875]
[6.75, 2.125, -64.1875]
[6.75, 2.125, -64.1875]
[-9.5, -1.375, -74.0]
[-9.5, -1.375, -74.0]
[-40.875, -5.75, -88.25]
[-40.875, -5.75, -88.25]
[-80.375, -3.8125, -107.4375]
[-80.375, -3.8125, -107.4375]
[-129.125, 5.0, -123.4375]
[-129.125, 5.0, -123.4375]
[-192.1875, 14.75, -136.125]
[-265.75, 21.0, -145.25]
[-265.75, 21.0, -145.25]
[-265.75, 21.0, -145.25]
[-360.75, 22.75, -144.4375]
[-456.0625, 33.5, -122.25]
[-456.0625, 33.5, -122.25]
[-495.8125, 55.9375, -80.1875]
[-495.8125, 55.9375, -80.1875]
[-495.8125, 55.9375, -80.1875]
[-459.0, 81.0625, -42.5625]
[-447.3125, 106.125, -6.0]
[-447.3125, 106.125, -6.0]
[-652.1875, 128.25, -22.75]
[-652.1875, 128.25, -22.75]
[-269.3125, 77.5625, -39.875]
[-269.3125, 77.5625, -39.875]
[205.5, 73.5, -39.375]
[205.5, 73.5, -39.375]
[108.625, -7.5, -34.8125]
[108.625, -7.5, -34.8125]
[-53.1875, -27.8125, -12.375]
