[-11.625, 29.125, -15.75]
[-6.8125, 21.25, -11.75]
[-6.8125, 21.25, -11.75]
[-1.5625, 15.625, -9.625]
[2.5625, 11.9375, -7.3125]
[2.5625, 11.9375, -7.3125]
[2.5625, 11.9375, -7.3125]
[5.25, 8.5, -4.3125]
[5.25, 8.5, -4.3125]
[4.6875, 2.625, -1.5]
[6.625, -3.625, 0.4375]
[6.625, -3.625, 0.4375]
[11.4375, -6.5625, 2.4375]
[11.4375, -6.5625, 2.4375]
[16.0625, -9.9375, 7.875]
[16.0625, -9.9375, 7.875]
[16.0625, -9.9375, 7.875]
[21.75, -15.25, 16.125]
[21.75, -15.25, 16.125]
[30.0625, -20.0, 21.125]
[35.9375, -21.625, 22.9375]
[35.9375, -21.625, 22.9375]
[40.5625, -22.625, 26.1875]
[40.5625, -22.625, 26.1875]
[40.5625, -23.875, 29.75]
[40.5625, -23.875, 29.75]
[40.5625, -23.875, 29.75]
[40.4375, -26.75, 31.6875]
[39.8125, -30.0625, 34.9375]
[39.8125, -30.0625, 34.9375]
[47.625, -32.75, 38.1875]
[47.625, -32.75, 38.1875]
[47.625, -32.75, 38.1875]
[55.9375, -34.1875, 43.0625]
[55.9375, -34.1875, 43.0625]
[58.125, -36.625, 50.6875]
[59.75, -38.5625, 56.25]
[59.75, -38.5625, 56.25]
[71.0, -36.875, 60.0]
[71.0, -36.875, 60.0]
[82.875, -31.0625, 69.25]
[82.875, -31.0625, 69.25]
[88.1875, -27.0, 82.625]
[88.1875, -27.0, 82.625]
[89.125, -18.6875, 97.75]
[103.625, 1.0625, 115.125]
[103.625, 1.0625, 115.125]
[103.625, 1.0625, 115.125]
[110.375, 15.5, 128.625]
[110.375, 15.5, 128.625]
[97.875, 25.5, 135.8125]
[95.0, 35.375, 145.0]
[95.0, 35.375, 145.0]
[97.375, 49.875, 151.5]
[97.375, 49.875, 151.5]
[97.375, 49.875, 151.5]
[88.375, 63.625, 150.8125]
[76.0625, 72.8125, 150.4375]
[76.0625, 72.8125, 150.4375]
[68.875, 77.625, 144.625]
[68.875, 77.625, 144.625]
[68.875, 77.625, 144.625]
[57.5625, 79.4375, 143.25]
[57.5625, 79.4375, 143.25]
[46.0, 79.0625, 141.375]
[46.0, 79.0625, 141.375]
[28.1875, 79.875, 137.8125]
[28.1875, 79.875, 137.8125]
[14.625, 74.6875, 131.5625]
[14.625, 74.6875, 131.5625]
[6.4375, 65.125, 127.875]
[-2.5625, 54.4375, 124.75]
[-2.5625, 54.4375, 124.75]
[-2.5625, 54.4375, 124.75]
[-11.0625, 43.6875, 115.875]
[-23.0625, 31.0, 104.1875]
[-23.0625, 31.0, 104.1875]
[-28.125, 14.3125, 94.1875]
[-28.125, 14.3125, 94.1875]
[-28.125, 14.3125, 94.1875]
[-22.5625, -8.0625, 82.625]
[-22.5625, -8.0625, 82.625]
[-19.8125, -25.1875, 71.375]
[-9.625, -35.6875, 59.875]
[-9.625, -35.6875, 59.875]
[-9.625, -35.6875, 59.875]
[-5.625, -43.4375, 32.75]
[-5.625, -43.4375, 32.75]
[-7.3125, -48.0, 24.125]
[-7.3125, -48.0, 24.125]
[-7.3125, -48.0, 24.125]
[-4.4375, -39.9375, 19.75]
[-4.4375, -39.9375, 19.75]
[-12.125, -26.875, 12.625]
[-7.75, -21.0625, 3.625]
[-7.75, -21.0625, 3.625]
[-7.75, -21.0625, 3.625]
[-4.9375, -18.0, -1.125]
[-4.9375, -18.0, -1.125]
[-7.6875, -16.0625, -2.4375]
[2.9375, -11.875, -3.125]
[2.9375, -11.875, -3.125]
[2.9375, -11.875, -3.125]
[13.1875, -7.8125, -2.6875]
[13.1875, -7.8125, -2.6875]
[10.5625, -8.625, -1.8125]
[10.5625, -8.625, -1.8125]
[4.125, -7.625, -1.6875]
[-6.75, -5.75, -6.3125]
[-6.75, -5.75, -6.3125]
[-6.75, -5.75, -6.3125]
[-5.5625, 0.875, -9.75]
[-1.1875, 2.3125, -10.75]
[-1.1875, 2.3125, -10.75]
[-5.6875, 3.0625, -9.5625]
[-5.6875, 3.0625, -9.5625]
[-5.75, 2.375, -7.9375]
[-5.75, 2.375, -7.9375]
[0.5, 4.5625, -8.5625]
[0.5, 4.5625, -8.5625]
[-1.625, 9.25, -13.8125]
[-1.625, 9.25, -13.8125]
[-5.5, 17.3125, -17.625]
[-5.5, 17.3125, -17.625]
[-6.375, 19.9375, -24.8125]
[-6.375, 19.9375, -24.8125]
[-9.6875, 26.5, -35.6875]
[-9.6875, 26.5, -35.6875]
[2.0, 18.5, -44.75]
