[-25.5, 32.5, -42.8125]
[-14.875, 29.0, -39.3125]
[-9.875, 22.3125, -31.875]
[-9.875, 22.3125, -31.875]
[-7.625, 15.125, -23.6875]
[-3.1875, 12.25, -19.125]
[-3.1875, 12.25, -19.125]
[-3.1875, 12.25, -19.125]
[0.4375, 10.9375, -16.375]
[0.4375, 10.9375, -16.375]
[-1.5625, 8.1875, -12.4375]
[-2.25, 7.375, -9.3125]
[-2.25, 7.375, -9.3125]
[-2.25, 5.875, -5.0]
[-2.25, 5.875, -5.0]
[5.8125, 4.5625, 0.25]
[5.8125, 4.5625, 0.25]
[10.8125, 3.25, 6.125]
[10.8125, 3.25, 6.125]
[12.6875, -1.6875, 10.5625]
[12.6875, -1.6875, 10.5625]
[20.0, -4.375, 14.125]
[20.0, -4.375, 14.125]
[20.0, -4.375, 14.125]
[21.75, -10.0625, 16.125]
[26.0, -13.875, 17.875]
[26.0, -13.875, 17.875]
[33.8125, -15.5, 17.375]
[33.8125, -15.5, 17.375]
[34.3125, -16.625, 17.0625]
[34.3125, -16.625, 17.0625]
[35.25, -16.6875, 17.8125]
[35.25, -16.6875, 17.8125]
[35.25, -16.6875, 17.8125]
[35.25, -16.6875, 17.8125]
[44.75, -10.4375, 21.9375]
[44.75, -10.4375, 21.9375]
[54.625, 4.0, 28.8125]
[54.625, 4.0, 28.8125]
[60.375, 27.625, 38.8125]
[60.375, 27.625, 38.8125]
[67.5625, 59.0, 44.25]
[67.5625, 59.0, 44.25]
[74.375, 97.875, 44.75]
[74.375, 97.875, 44.75]
[72.4375, 137.625, 51.9375]
[72.4375, 137.625, 51.9375]
[72.75, 171.0625, 62.5625]
[72.75, 171.0625, 62.5625]
[67.625, 194.9375, 67.25]
[67.625, 194.9375, 67.25]
[64.0, 217.75, 68.125]
[64.0, 217.75, 68.125]
[66.6875, 237.75, 65.0]
[66.6875, 237.75, 65.0]
[55.5625, 251.4375, 58.625]
[55.5625, 251.4375, 58.625]
[26.75, 259.625, 53.9375]
[26.75, 259.625, 53.9375]
[6.75, 259.5625, 54.875]
[6.75, 259.5625, 54.875]
[-1.25, 259.0, 51.125]
[-1.25, 259.0, 51.125]
[-3.75, 254.0, 43.1875]
[-9.8125, 238.9375, 29.0625]
[-9.8125, 238.9375, 29.0625]
[-9.8125, 238.9375, 29.0625]
[-14.9375, 223.1875, 12.375]
[-14.9375, 223.1875, 12.375]
[-22.9375, 202.6875, -1.625]
[-39.375, 181.9375, -19.3125]
[-39.375, 181.9375, -19.3125]
[-39.375, 181.9375, -19.3125]
[-56.375, 155.9375, -34.9375]
[-56.375, 155.9375, -34.9375]
[-64.125, 128.0625, -43.1875]
[-64.125, 128.0625, -43.1875]
[-49.8125, 99.375, -44.25]
[-42.5625, 70.125, -50.5625]
[-42.5625, 70.125, -50.5625]
[-42.5625, 70.125, -50.5625]
[-39.5625, 41.4375, -56.125]
[-10.6875, 19.8125, -59.1875]
[-10.6875, 19.8125, -59.1875]
[-10.6875, 19.8125, -59.1875]
