[37.3125, -10.9375, 14.8125]
[23.0625, -16.625, 4.5]
[23.0625, -16.625, 4.5]
[23.0625, -16.625, 4.5]
[9.5625, -11.375, 0.5625]
[9.5625, -11.375, 0.5625]
[-7.25, -5.1875, -2.6875]
[-12.5, -2.375, -6.375]
[-12.5, -2.375, -6.375]
[-12.5, -2.375, -6.375]
[1.5, 2.5, -3.875]
[4.75, 4.3125, -2.625]
[4.75, 4.3125, -2.625]
[-2.4375, 3.0, -0.6875]
[-2.4375, 3.0, -0.6875]
[-6.0, 2.5, 0.9375]
[-1.9375, 3.3125, 0.375]
[-1.9375, 3.3125, 0.375]
[-1.9375, 3.3125, 0.375]
[-1.25, 4.5625, -3.4375]
[-1.25, 4.5625, -3.4375]
[-6.4375, 0.625, -5.875]
[-7.875, -1.75, -4.5]
[-7.875, -1.75, -4.5]
[0.0625, -0.25, -4.75]
[0.0625, -0.25, -4.75]
[0.0625, -0.25, -4.75]
[3.1875, -0.1875, -1.8125]
[-0.875, -3.625, 0.5625]
[-0.875, -3.625, 0.5625]
[-0.875, -3.625, 0.5625]
[-0.1875, -3.875, 1.875]
[-0.1875, -3.875, 1.875]
[5.125, -3.0625, 3.3125]
[7.3125, -2.125, 3.5625]
[7.3125, -2.125, 3.5625]
[9.25, -4.4375, 3.875]
[9.25, -4.4375, 3.875]
[9.25, -4.4375, 3.875]
[14.375, -4.0625, 0.375]
[19.0625, -2.8125, -4.0]
[19.0625, -2.8125, -4.0]
[22.9375, 2.25, -8.25]
[22.9375, 2.25, -8.25]
[29.75, 14.8125, -15.8125]
[29.75, 14.8125, -15.8125]
[26.5, 31.3125, -25.9375]
[26.5, 31.3125, -25.9375]
[16.8125, 57.9375, -43.9375]
[16.8125, 57.9375, -43.9375]
[10.25, 107.1875, -59.0625]
[10.25, 107.1875, -59.0625]
[3.8125, 158.0, -70.4375]
[3.8125, 158.0, -70.4375]
[1.75, 198.0, -86.875]
[11.875, 224.4375, -99.125]
[11.875, 224.4375, -99.125]
[11.875, 224.4375, -99.125]
[28.375, 242.0, -101.6875]
[28.375, 242.0, -101.6875]
[25.5, 252.9375, -96.4375]
[25.5, 252.9375, -96.4375]
