[9.125, -38.875, 2.0625]
[28.8125, -21.375, 12.0625]
[20.0625, -18.0, 8.5625]
[20.0625, -18.0, 8.5625]
[27.875, -14.125, -1.75]
[27.875, -14.125, -1.75]
[13.4375, -11.8125, -7.9375]
[13.4375, -11.8125, -7.9375]
[16.25, -11.25, -2.3125]
[16.25, -11.25, -2.3125]
[26.75, -4.75, 0.6875]
[26.75, -4.75, 0.6875]
[14.1875, 0.5, 2.3125]
[14.1875, 0.5, 2.3125]
[-7.1875, 3.4375, 1.9375]
[-15.625, 3.1875, -2.1875]
[-15.625, 3.1875, -2.1875]
[-15.625, 3.1875, -2.1875]
[-8.0625, 3.0625, -4.4375]
[-8.0625, 3.0625, -4.4375]
[-2.1875, 3.75, -4.25]
[-2.1875, 3.75, -4.25]
[-1.6875, 6.875, -3.0625]
[-1.6875, 6.875, -3.0625]
[-3.9375, 13.375, -4.3125]
[-3.9375, 13.375, -4.3125]
[-11.375, 17.5625, -7.875]
[-11.375, 17.5625, -7.875]
[-23.5625, 19.875, -9.875]
[-15.8125, 24.5625, -13.5]
[-15.8125, 24.5625, -13.5]
[-15.8125, 24.5625, -13.5]
[-14.125, 35.375, -13.8125]
[-14.125, 35.375, -13.8125]
[-11.875, 52.6875, -12.625]
[-11.875, 52.6875, -12.625]
[-12.0625, 64.3125, -11.9375]
[-6.4375, 70.6875, -3.0625]
[-6.4375, 70.6875, -3.0625]
[-6.4375, 70.6875, -3.0625]
[-2.1875, 80.4375, 9.625]
[-8.8125, 94.5625, 20.625]
[-8.8125, 94.5625, 20.625]
[-20.8125, 103.75, 34.4375]
[-20.8125, 103.75, 34.4375]
[-18.5625, 107.0625, 50.9375]
[-18.5625, 107.0625, 50.9375]
[-18.625, 110.9375, 67.125]
[-18.625, 110.9375, 67.125]
[-6.1875, 121.1875, 86.8125]
[-6.1875, 121.1875, 86.8125]
[11.6875, 127.6875, 99.1875]
[11.6875, 127.6875, 99.1875]
[17.9375, 131.75, 111.75]
[17.9375, 131.75, 111.75]
[15.0625, 136.9375, 131.25]
[15.0625, 136.9375, 131.25]
[0.4375, 139.3125, 151.9375]
[0.4375, 139.3125, 151.9375]
[0.4375, 139.3125, 151.9375]
[4.125, 136.6875, 168.25]
[4.125, 136.6875, 168.25]
[24.6875, 132.75, 178.1875]
[19.625, 127.0625, 189.125]
[-2.625, 119.125, 201.625]
[-2.625, 119.125, 201.625]
[-2.625, 119.125, 201.625]
[10.375, 111.0, 212.375]
[10.375, 111.0, 212.375]
[35.875, 98.8125, 220.375]
[25.0, 86.0625, 219.6875]
[25.0, 86.0625, 219.6875]
[13.3125, 76.75, 216.6875]
[13.3125, 76.75, 216.6875]
[13.3125, 76.75, 216.6875]
[26.0625, 67.0625, 211.1875]
[26.5625, 55.125, 200.375]
[26.5625, 55.125, 200.375]
[22.8125, 47.3125, 181.0625]
[22.8125, 47.3125, 181.0625]
[-2.125, 47.1875, 166.1875]
[-2.125, 47.1875, 166.1875]
[-41.5, 31.4375, 141.125]
[-41.5, 31.4375, 141.125]
[-52.5, 0.0625, 158.6875]
[-52.5, 0.0625, 158.6875]
[-52.5, 0.0625, 158.6875]
[-19.5, -17.9375, 190.875]
[-19.5, -17.9375, 190.875]
[90.9375, 5.6875, 167.5]
[11.5625, 2.5625, 89.75]
[11.5625, 2.5625, 89.75]
[11.5625, 2.5625, 89.75]
[-56.125, -25.125, 30.125]
[-56.125, -25.125, 30.125]
[-17.125, -19.875, 35.3125]
[-17.125, -19.875, 35.3125]
[-16.3125, -2.875, 14.4375]
[-18.5, 9.4375, -0.5625]
[-18.5, 9.4375, -0.5625]
[-14.4375, 12.1875, -4.5625]
[-14.4375, 12.1875, -4.5625]
[0.25, 12.0, -6.75]
[0.25, 12.0, -6.75]
[0.25, 12.0, -6.75]
[-2.4375, 4.5, -10.375]
[-2.4375, 4.5, -10.375]
[0.125, -3.625, -12.5625]
[3.3125, -5.375, -11.0]
[3.3125, -5.375, -11.0]
[2.5625, -4.5, -8.25]
[2.5625, -4.5, -8.25]
[1.8125, -1.1875, -4.625]
[1.8125, -1.1875, -4.625]
[5.5, 1.875, -4.0]
[5.5, 1.875, -4.0]
[5.875, 0.0, -2.8125]
[5.875, 0.0, -2.8125]
[-1.3125, -3.5, -5.25]
[-1.3125, -3.5, -5.25]
[0.25, -1.3125, -8.0625]
[0.25, -1.3125, -8.0625]
[0.0625, 1.1875, -10.75]
[0.0625, 1.1875, -10.75]
[0.0625, 1.1875, -10.75]
[1.8125, -0.25, -12.9375]
[-4.0, -4.125, -17.625]
[-4.0, -4.125, -17.625]
[-3.375, -7.8125, -24.6875]
[-3.375, -7.8125, -24.6875]
[-2.8125, -8.625, -33.0625]
[-2.8125, -8.625, -33.0625]
[-6.9375, -7.75, -41.75]
[-6.9375, -7.75, -41.75]
[-8.125, -4.25, -50.0]
[-8.125, -4.25, -50.0]
[-11.5625, -3.625, -57.375]
[-11.5625, -3.625, -57.375]
[-2.875, -10.0625, -65.625]
[-2.875, -10.0625, -65.625]
[4.0, -24.25, -78.375]
[4.0, -24.25, -78.375]
[-1.625, -39.0625, -91.0625]
[-1.625, -39.0625, -91.0625]
[-3.9375, -50.125, -101.5625]
[-3.9375, -50.125, -101.5625]
[-4.0625, -63.75, -108.4375]
[-4.0625, -63.75, -108.4375]
[5.75, -72.625, -112.5625]
[5.75, -72.625, -112.5625]
[11.625, -80.0, -119.0]
[9.875, -83.0625, -133.75]
[9.875, -83.0625, -133.75]
[9.875, -83.0625, -133.75]
[1.8125, -93.6875, -147.0]
[1.8125, -93.6875, -147.0]
[4.125, -105.6875, -150.4375]
[4.125, -105.6875, -150.4375]
[17.8125, -113.9375, -150.9375]
[17.8125, -113.9375, -150.9375]
[21.4375, -118.3125, -155.875]
[21.4375, -118.3125, -155.875]
[21.4375, -118.3125, -155.875]
[19.5625, -122.0625, -171.75]
[17.3125, -122.75, -188.9375]
[17.3125, -122.75, -188.9375]
[-1.0625, -130.875, -189.8125]
[-1.0625, -130.875, -189.8125]
[-20.5625, -136.5, -185.3125]
[-20.5625, -136.5, -185.3125]
[-20.5625, -136.5, -185.3125]
[-2.6875, -132.3125, -174.5]
[22.6875, -128.9375, -151.6875]
[22.6875, -128.9375, -151.6875]
[19.5, -127.8125, -124.9375]
[19.5, -127.8125, -124.9375]
[-0.6875, -120.1875, -110.5]
[-0.6875, -120.1875, -110.5]
[-1.875, -113.125, -93.0625]
[-1.875, -113.125, -93.0625]
[-9.125, -106.9375, -69.0625]
[-9.125, -106.9375, -69.0625]
[-32.375, -95.3125, -46.4375]
[-32.375, -95.3125, -46.4375]
[-27.3125, -79.1875, -35.5]
[-27.3125, -79.1875, -35.5]
[-27.3125, -79.1875, -35.5]
[-12.1875, -68.625, -28.8125]
[-16.1875, -63.8125, -23.375]
[-16.1875, -63.8125, -23.375]
[-16.1875, -63.8125, -23.375]
[-33.75, -56.75, -18.0]
[-35.125, -49.0, -14.6875]
[-35.125, -49.0, -14.6875]
[-30.0625, -44.0, -13.6875]
[-30.0625, -44.0, -13.6875]
[-42.8125, -42.4375, -12.3125]
[-42.8125, -42.4375, -12.3125]
[-51.0, -41.625, -12.0]
[-42.75, -41.25, -10.3125]
[-42.75, -41.25, -10.3125]
[-42.75, -41.25, -10.3125]
[-29.4375, -43.4375, -6.375]
[-29.4375, -43.4375, -6.375]
[-26.5625, -52.9375, -5.0]
[-29.3125, -54.25, 1.75]
[-29.3125, -54.25, 1.75]
[-9.75, -8.375, 1.3125]
[-9.75, -8.375, 1.3125]
[-12.8125, 27.8125, -2.1875]
[-47.125, 10.0, -1.875]
[-47.125, 10.0, -1.875]
[-47.125, 10.0, -1.875]
[-10.4375, 0.5, -0.1875]
[30.25, -6.1875, -1.4375]
[30.25, -6.1875, -1.4375]
[30.25, -6.1875, -1.4375]
[33.3125, -8.5, -1.0]
[33.3125, -8.5, -1.0]
[15.5625, -8.9375, -1.375]
[15.5625, -8.9375, -1.375]
[1.0, -7.3125, -0.1875]
[1.0, -7.3125, -0.1875]
[-4.375, -5.25, 0.625]
[-4.375, -5.25, 0.625]
[-8.125, -2.625, 1.0625]
[-8.125, -2.625, 1.0625]
[-7.125, -0.1875, 0.9375]
[-7.125, -0.1875, 0.9375]
[-9.875, 3.25, 1.0]
[-9.875, 3.25, 1.0]
