[-39.3125, 35.0, -33.5625]
[-54.5625, 20.75, -15.5]
[-54.5625, 20.75, -15.5]
[-54.5625, 20.75, -15.5]
[-37.375, 14.625, -7.5625]
[-37.375, 14.625, -7.5625]
[-15.3125, 11.0, -9.25]
[-15.3125, 11.0, -9.25]
[-3.1875, 12.8125, -2.8125]
[-18.5625, 10.8125, 3.0]
[-18.5625, 10.8125, 3.0]
[-18.5625, 10.8125, 3.0]
[-23.3125, 6.25, 3.3125]
[-23.3125, 6.25, 3.3125]
[-10.875, 1.75, 1.25]
[-10.875, 1.75, 1.25]
[4.0, 1.125, 0.9375]
[10.625, -0.625, 3.0625]
[10.625, -0.625, 3.0625]
[6.0, -4.4375, 4.0625]
[6.0, -4.4375, 4.0625]
[1.875, -7.1875, 4.625]
[1.875, -7.1875, 4.625]
[1.875, -7.1875, 4.625]
[6.75, -8.5, 5.0]
[10.5625, -8.5, 3.875]
[10.5625, -8.5, 3.875]
[15.5, -9.875, 4.125]
[15.5, -9.875, 4.125]
[17.375, -13.375, 6.125]
[17.375, -13.375, 6.125]
[17.375, -13.375, 6.125]
[18.0625, -16.6875, 8.75]
[22.0, -17.875, 12.1875]
[22.0, -17.875, 12.1875]
[23.75, -16.5625, 15.1875]
[23.75, -16.5625, 15.1875]
[18.0, -12.3125, 17.6875]
[18.0, -12.3125, 17.6875]
[18.75, 0.3125, 21.5625]
[18.75, 0.3125, 21.5625]
[45.6875, 11.125, 25.75]
[45.6875, 11.125, 25.75]
[65.5, 9.0, 31.3125]
[65.5, 9.0, 31.3125]
[68.125, 1.875, 42.8125]
[68.125, 1.875, 42.8125]
[68.125, 1.875, 42.8125]
[80.5, 2.875, 61.8125]
[90.25, 8.1875, 79.75]
[90.25, 8.1875, 79.75]
[89.8125, 16.375, 99.8125]
[89.8125, 16.375, 99.8125]
[97.0625, 33.0, 119.8125]
[97.0625, 33.0, 119.8125]
[115.8125, 52.125, 123.4375]
[115.8125, 52.125, 123.4375]
[110.8125, 62.5, 125.125]
[110.8125, 62.5, 125.125]
[101.3125, 68.0, 131.0625]
[101.3125, 68.0, 131.0625]
[98.75, 71.75, 137.4375]
[98.75, 71.75, 137.4375]
[90.0625, 74.5, 135.5625]
[90.0625, 74.5, 135.5625]
[75.6875, 74.75, 136.5]
[75.6875, 74.75, 136.5]
[68.5625, 73.3125, 136.5625]
