[-6.875, 9.0625, 4.25]
[-29.1875, -14.125, 14.4375]
[53.875, 10.625, 1.1875]
[53.875, 10.625, 1.1875]
[31.1875, 3.0625, -19.1875]
[-26.8125, -14.6875, -15.8125]
[-26.8125, -14.6875, -15.8125]
[-26.8125, -14.6875, -15.8125]
[-32.0625, -10.75, -13.0]
[-32.0625, -10.75, -13.0]
[14.75, 8.75, -11.5625]
[14.75, 8.75, -11.5625]
[36.1875, 12.1875, -13.3125]
[36.1875, 12.1875, -13.3125]
[6.625, -3.3125, -12.3125]
[6.625, -3.3125, -12.3125]
[-21.625, -11.8125, -8.625]
[-21.625, -11.8125, -8.625]
[-11.375, -4.625, -9.4375]
[24.0625, 5.9375, -14.8125]
[24.0625, 5.9375, -14.8125]
[28.5625, 4.4375, -23.6875]
[28.5625, 4.4375, -23.6875]
[9.0, -11.75, -31.875]
[9.0, -11.75, -31.875]
[-8.125, -28.3125, -40.4375]
[-8.125, -28.3125, -40.4375]
[-8.125, -28.3125, -40.4375]
[-3.625, -40.5625, -52.8125]
[20.4375, -62.625, -66.1875]
[20.4375, -62.625, -66.1875]
[40.875, -98.125, -81.625]
[40.875, -98.125, -81.625]
[37.4375, -135.625, -99.625]
[37.4375, -135.625, -99.625]
[23.25, -163.0625, -118.875]
[23.25, -163.0625, -118.875]
[8.3125, -182.0625, -138.5]
[8.3125, -182.0625, -138.5]
[-0.0625, -193.3125, -156.375]
[-0.0625, -193.3125, -156.375]
[-10.875, -203.3125, -171.1875]
[-34.6875, -207.625, -183.25]
[-34.6875, -207.625, -183.25]
[-34.6875, -207.625, -183.25]
[-59.75, -199.6875, -197.0]
[-75.625, -188.0, -201.0]
[-75.625, -188.0, -201.0]
[-92.875, -176.25, -203.75]
[-92.875, -176.25, -203.75]
[-100.8125, -154.4375, -201.625]
[-100.8125, -154.4375, -201.625]
[-84.375, -125.1875, -189.5]
[-84.375, -125.1875, -189.5]
[-71.0, -104.0, -171.1875]
[-71.0, -104.0, -171.1875]
[-83.6875, -92.0625, -150.6875]
[-83.6875, -92.0625, -150.6875]
[-83.875, -77.8125, -128.75]
[-83.875, -77.8125, -128.75]
[-77.0625, -63.5, -107.75]
[-77.0625, -63.5, -107.75]
[-95.625, -52.25, -84.375]
[-95.625, -52.25, -84.375]
[-107.625, -31.9375, -58.6875]
[-107.625, -31.9375, -58.6875]
[-83.375, -6.9375, -35.8125]
[-83.375, -6.9375, -35.8125]
[-76.9375, 12.4375, -13.8125]
[-76.9375, 12.4375, -13.8125]
[-72.1875, 29.625, -1.6875]
[-72.1875, 29.625, -1.6875]
[-81.0625, 38.5, -5.8125]
[-81.0625, 38.5, -5.8125]
[-81.625, 40.375, -8.125]
[-81.625, 40.375, -8.125]
[-55.875, 35.5, -6.125]
[-55.875, 35.5, -6.125]
[-43.875, 19.0625, 3.0625]
[-43.875, 19.0625, 3.0625]
[-45.25, 7.0625, 11.0625]
[-45.25, 7.0625, 11.0625]
[-30.125, 9.125, 10.0625]
[-16.5625, 8.9375, 2.6875]
[-16.5625, 8.9375, 2.6875]
[-10.1875, 6.3125, -4.0625]
[-10.1875, 6.3125, -4.0625]
[-17.1875, 4.0, -7.875]
[-17.1875, 4.0, -7.875]
[-33.375, 0.8125, -9.9375]
[-27.9375, -2.625, -7.8125]
[-27.9375, -2.625, -7.8125]
[-27.9375, -2.625, -7.8125]
[-12.6875, 1.75, 0.5]
[-12.6875, 1.75, 0.5]
[7.875, 4.75, 2.5625]
[7.875, 4.75, 2.5625]
[1.8125, 0.5, 3.375]
[-3.6875, -3.0, 2.125]
[-3.6875, -3.0, 2.125]
[-1.875, -3.4375, -0.875]
[-1.875, -3.4375, -0.875]
[-1.875, -3.4375, -0.875]
[9.75, -3.125, 0.6875]
[9.75, -3.125, 0.6875]
[16.1875, -3.1875, 3.9375]
[14.375, -3.5625, 7.0]
[14.375, -3.5625, 7.0]
[15.1875, -5.8125, 8.1875]
[15.1875, -5.8125, 8.1875]
[17.75, -6.3125, 7.6875]
[17.75, -6.3125, 7.6875]
[17.75, -6.3125, 7.6875]
[18.0, 1.75, 13.375]
[16.25, 10.1875, 24.1875]
[16.25, 10.1875, 24.1875]
[37.5, 39.0, 46.0]
[37.5, 39.0, 46.0]
[37.5, 39.0, 46.0]
[49.0, 58.5, 57.125]
[56.9375, 75.75, 68.5625]
[56.9375, 75.75, 68.5625]
[58.375, 88.625, 77.8125]
[58.375, 88.625, 77.8125]
[58.375, 88.625, 77.8125]
[68.125, 98.625, 83.25]
[74.0, 111.625, 88.75]
[74.0, 111.625, 88.75]
[69.1875, 124.125, 94.375]
[69.1875, 124.125, 94.375]
[65.875, 132.6875, 100.9375]
[65.875, 132.6875, 100.9375]
[70.0, 138.625, 95.75]
[70.0, 138.625, 95.75]
[54.9375, 145.0625, 102.6875]
[54.9375, 145.0625, 102.6875]
[46.9375, 138.875, 115.0]
[46.9375, 138.875, 115.0]
[27.75, 130.375, 123.8125]
[27.75, 130.375, 123.8125]
[18.5625, 129.3125, 126.0]
[18.5625, 129.3125, 126.0]
[23.8125, 131.6875, 125.9375]
[23.8125, 131.6875, 125.9375]
[24.5625, 124.9375, 124.25]
[24.5625, 124.9375, 124.25]
[23.3125, 115.8125, 124.25]
[23.3125, 115.8125, 124.25]
[12.5625, 104.125, 125.8125]
[12.5625, 104.125, 125.8125]
[-8.3125, 97.3125, 123.625]
[-8.3125, 97.3125, 123.625]
[-13.875, 90.3125, 115.875]
[-13.875, 90.3125, 115.875]
[-9.1875, 83.875, 110.9375]
[-9.1875, 83.875, 110.9375]
[-10.625, 75.4375, 106.4375]
[-10.625, 75.4375, 106.4375]
[-19.4375, 65.9375, 97.375]
[-19.4375, 65.9375, 97.375]
[-24.6875, 54.25, 89.3125]
[-24.6875, 54.25, 89.3125]
[-23.25, 40.1875, 86.6875]
[-23.25, 40.1875, 86.6875]
[-17.8125, 31.6875, 85.0625]
[-17.8125, 31.6875, 85.0625]
[-31.9375, 23.875, 81.4375]
[-41.6875, 18.375, 75.125]
[-41.6875, 18.375, 75.125]
[-41.6875, 18.375, 75.125]
[-33.375, 22.375, 65.4375]
[-33.375, 22.375, 65.4375]
[-36.4375, 13.1875, 53.9375]
[-36.4375, 13.1875, 53.9375]
[-40.5625, -8.625, 52.875]
[-40.5625, -8.625, 52.875]
[-34.875, -12.9375, 39.1875]
[-34.875, -12.9375, 39.1875]
[-30.6875, -15.5625, 13.4375]
[-30.6875, -15.5625, 13.4375]
[-21.375, -24.875, 15.0625]
[-21.375, -24.875, 15.0625]
[-33.375, -30.9375, 28.875]
[-10.3125, -36.5625, 56.75]
[-10.3125, -36.5625, 56.75]
[86.4375, -31.375, 78.6875]
[86.4375, -31.375, 78.6875]
[86.4375, -31.375, 78.6875]
[63.25, -23.5625, 49.8125]
[63.25, -23.5625, 49.8125]
[-12.5625, -30.875, 13.8125]
[-12.5625, -30.875, 13.8125]
[-12.6875, -34.875, 8.125]
[-12.6875, -34.875, 8.125]
[19.0, -25.5, 11.3125]
[8.875, -19.375, -5.625]
[8.875, -19.375, -5.625]
[-9.9375, -17.0, -10.9375]
[-9.9375, -17.0, -10.9375]
[-18.9375, -7.4375, -9.75]
[-18.9375, -7.4375, -9.75]
[23.0625, 8.75, -9.125]
[23.0625, 8.75, -9.125]
[36.4375, 10.375, -14.6875]
[36.4375, 10.375, -14.6875]
[8.25, -3.875, -19.0625]
[8.25, -3.875, -19.0625]
[-13.1875, -11.75, -24.9375]
[-13.1875, -11.75, -24.9375]
[-7.1875, -8.5625, -31.6875]
[-7.1875, -8.5625, -31.6875]
[10.625, -5.1875, -40.5]
[10.625, -5.1875, -40.5]
[30.6875, -8.625, -51.5]
[30.6875, -8.625, -51.5]
[31.875, -24.5, -65.125]
[17.6875, -54.0625, -80.375]
[17.6875, -54.0625, -80.375]
[5.1875, -88.0625, -93.75]
[5.1875, -88.0625, -93.75]
[2.6875, -113.9375, -108.0625]
[2.6875, -113.9375, -108.0625]
[-1.9375, -133.125, -128.3125]
[-1.9375, -133.125, -128.3125]
[-18.5, -152.75, -147.5]
[-18.5, -152.75, -147.5]
[-41.9375, -166.25, -167.0]
[-41.9375, -166.25, -167.0]
[-58.375, -172.25, -182.75]
[-52.0, -167.3125, -181.375]
[-52.0, -167.3125, -181.375]
[-52.0, -167.3125, -181.375]
[-61.0625, -164.375, -183.875]
[-61.0625, -164.375, -183.875]
[-92.0625, -159.8125, -190.6875]
[-103.375, -151.3125, -178.0]
[-103.375, -151.3125, -178.0]
[-103.375, -151.3125, -178.0]
[-81.6875, -133.5625, -161.6875]
[-57.5625, -109.6875, -151.625]
[-57.5625, -109.6875, -151.625]
[-61.3125, -91.375, -140.875]
[-61.3125, -91.375, -140.875]
[-70.8125, -78.6875, -122.125]
[-70.8125, -78.6875, -122.125]
[-70.8125, -78.6875, -122.125]
[-92.5625, -69.0, -102.25]
[-92.5625, -69.0, -102.25]
[-121.4375, -37.3125, -78.0625]
[-121.4375, -37.3125, -78.0625]
[-71.0625, -13.625, -64.0]
[-71.0625, -13.625, -64.0]
[-45.375, -3.4375, -50.0]
[-45.375, -3.4375, -50.0]
[-52.8125, -3.9375, -40.25]
[-57.125, -3.125, -36.125]
[-57.125, -3.125, -36.125]
[-57.125, -3.125, -36.125]
[-47.6875, 1.5625, -33.3125]
[-33.875, 6.375, -32.1875]
[-33.875, 6.375, -32.1875]
[-20.0, 4.375, -29.25]
[-20.0, 4.375, -29.25]
[-24.125, -1.0, -28.25]
[-24.125, -1.0, -28.25]
[-32.75, 1.9375, -29.875]
[-32.75, 1.9375, -29.875]
[-30.875, 13.9375, -22.9375]
[-30.875, 13.9375, -22.9375]
[-25.9375, 22.3125, -17.1875]
[-25.9375, 22.3125, -17.1875]
[-24.9375, 22.9375, -15.125]
[-24.9375, 22.9375, -15.125]
[-18.5, 21.5625, -11.0625]
[-11.5, 15.125, -6.8125]
[-11.5, 15.125, -6.8125]
[-11.5, 15.125, -6.8125]
[-11.5, 15.125, -6.8125]
[9.9375, -2.3125, 7.6875]
[9.9375, -2.3125, 7.6875]
